"","Data.Set","Image","Nuclear.Envelope","Nucleoplasm","NE.Nuc.Ratio","Nuc.NE.Ratio","Nucleoplasmic.Area","WholeNuc.Area","Nuc.Area","BAD","Time.point","Nucleus.ID","NE.mean","Nuc.mean","Norm.Nuc.NE.Ratio","Norm.NE.Nuc.Ratio","Group","Treatment"
"639","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_28_substack_frame_1",443.32,367.65,1.21,0.83,2.87,6.97,3.75,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_28",108.126829268293,128.101045296167,1.18472950851368,0.844074527403781,"pCUP-Cdc5[KD]","CuSO4"
"640","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_28_substack_frame_2",532.89,332.11,1.6,0.62,3.22,7.88,4.26,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_28",114.354077253219,103.139751552795,0.90193331125753,1.10872942324942,"pCUP-Cdc5[KD]","CuSO4"
"641","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_29_substack_frame_1",457.52,400.13,1.14,0.87,3.56,8.22,4.66,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_29",98.1802575107296,112.39606741573,1.14479295802873,0.873520397716236,"pCUP-Cdc5[KD]","CuSO4"
"642","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_29_substack_frame_2",482.07,394.67,1.22,0.82,3.75,8.32,4.82,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_29",105.485776805252,105.245333333333,0.997720607657256,1.00228459984213,"pCUP-Cdc5[KD]","CuSO4"
"643","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_2_substack_frame_1",697.1,440.05,1.58,0.63,4.37,9.32,5.48,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_2",140.828282828283,100.697940503432,0.715040604636337,1.39852197695625,"pCUP-Cdc5[KD]","CuSO4"
"644","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_2_substack_frame_2",548.85,403.87,1.36,0.74,4.4,9.41,5.55,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_2",109.550898203593,91.7886363636364,0.83786292827151,1.19351264539532,"pCUP-Cdc5[KD]","CuSO4"
"645","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_30_substack_frame_1",513.82,272.86,1.88,0.53,3.15,7.59,4.21,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_30",115.725225225225,86.6222222222222,0.748516341650124,1.3359761762789,"pCUP-Cdc5[KD]","CuSO4"
"646","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_30_substack_frame_2",609.78,374.84,1.63,0.61,4.94,10.54,6.23,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_30",108.889285714286,75.8785425101214,0.6968412182372,1.43504714392427,"pCUP-Cdc5[KD]","CuSO4"
"647","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_31_substack_frame_1",600.79,328.24,1.83,0.55,2.63,6.55,3.49,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_31",153.262755102041,124.80608365019,0.814327548575618,1.22800708602963,"pCUP-Cdc5[KD]","CuSO4"
"648","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_31_substack_frame_2",638.27,394.92,1.62,0.62,3.58,8.34,4.7,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_31",134.090336134454,110.312849162011,0.822675610652503,1.21554594186505,"pCUP-Cdc5[KD]","CuSO4"
"649","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_32_substack_frame_1",386.35,226.76,1.7,0.59,2.72,6.73,3.61,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_32",96.3466334164589,83.3676470588235,0.865288636484748,1.15568373122583,"pCUP-Cdc5[KD]","CuSO4"
"650","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_32_substack_frame_2",376.54,261.9,1.44,0.7,3.33,7.81,4.36,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_32",84.0491071428572,78.6486486486486,0.935746390678137,1.06866562346588,"pCUP-Cdc5[KD]","CuSO4"
"651","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_33_substack_frame_1",552.85,275.69,2.01,0.5,3.22,8.07,4.31,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_33",113.989690721649,85.6180124223602,0.751103120644745,1.33137511017342,"pCUP-Cdc5[KD]","CuSO4"
"652","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_33_substack_frame_2",556.52,307.36,1.81,0.55,3.85,9.53,5.2,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_33",97.9788732394366,79.8337662337662,0.814805922891886,1.2272861204185,"pCUP-Cdc5[KD]","CuSO4"
"653","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_34_substack_frame_1",503.73,369.88,1.36,0.73,3.36,7.93,4.38,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_34",110.225382932166,110.083333333333,0.998711280514032,1.00129038242695,"pCUP-Cdc5[KD]","CuSO4"
"654","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_34_substack_frame_2",482.43,299.18,1.61,0.62,3.02,7.5,4.01,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_34",107.685267857143,99.0662251655629,0.919960799995278,1.08700283751779,"pCUP-Cdc5[KD]","CuSO4"
"655","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_35_substack_frame_1",586.19,325.93,1.8,0.56,3.01,7.11,3.96,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_35",142.973170731707,108.282392026578,0.757361618773725,1.32037322094449,"pCUP-Cdc5[KD]","CuSO4"
"656","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_35_substack_frame_2",706.04,473.54,1.49,0.67,4.56,9.5,5.7,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_35",142.923076923077,103.84649122807,0.726590089324496,1.37629182491285,"pCUP-Cdc5[KD]","CuSO4"
"657","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_36_substack_frame_1",465.48,244.13,1.91,0.52,2.13,5.77,2.91,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_36",127.879120879121,114.615023474178,0.896276285653539,1.11572738898344,"pCUP-Cdc5[KD]","CuSO4"
"658","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_36_substack_frame_2",436.22,219.75,1.99,0.5,2.23,6.05,3.09,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_36",114.193717277487,98.542600896861,0.862942403892552,1.15882589091602,"pCUP-Cdc5[KD]","CuSO4"
"659","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_37_substack_frame_1",533.8,285.54,1.87,0.53,2.73,7.11,3.72,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_37",121.872146118721,104.593406593407,0.85822240704219,1.16519912763224,"pCUP-Cdc5[KD]","CuSO4"
"660","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_37_substack_frame_2",620.6,416.96,1.49,0.67,3.59,8.41,4.66,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_37",128.755186721992,116.144846796657,0.902059557782611,1.1085742525229,"pCUP-Cdc5[KD]","CuSO4"
"661","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_38_substack_frame_1",445.07,313.49,1.42,0.7,3.15,7.72,4.2,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_38",97.3894967177243,99.5206349206349,1.02188262877143,0.978585966572559,"pCUP-Cdc5[KD]","CuSO4"
"662","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_38_substack_frame_2",477.23,265.64,1.8,0.56,2.54,6.83,3.51,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_38",111.242424242424,104.582677165354,0.940133028182155,1.06367925604486,"pCUP-Cdc5[KD]","CuSO4"
"663","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_39_substack_frame_1",610.99,272,2.25,0.45,2.25,6.07,3.11,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_39",159.94502617801,120.888888888889,0.755815243384598,1.32307466507545,"pCUP-Cdc5[KD]","CuSO4"
"664","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_39_substack_frame_2",502.19,328.32,1.53,0.65,3.05,7.25,3.99,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_39",119.569047619048,107.645901639344,0.900282337133846,1.11076265606145,"pCUP-Cdc5[KD]","CuSO4"
"665","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_3_substack_frame_1",615.42,388.31,1.58,0.63,3.08,7.37,4.06,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_3",143.454545454545,126.074675324675,0.878847546623212,1.13785377662177,"pCUP-Cdc5[KD]","CuSO4"
"666","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_3_substack_frame_2",563.65,364.73,1.55,0.65,3.63,8.38,4.7,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_3",118.663157894737,100.476584022039,0.846737823302907,1.18100310684039,"pCUP-Cdc5[KD]","CuSO4"
"667","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_40_substack_frame_1",547.15,315.83,1.73,0.58,3.26,8.49,4.48,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_40",104.61759082218,96.8803680981595,0.926042813037328,1.07986368008202,"pCUP-Cdc5[KD]","CuSO4"
"668","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_40_substack_frame_2",439.68,269.94,1.63,0.61,3.17,7.83,4.22,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_40",94.3519313304721,85.1545741324921,0.902520732026504,1.10800778809216,"pCUP-Cdc5[KD]","CuSO4"
"669","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_41_substack_frame_1",440.5,296.37,1.49,0.67,2.15,5.88,2.94,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_41",118.096514745308,137.846511627907,1.16723606894913,0.856724724845338,"pCUP-Cdc5[KD]","CuSO4"
"670","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_41_substack_frame_2",378.53,267.18,1.42,0.71,2.26,6.09,3.09,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_41",98.8328981723238,118.221238938053,1.19617294569187,0.835999512948019,"pCUP-Cdc5[KD]","CuSO4"
"671","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_42_substack_frame_1",584.1,245.65,2.38,0.42,2.1,5.89,2.96,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_42",154.116094986807,116.97619047619,0.759013459860917,1.31749969253937,"pCUP-Cdc5[KD]","CuSO4"
"672","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_42_substack_frame_2",530.68,317.97,1.67,0.6,2.91,7.11,3.84,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_42",126.352380952381,109.268041237113,0.864788145767461,1.15635257593933,"pCUP-Cdc5[KD]","CuSO4"
"673","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_43_substack_frame_1",766.26,434.08,1.77,0.57,4.08,9.6,5.75,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_43",138.815217391304,106.392156862745,0.766430070579637,1.30475047677046,"pCUP-Cdc5[KD]","CuSO4"
"674","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_43_substack_frame_2",508.15,346.39,1.47,0.68,3.43,8.22,4.55,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_43",106.085594989562,100.98833819242,0.951951470907588,1.05047371694967,"pCUP-Cdc5[KD]","CuSO4"
"675","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_44_substack_frame_1",569.02,265.3,2.14,0.47,2.66,7.04,3.63,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_44",129.913242009132,99.7368421052632,0.767718829603621,1.30256021011795,"pCUP-Cdc5[KD]","CuSO4"
"676","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_44_substack_frame_2",525.42,348.52,1.51,0.66,3.11,7.5,4.09,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_44",119.685649202733,112.064308681672,0.936322018789807,1.06800863370969,"pCUP-Cdc5[KD]","CuSO4"
"677","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_45_substack_frame_1",403.46,265.94,1.52,0.66,2.67,6.77,3.56,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_45",98.4048780487805,99.6029962546817,1.01217539444851,0.987971062609024,"pCUP-Cdc5[KD]","CuSO4"
"678","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_45_substack_frame_2",423.36,250.36,1.69,0.59,2.79,7.08,3.72,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_45",98.6853146853147,89.7347670250896,0.909302131844374,1.09974447983715,"pCUP-Cdc5[KD]","CuSO4"
"679","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_4_substack_frame_1",702.56,468.7,1.5,0.67,4.06,9,5.21,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_4",142.218623481781,115.443349753695,0.811731592722688,1.23193431050999,"pCUP-Cdc5[KD]","CuSO4"
"680","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_4_substack_frame_2",543.8,326.21,1.67,0.6,3.65,8.41,4.72,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_4",114.243697478992,89.372602739726,0.782297883488591,1.27828544740602,"pCUP-Cdc5[KD]","CuSO4"
"681","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_5_substack_frame_1",542.47,341.73,1.59,0.63,3.07,7.71,4.14,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_5",116.911637931034,111.312703583062,0.952109692011369,1.05029914976231,"pCUP-Cdc5[KD]","CuSO4"
"682","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_5_substack_frame_2",632.35,419.31,1.51,0.66,3.45,8.51,4.65,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_5",124.970355731225,121.539130434783,0.972543686249703,1.02823144516641,"pCUP-Cdc5[KD]","CuSO4"
"683","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_6_substack_frame_1",533,320.7,1.66,0.6,3.18,7.64,4.19,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_6",119.506726457399,100.849056603774,0.843877659386173,1.18500589377776,"pCUP-Cdc5[KD]","CuSO4"
"684","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_6_substack_frame_2",603.16,339.77,1.78,0.56,3.35,7.97,4.41,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_6",130.554112554113,101.423880597015,0.776872352871889,1.28721275291014,"pCUP-Cdc5[KD]","CuSO4"
"685","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_7_substack_frame_1",650.5,365.98,1.78,0.56,3.56,8.22,4.62,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_7",139.592274678112,102.803370786517,0.736454585496032,1.35785698085709,"pCUP-Cdc5[KD]","CuSO4"
"686","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_7_substack_frame_2",564.78,407.34,1.39,0.72,3.77,8.87,4.91,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_7",110.741176470588,108.04774535809,0.975678142509048,1.02492815656237,"pCUP-Cdc5[KD]","CuSO4"
"687","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_9_substack_frame_1",473.51,312.37,1.52,0.66,2.6,6.7,3.49,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_9",115.490243902439,120.142307692308,1.04028101104192,0.961278721216319,"pCUP-Cdc5[KD]","CuSO4"
"688","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_9_substack_frame_2",419.3,334.09,1.26,0.8,2.88,6.98,3.78,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_33_R3D_D3D_nucleus_9",102.268292682927,116.003472222222,1.13430535681162,0.88159682399003,"pCUP-Cdc5[KD]","CuSO4"
"689","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_34_R3D_D3D_nucleus_10_substack_frame_1",443.56,286.44,1.55,0.65,3.19,7.86,4.24,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_34_R3D_D3D_nucleus_10",94.9807280513919,89.7931034482759,0.945382345350005,1.05777308505774,"pCUP-Cdc5[KD]","CuSO4"
"690","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_34_R3D_D3D_nucleus_10_substack_frame_2",425.2,261.98,1.62,0.62,2.82,7.21,3.8,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_34_R3D_D3D_nucleus_10",96.8564920273348,92.9007092198582,0.959158310148583,1.04258076004689,"pCUP-Cdc5[KD]","CuSO4"
"691","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_34_R3D_D3D_nucleus_11_substack_frame_1",675.87,327.89,2.06,0.49,2.93,7.74,4.05,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_34_R3D_D3D_nucleus_11",140.513513513513,111.907849829352,0.796420550814773,1.25561802615083,"pCUP-Cdc5[KD]","CuSO4"
"692","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_34_R3D_D3D_nucleus_11_substack_frame_2",480.8,295.53,1.63,0.61,3.45,8.02,4.5,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_34_R3D_D3D_nucleus_11",105.207877461707,85.6608695652174,0.814205852564566,1.22819063121473,"pCUP-Cdc5[KD]","CuSO4"
"693","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_34_R3D_D3D_nucleus_12_substack_frame_1",557.26,234.64,2.37,0.42,2.11,5.93,2.95,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_34_R3D_D3D_nucleus_12",145.879581151832,111.203791469194,0.7622985382269,1.31182200916453,"pCUP-Cdc5[KD]","CuSO4"
"694","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_34_R3D_D3D_nucleus_12_substack_frame_2",430.55,298.22,1.44,0.69,2.97,7.26,3.92,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_34_R3D_D3D_nucleus_12",100.361305361305,100.410774410774,1.00049290958593,0.999507333254232,"pCUP-Cdc5[KD]","CuSO4"
"695","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_34_R3D_D3D_nucleus_13_substack_frame_1",630.58,334.22,1.89,0.53,2.62,6.82,3.58,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_34_R3D_D3D_nucleus_13",150.138095238095,127.564885496183,0.849650352189999,1.17695472899231,"pCUP-Cdc5[KD]","CuSO4"
"696","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_34_R3D_D3D_nucleus_13_substack_frame_2",494.85,255.45,1.94,0.52,2.53,7.29,3.71,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_34_R3D_D3D_nucleus_13",103.960084033613,100.96837944664,0.97122256474893,1.02963011393636,"pCUP-Cdc5[KD]","CuSO4"
"697","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_34_R3D_D3D_nucleus_14_substack_frame_1",601.55,266.77,2.25,0.44,1.98,5.86,2.86,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_34_R3D_D3D_nucleus_14",155.038659793814,134.732323232323,0.869024044786658,1.15071614646232,"pCUP-Cdc5[KD]","CuSO4"
"698","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_34_R3D_D3D_nucleus_14_substack_frame_2",587.68,411.9,1.43,0.7,3.72,8.85,4.9,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_34_R3D_D3D_nucleus_14",114.557504873294,110.725806451613,0.966552183325575,1.03460528800353,"pCUP-Cdc5[KD]","CuSO4"
"699","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_34_R3D_D3D_nucleus_16_substack_frame_1",596.34,305.44,1.95,0.51,2.25,6.17,3.12,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_34_R3D_D3D_nucleus_16",152.127551020408,135.751111111111,0.892350597906489,1.1206357706781,"pCUP-Cdc5[KD]","CuSO4"
"700","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_34_R3D_D3D_nucleus_16_substack_frame_2",594.72,435.92,1.36,0.73,3.91,9.22,5.12,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_34_R3D_D3D_nucleus_16",112,111.488491048593,0.995432955791012,1.00458799779776,"pCUP-Cdc5[KD]","CuSO4"
"701","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_34_R3D_D3D_nucleus_17_substack_frame_1",684.39,314.68,2.17,0.46,3.07,8.32,4.28,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_34_R3D_D3D_nucleus_17",130.36,102.501628664495,0.786296629828898,1.2717846701411,"pCUP-Cdc5[KD]","CuSO4"
"702","210501_29073_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_34_R3D_D3D_nucleus_17_substack_frame_2",415.31,307.26,1.35,0.74,3.3,7.78,4.3,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_34_R3D_D3D_nucleus_17",92.703125,93.1090909090909,1.00437920414324,0.995639889669986,"pCUP-Cdc5[KD]","CuSO4"
