"","Data.Set","Image","Nuclear.Envelope","Nucleoplasm","NE.Nuc.Ratio","Nuc.NE.Ratio","Nucleoplasmic.Area","WholeNuc.Area","Nuc.Area","BAD","Time.point","Nucleus.ID","NE.mean","Nuc.mean","Norm.Nuc.NE.Ratio","Norm.NE.Nuc.Ratio","Group","Treatment"
"136","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_15_R3D_D3D_nucleus_6_substack_frame_2",385.33,416.76,0.92,1.08,3.64,8.3,4.7,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_15_R3D_D3D_nucleus_6",82.6888412017167,114.494505494505,1.38464276231904,0.722207942159154,"pCUP-Cdc5[WT]","CuSO4"
"137","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_15_R3D_D3D_nucleus_7_substack_frame_1",482.18,273.03,1.77,0.57,2.26,6.18,3.12,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_15_R3D_D3D_nucleus_7",123.005102040816,120.809734513274,0.982152223841792,1.01817210787183,"pCUP-Cdc5[WT]","CuSO4"
"138","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_15_R3D_D3D_nucleus_7_substack_frame_2",371.94,340.02,1.09,0.91,1.81,5.26,2.58,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_15_R3D_D3D_nucleus_7",107.808695652174,187.85635359116,1.74249723043906,0.573889003971633,"pCUP-Cdc5[WT]","CuSO4"
"139","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_15_R3D_D3D_nucleus_8_substack_frame_1",459.76,275.19,1.67,0.6,3.07,7.36,4.05,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_15_R3D_D3D_nucleus_8",107.170163170163,89.6384364820847,0.836412242274542,1.19558269171264,"pCUP-Cdc5[WT]","CuSO4"
"140","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_15_R3D_D3D_nucleus_8_substack_frame_2",325.89,227.74,1.43,0.7,2.22,6.04,3.05,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_15_R3D_D3D_nucleus_8",85.3115183246073,102.585585585586,1.20248223921242,0.831613114431493,"pCUP-Cdc5[WT]","CuSO4"
"141","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_10_substack_frame_1",656.79,435.68,1.51,0.66,4.1,9.63,5.4,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_10",118.768535262206,106.263414634146,0.894710155341631,1.11768039518694,"pCUP-Cdc5[WT]","CuSO4"
"142","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_10_substack_frame_2",514.94,693.64,0.74,1.35,4.12,9.34,5.28,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_10",98.6475095785441,168.359223300971,1.7066748468386,0.585934691574306,"pCUP-Cdc5[WT]","CuSO4"
"143","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_11_substack_frame_1",387.31,308.44,1.26,0.8,3.5,8.07,4.52,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_11",84.7505470459519,88.1257142857143,1.03982472511868,0.961700540334689,"pCUP-Cdc5[WT]","CuSO4"
"144","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_11_substack_frame_2",339.32,405.21,0.84,1.19,3.17,7.65,4.22,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_11",75.7410714285714,127.826498422713,1.68767745176752,0.592530284120756,"pCUP-Cdc5[WT]","CuSO4"
"145","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_12_substack_frame_1",555.94,360.81,1.54,0.65,3.59,8.35,4.69,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_12",116.794117647059,100.504178272981,0.860524316615799,1.16208221045132,"pCUP-Cdc5[WT]","CuSO4"
"146","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_12_substack_frame_2",448.33,445.09,1.01,0.99,3.51,8.42,4.66,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_12",91.3095723014257,126.806267806268,1.38875108720981,0.720071443478856,"pCUP-Cdc5[WT]","CuSO4"
"147","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_13_substack_frame_1",550.75,375.43,1.47,0.68,3.98,8.83,5.08,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_13",113.556701030928,94.3291457286432,0.830678813951738,1.20383472312573,"pCUP-Cdc5[WT]","CuSO4"
"148","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_13_substack_frame_2",433.41,338.16,1.28,0.78,2.59,6.79,3.51,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_13",103.192857142857,130.563706563707,1.26523976735093,0.790364028862077,"pCUP-Cdc5[WT]","CuSO4"
"149","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_14_substack_frame_1",575.79,334.26,1.72,0.58,3.43,8.18,4.5,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_14",121.218947368421,97.4518950437318,0.803932859997093,1.24388496820943,"pCUP-Cdc5[WT]","CuSO4"
"150","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_14_substack_frame_2",378.46,542.77,0.7,1.43,4.17,9.21,5.33,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_14",75.0912698412698,130.16067146283,1.73336623202627,0.576912127122161,"pCUP-Cdc5[WT]","CuSO4"
"151","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_15_substack_frame_1",478.71,298.23,1.61,0.62,2.37,6.28,3.24,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_15",122.432225063939,125.835443037975,1.02779675017961,0.972955012579333,"pCUP-Cdc5[WT]","CuSO4"
"152","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_15_substack_frame_2",388.34,332.04,1.17,0.86,2.56,6.48,3.4,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_15",99.0663265306122,129.703125,1.3092554205078,0.763792904223489,"pCUP-Cdc5[WT]","CuSO4"
"153","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_16_substack_frame_1",526.54,314.93,1.67,0.6,3.7,8.64,4.82,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_16",106.587044534413,85.1162162162162,0.79856061858189,1.25225308728075,"pCUP-Cdc5[WT]","CuSO4"
"154","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_16_substack_frame_2",436,445.34,0.98,1.02,2.87,7.25,3.82,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_16",99.5433789954338,155.170731707317,1.55882524054598,0.641508729772522,"pCUP-Cdc5[WT]","CuSO4"
"155","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_17_substack_frame_1",433.65,261.65,1.66,0.6,2.53,6.54,3.39,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_17",108.142144638404,103.418972332016,0.956324406898151,1.04567026919611,"pCUP-Cdc5[WT]","CuSO4"
"156","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_17_substack_frame_2",362.15,217.04,1.67,0.6,2.13,5.96,2.97,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_17",94.556135770235,101.896713615023,1.07763195677355,0.927960602610581,"pCUP-Cdc5[WT]","CuSO4"
"157","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_18_substack_frame_1",364.09,244.25,1.49,0.67,2.48,6.49,3.35,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_18",90.7955112219451,98.4879032258064,1.08472216192558,0.92189505764759,"pCUP-Cdc5[WT]","CuSO4"
"158","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_18_substack_frame_2",287.64,317.7,0.91,1.1,2.58,6.59,3.49,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_18",71.7306733167082,123.139534883721,1.71669286220178,0.582515382930775,"pCUP-Cdc5[WT]","CuSO4"
"159","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_19_substack_frame_1",600.7,332.76,1.81,0.55,3.85,8.6,4.92,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_19",126.463157894737,86.4311688311688,0.683449395618532,1.4631661194096,"pCUP-Cdc5[WT]","CuSO4"
"160","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_19_substack_frame_2",376.04,437.68,0.86,1.16,3.51,8.17,4.55,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_19",80.6952789699571,124.695156695157,1.54525962716581,0.647140443210906,"pCUP-Cdc5[WT]","CuSO4"
"161","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_1_substack_frame_1",671,391.74,1.71,0.58,3.78,8.81,4.91,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_1",133.399602385686,103.634920634921,0.776875783597095,1.28720706850945,"pCUP-Cdc5[WT]","CuSO4"
"162","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_1_substack_frame_2",423.6,525.15,0.81,1.24,3.24,7.44,4.2,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_1",100.857142857143,162.083333333333,1.60705854579792,0.622254865956666,"pCUP-Cdc5[WT]","CuSO4"
"163","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_2_substack_frame_1",568.01,435.17,1.31,0.77,4.21,9.3,5.46,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_2",111.593320235756,103.365795724466,0.926272249146194,1.07959619962896,"pCUP-Cdc5[WT]","CuSO4"
"164","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_2_substack_frame_2",490.3,476.65,1.03,0.97,3.26,7.74,4.27,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_2",109.441964285714,146.211656441718,1.33597434399122,0.748517368239649,"pCUP-Cdc5[WT]","CuSO4"
"165","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_3_substack_frame_1",496.4,323.54,1.53,0.65,3.32,7.99,4.36,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_3",106.295503211991,97.4518072289157,0.916800845606439,1.09074943025225,"pCUP-Cdc5[WT]","CuSO4"
"166","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_3_substack_frame_2",341.29,267.47,1.28,0.78,2.24,6.53,3.23,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_3",79.5547785547786,119.40625,1.50093120952855,0.666253052539365,"pCUP-Cdc5[WT]","CuSO4"
"167","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_4_substack_frame_1",466.23,284.32,1.64,0.61,3.61,8.28,4.71,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_4",99.8351177730193,78.7590027700831,0.788890768368162,1.26760261381753,"pCUP-Cdc5[WT]","CuSO4"
"168","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_4_substack_frame_2",364.7,380.21,0.96,1.04,3.65,8.31,4.7,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_4",78.2618025751073,104.167123287671,1.33100848511255,0.751310011307282,"pCUP-Cdc5[WT]","CuSO4"
"169","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_6_substack_frame_1",416.43,233.7,1.78,0.56,2.44,6.35,3.31,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_6",106.503836317136,95.7786885245902,0.899298014386926,1.11197843651609,"pCUP-Cdc5[WT]","CuSO4"
"170","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_6_substack_frame_2",330.86,349.98,0.95,1.06,2.34,6.54,3.29,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_6",78.7761904761905,149.564102564103,1.89859526920519,0.526705199480787,"pCUP-Cdc5[WT]","CuSO4"
"171","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_8_substack_frame_1",561.97,273.2,2.06,0.49,2.96,7.25,3.94,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_8",130.995337995338,92.2972972972973,0.704584595984493,1.41927598999341,"pCUP-Cdc5[WT]","CuSO4"
"172","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_8_substack_frame_2",364.06,316.57,1.15,0.87,2.41,6.42,3.3,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_8",90.788029925187,131.356846473029,1.44685204185257,0.691155675268348,"pCUP-Cdc5[WT]","CuSO4"
"173","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_9_substack_frame_1",505.16,236.96,2.13,0.47,1.92,5.47,2.7,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_9",142.298591549296,123.416666666667,0.867307717686805,1.15299331437647,"pCUP-Cdc5[WT]","CuSO4"
"174","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_9_substack_frame_2",376.3,351.09,1.07,0.93,1.99,5.63,2.79,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_16_R3D_D3D_nucleus_9",103.379120879121,176.427135678392,1.70660317265306,0.585959299750635,"pCUP-Cdc5[WT]","CuSO4"
"175","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_10_substack_frame_1",624.83,322.15,1.94,0.52,3.09,7.93,4.23,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_10",129.097107438017,104.255663430421,0.807575518146114,1.23827428832367,"pCUP-Cdc5[WT]","CuSO4"
"176","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_10_substack_frame_2",473.3,501.09,0.94,1.06,3.46,8.03,4.51,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_10",103.566739606127,144.823699421965,1.39836109520047,0.715122870217325,"pCUP-Cdc5[WT]","CuSO4"
"177","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_11_substack_frame_1",518.9,343.61,1.51,0.66,3.1,7.54,4.14,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_11",116.869369369369,110.841935483871,0.948425888511056,1.05437864161417,"pCUP-Cdc5[WT]","CuSO4"
"178","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_11_substack_frame_2",458.96,590.73,0.78,1.29,3.37,7.85,4.38,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_11",102.446428571429,175.290801186944,1.71104843410647,0.584436992002631,"pCUP-Cdc5[WT]","CuSO4"
"179","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_12_substack_frame_1",625.18,397.92,1.57,0.64,3.58,8.21,4.63,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_12",135.02807775378,111.150837988827,0.823168335340651,1.21481835132321,"pCUP-Cdc5[WT]","CuSO4"
"180","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_12_substack_frame_2",452.83,594.74,0.76,1.31,4.86,10.27,6.13,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_12",83.7024029574861,122.374485596708,1.46201878647216,0.683985738933623,"pCUP-Cdc5[WT]","CuSO4"
"181","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_13_substack_frame_1",532.95,269.86,1.97,0.51,2.47,6.39,3.35,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_13",135.956632653061,109.255060728745,0.803602285498977,1.24439665994613,"pCUP-Cdc5[WT]","CuSO4"
"182","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_13_substack_frame_2",328.63,325.89,1.01,0.99,2.41,6.33,3.25,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_13",83.8341836734694,135.224066390041,1.6129943713263,0.619964965641969,"pCUP-Cdc5[WT]","CuSO4"
"183","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_14_substack_frame_1",473.62,317.97,1.49,0.67,3.87,8.81,5.01,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_14",95.8744939271255,82.1627906976744,0.856982783764435,1.16688458501738,"pCUP-Cdc5[WT]","CuSO4"
"184","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_14_substack_frame_2",508.4,651.52,0.78,1.28,4.22,9.26,5.39,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_14",100.873015873016,154.388625592417,1.53052453380366,0.653370774472199,"pCUP-Cdc5[WT]","CuSO4"
"185","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_15_substack_frame_1",584.01,391.57,1.49,0.67,4.54,9.72,5.7,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_15",112.743243243243,86.2488986784141,0.765002816996601,1.30718472897394,"pCUP-Cdc5[WT]","CuSO4"
"186","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_15_substack_frame_2",415.28,416.84,1,1,3.18,7.66,4.19,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_15",92.6964285714286,131.081761006289,1.41409720985402,0.707164962232854,"pCUP-Cdc5[WT]","CuSO4"
"187","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_1_substack_frame_1",525.99,316.65,1.66,0.6,3.74,8.59,4.87,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_1",108.451546391753,84.6657754010695,0.780678360225835,1.2809372603984,"pCUP-Cdc5[WT]","CuSO4"
"188","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_1_substack_frame_2",394.27,515.19,0.77,1.31,4.05,9.27,5.26,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_1",75.5306513409962,127.207407407407,1.68418258215605,0.593759851571332,"pCUP-Cdc5[WT]","CuSO4"
"189","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_3_substack_frame_1",444.82,228.92,1.94,0.51,2.96,7.32,3.99,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_3",102.022935779817,77.3378378378378,0.758043642311436,1.31918526082586,"pCUP-Cdc5[WT]","CuSO4"
"190","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_3_substack_frame_2",295.69,438.49,0.67,1.48,4.48,9.89,5.69,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_3",54.6561922365989,97.8772321428571,1.79078029657025,0.558415793336138,"pCUP-Cdc5[WT]","CuSO4"
"191","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_4_substack_frame_1",596.52,316.73,1.88,0.53,3.31,7.87,4.34,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_4",130.815789473684,95.6888217522659,0.731477615487046,1.36709583291098,"pCUP-Cdc5[WT]","CuSO4"
"192","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_4_substack_frame_2",447.63,452.83,0.99,1.01,3.18,7.44,4.12,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_4",105.077464788732,142.399371069182,1.35518468546504,0.737906803940042,"pCUP-Cdc5[WT]","CuSO4"
"193","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_5_substack_frame_1",504.81,316.92,1.59,0.63,3.45,8.3,4.58,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_5",104.084536082474,91.8608695652174,0.882560205604692,1.1330671762102,"pCUP-Cdc5[WT]","CuSO4"
"194","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_5_substack_frame_2",367.47,453.06,0.81,1.23,3.1,7.3,4.01,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_5",87.4928571428572,146.148387096774,1.67040364058685,0.598657699074862,"pCUP-Cdc5[WT]","CuSO4"
"195","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_7_substack_frame_1",516.27,349.99,1.48,0.68,3.22,7.51,4.16,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_7",120.342657342657,108.692546583851,0.903192176273501,1.10718408138334,"pCUP-Cdc5[WT]","CuSO4"
"196","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_7_substack_frame_2",410.32,369.29,1.11,0.9,3.08,7.71,4.1,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_7",88.622030237581,119.899350649351,1.35292940511429,0.73913686569295,"pCUP-Cdc5[WT]","CuSO4"
"197","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_8_substack_frame_1",578.03,348.64,1.66,0.6,3.74,9.04,4.93,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_8",109.062264150943,93.2192513368984,0.854734238855356,1.16995430221583,"pCUP-Cdc5[WT]","CuSO4"
"198","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_8_substack_frame_2",460,563.39,0.82,1.22,3.68,8.25,4.71,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_8",100.656455142232,153.095108695652,1.52096662334594,0.657476623517304,"pCUP-Cdc5[WT]","CuSO4"
"199","210501_29071_CuSO4_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_9_substack_frame_1",534.87,309.38,1.73,0.58,3.72,8.2,4.73,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_17_R3D_D3D_nucleus_9",119.390625,83.1666666666667,0.696592941587052,1.43555861723447,"pCUP-Cdc5[WT]","CuSO4"
