,Image,NE1_int,NE2_int,Nuc_int,Nuc_Ratio
0,210209_Nup2GFP_HighTimeResolution_01_21_R3D_D3D_nucleus_1_substack_frame_1_middleslice_ROI_1_raw_profile.csv,428.721,623.123,147.0,0.27950912873011585
1,210209_Nup2GFP_HighTimeResolution_01_21_R3D_D3D_nucleus_1_substack_frame_2_middleslice_ROI_1_raw_profile.csv,261.745,483.184,220.129,0.5910066596950849
2,210209_Nup2GFP_HighTimeResolution_01_21_R3D_D3D_nucleus_1_substack_frame_3_middleslice_ROI_1_raw_profile.csv,657.957,305.055,148.0,0.307368963211258
3,210209_Nup2GFP_HighTimeResolution_01_21_R3D_D3D_nucleus_2_substack_frame_1_middleslice_ROI_1_raw_profile.csv,460.823,479.778,160.0,0.34020801593874556
4,210209_Nup2GFP_HighTimeResolution_01_21_R3D_D3D_nucleus_2_substack_frame_2_middleslice_ROI_1_raw_profile.csv,279.568,280.111,256.54285714285714,0.9167499839831659
5,210209_Nup2GFP_HighTimeResolution_01_21_R3D_D3D_nucleus_2_substack_frame_3_middleslice_ROI_1_raw_profile.csv,327.702,555.419,172.0,0.38952759587870744
6,210209_Nup2GFP_HighTimeResolution_01_21_R3D_D3D_nucleus_4_substack_frame_1_middleslice_ROI_1_raw_profile.csv,418.976,427.55,124.0,0.2929620590507557
7,210209_Nup2GFP_HighTimeResolution_01_21_R3D_D3D_nucleus_4_substack_frame_2_middleslice_ROI_1_raw_profile.csv,213.651,270.6,198.69075,0.820610592440697
8,210209_Nup2GFP_HighTimeResolution_01_21_R3D_D3D_nucleus_4_substack_frame_3_middleslice_ROI_1_raw_profile.csv,390.141,198.039,123.0,0.41823931449556256
9,210209_Nup2GFP_HighTimeResolution_01_21_R3D_D3D_nucleus_5_substack_frame_1_middleslice_ROI_1_raw_profile.csv,418.649,281.054,130.79327272727275,0.37385368571314614
10,210209_Nup2GFP_HighTimeResolution_01_21_R3D_D3D_nucleus_5_substack_frame_2_middleslice_ROI_1_raw_profile.csv,418.107,469.69,232.0,0.5226420003672011
11,210209_Nup2GFP_HighTimeResolution_01_21_R3D_D3D_nucleus_5_substack_frame_3_middleslice_ROI_1_raw_profile.csv,297.338,340.951,166.0,0.5201405632871631
12,210209_Nup2GFP_HighTimeResolution_01_21_R3D_D3D_nucleus_6_substack_frame_1_middleslice_ROI_1_raw_profile.csv,372.164,519.57,134.0,0.30053805282741264
13,210209_Nup2GFP_HighTimeResolution_01_21_R3D_D3D_nucleus_6_substack_frame_2_middleslice_ROI_1_raw_profile.csv,296.249,409.58,188.0,0.5327069304321586
14,210209_Nup2GFP_HighTimeResolution_01_21_R3D_D3D_nucleus_6_substack_frame_3_middleslice_ROI_1_raw_profile.csv,351.694,369.799,180.0,0.49896533992706793
15,210209_Nup2GFP_HighTimeResolution_01_22_R3D_D3D_nucleus_1_substack_frame_1_middleslice_ROI_1_raw_profile.csv,606.945,442.822,163.0,0.31054510191309115
16,210209_Nup2GFP_HighTimeResolution_01_22_R3D_D3D_nucleus_1_substack_frame_2_middleslice_ROI_1_raw_profile.csv,492.711,481.508,277.0,0.5686606399587772
17,210209_Nup2GFP_HighTimeResolution_01_22_R3D_D3D_nucleus_1_substack_frame_3_middleslice_ROI_1_raw_profile.csv,365.15,372.978,186.0,0.5039776298961698
18,210209_Nup2GFP_HighTimeResolution_01_22_R3D_D3D_nucleus_2_substack_frame_1_middleslice_ROI_1_raw_profile.csv,700.548,862.966,146.0,0.1867588010084975
19,210209_Nup2GFP_HighTimeResolution_01_22_R3D_D3D_nucleus_2_substack_frame_2_middleslice_ROI_1_raw_profile.csv,575.997,369.572,238.0,0.5034005979468448
20,210209_Nup2GFP_HighTimeResolution_01_22_R3D_D3D_nucleus_2_substack_frame_3_middleslice_ROI_1_raw_profile.csv,528.651,541.123,120.0,0.22434645074567153
21,210209_Nup2GFP_HighTimeResolution_01_22_R3D_D3D_nucleus_3_substack_frame_1_middleslice_ROI_1_raw_profile.csv,454.513,351.834,106.0,0.26291410521772884
22,210209_Nup2GFP_HighTimeResolution_01_22_R3D_D3D_nucleus_3_substack_frame_2_middleslice_ROI_1_raw_profile.csv,159.487,253.33100000000002,196.37355555555555,0.9513807806614807
23,210209_Nup2GFP_HighTimeResolution_01_22_R3D_D3D_nucleus_3_substack_frame_3_middleslice_ROI_1_raw_profile.csv,287.596,318.2,183.0,0.6041637779054334
24,210209_Nup2GFP_HighTimeResolution_01_22_R3D_D3D_nucleus_4_substack_frame_1_middleslice_ROI_1_raw_profile.csv,522.095,367.908,167.60716666666664,0.3766440487653786
25,210209_Nup2GFP_HighTimeResolution_01_22_R3D_D3D_nucleus_4_substack_frame_2_middleslice_ROI_1_raw_profile.csv,319.838,209.976,188.29500000000002,0.7107966191908858
26,210209_Nup2GFP_HighTimeResolution_01_22_R3D_D3D_nucleus_4_substack_frame_3_middleslice_ROI_1_raw_profile.csv,433.477,364.314,154.0,0.38606602481100943
27,210209_Nup2GFP_HighTimeResolution_01_22_R3D_D3D_nucleus_5_substack_frame_1_middleslice_ROI_1_raw_profile.csv,502.765,593.767,195.0,0.35566677488664256
28,210209_Nup2GFP_HighTimeResolution_01_22_R3D_D3D_nucleus_5_substack_frame_2_middleslice_ROI_1_raw_profile.csv,391.087,362.31,324.10633333333334,0.8603865779485009
29,210209_Nup2GFP_HighTimeResolution_01_22_R3D_D3D_nucleus_5_substack_frame_3_middleslice_ROI_1_raw_profile.csv,455.739,556.12,174.0,0.34392143569410366
30,210209_Nup2GFP_HighTimeResolution_01_22_R3D_D3D_nucleus_6_substack_frame_1_middleslice_ROI_1_raw_profile.csv,665.71,349.355,157.0,0.30933979597365685
31,210209_Nup2GFP_HighTimeResolution_01_22_R3D_D3D_nucleus_6_substack_frame_2_middleslice_ROI_1_raw_profile.csv,359.307,222.32,251.89049999999995,0.8661582079236347
32,210209_Nup2GFP_HighTimeResolution_01_22_R3D_D3D_nucleus_6_substack_frame_3_middleslice_ROI_1_raw_profile.csv,430.886,285.278,160.0,0.44682502890399406
33,210209_Nup2GFP_HighTimeResolution_01_22_R3D_D3D_nucleus_7_substack_frame_1_middleslice_ROI_1_raw_profile.csv,336.598,468.345,176.0,0.43729804470627115
34,210209_Nup2GFP_HighTimeResolution_01_22_R3D_D3D_nucleus_7_substack_frame_2_middleslice_ROI_1_raw_profile.csv,382.052,313.091,259.9136,0.7477989420881745
35,210209_Nup2GFP_HighTimeResolution_01_22_R3D_D3D_nucleus_7_substack_frame_3_middleslice_ROI_1_raw_profile.csv,409.501,501.641,179.0,0.39291350854202745
36,210209_Nup2GFP_HighTimeResolution_01_23_R3D_D3D_nucleus_1_substack_frame_1_middleslice_ROI_1_raw_profile.csv,408.048,445.29,124.0,0.290623410653223
37,210209_Nup2GFP_HighTimeResolution_01_23_R3D_D3D_nucleus_1_substack_frame_2_middleslice_ROI_1_raw_profile.csv,309.198,239.799,174.0,0.6338832452636354
38,210209_Nup2GFP_HighTimeResolution_01_23_R3D_D3D_nucleus_1_substack_frame_3_middleslice_ROI_1_raw_profile.csv,386.709,298.54,138.0,0.4027732984652294
39,210209_Nup2GFP_HighTimeResolution_01_23_R3D_D3D_nucleus_2_substack_frame_1_middleslice_ROI_1_raw_profile.csv,471.309,416.676,138.0,0.31081606108211285
40,210209_Nup2GFP_HighTimeResolution_01_23_R3D_D3D_nucleus_2_substack_frame_2_middleslice_ROI_1_raw_profile.csv,236.477,235.308,245.50022222222222,1.0407292398962333
41,210209_Nup2GFP_HighTimeResolution_01_23_R3D_D3D_nucleus_2_substack_frame_3_middleslice_ROI_1_raw_profile.csv,355.46,435.097,105.0,0.26563549497379696
42,210209_Nup2GFP_HighTimeResolution_01_23_R3D_D3D_nucleus_3_substack_frame_1_middleslice_ROI_1_raw_profile.csv,520.521,520.59,117.0,0.224759895918879
43,210209_Nup2GFP_HighTimeResolution_01_23_R3D_D3D_nucleus_3_substack_frame_2_middleslice_ROI_1_raw_profile.csv,499.988,368.157,213.0,0.4907014381238157
44,210209_Nup2GFP_HighTimeResolution_01_23_R3D_D3D_nucleus_3_substack_frame_3_middleslice_ROI_1_raw_profile.csv,308.73,482.436,168.0,0.4246896352977757
45,210209_Nup2GFP_HighTimeResolution_01_23_R3D_D3D_nucleus_4_substack_frame_1_middleslice_ROI_1_raw_profile.csv,500.722,307.919,145.0,0.3586263867402222
46,210209_Nup2GFP_HighTimeResolution_01_23_R3D_D3D_nucleus_4_substack_frame_2_middleslice_ROI_1_raw_profile.csv,248.818,270.827,184.0,0.7081757738456061
47,210209_Nup2GFP_HighTimeResolution_01_23_R3D_D3D_nucleus_4_substack_frame_3_middleslice_ROI_1_raw_profile.csv,414.662,331.573,113.0,0.3028536587000074
48,210209_Nup2GFP_HighTimeResolution_01_23_R3D_D3D_nucleus_5_substack_frame_1_middleslice_ROI_1_raw_profile.csv,422.792,669.073,129.0,0.23629294830404857
49,210209_Nup2GFP_HighTimeResolution_01_23_R3D_D3D_nucleus_5_substack_frame_2_middleslice_ROI_1_raw_profile.csv,349.116,334.628,228.0,0.6669162727570553
50,210209_Nup2GFP_HighTimeResolution_01_23_R3D_D3D_nucleus_5_substack_frame_3_middleslice_ROI_1_raw_profile.csv,418.27,405.776,177.0,0.42958766864956566
