,Image,NE1_int,NE2_int,Nuc_int,Nuc_Ratio
0,220608_VariousMitosisMovies2_01_31_R3D_D3D_nucleus_2_substack_frame_1_middleslice_ROI_1_raw_profile.csv,309.812,296.538,107.0,0.35293147522058216
1,220608_VariousMitosisMovies2_01_31_R3D_D3D_nucleus_2_substack_frame_2_middleslice_ROI_1_raw_profile.csv,357.094,345.172,105.0,0.29903199072716036
2,220608_VariousMitosisMovies2_01_31_R3D_D3D_nucleus_2_substack_frame_3_middleslice_ROI_1_raw_profile.csv,255.41699999999997,311.518,83.0,0.29280252586275324
3,220608_VariousMitosisMovies2_01_32_R3D_D3D_nucleus_1_substack_frame_1_middleslice_ROI_1_raw_profile.csv,355.816,403.698,102.0,0.2685928106657679
4,220608_VariousMitosisMovies2_01_32_R3D_D3D_nucleus_1_substack_frame_2_middleslice_ROI_1_raw_profile.csv,295.142,270.075,139.0,0.49184649435526534
5,220608_VariousMitosisMovies2_01_32_R3D_D3D_nucleus_1_substack_frame_3_middleslice_ROI_1_raw_profile.csv,361.054,353.244,97.0,0.27159532856034874
6,220608_VariousMitosisMovies2_01_32_R3D_D3D_nucleus_2_substack_frame_1_middleslice_ROI_1_raw_profile.csv,426.966,409.395,114.0,0.2726095549649015
7,220608_VariousMitosisMovies2_01_32_R3D_D3D_nucleus_2_substack_frame_2_middleslice_ROI_1_raw_profile.csv,346.936,311.672,116.0,0.35225809586278944
8,220608_VariousMitosisMovies2_01_32_R3D_D3D_nucleus_2_substack_frame_3_middleslice_ROI_1_raw_profile.csv,339.655,331.255,114.0,0.3398369378903281
9,220608_VariousMitosisMovies2_01_32_R3D_D3D_nucleus_3_substack_frame_1_middleslice_ROI_1_raw_profile.csv,290.46,403.34,108.0,0.3113289132314788
10,220608_VariousMitosisMovies2_01_32_R3D_D3D_nucleus_3_substack_frame_2_middleslice_ROI_1_raw_profile.csv,228.702,349.243,117.0,0.4048828175691459
11,220608_VariousMitosisMovies2_01_32_R3D_D3D_nucleus_3_substack_frame_3_middleslice_ROI_1_raw_profile.csv,408.043,228.182,116.0,0.36465087036818733
12,220608_VariousMitosisMovies2_01_32_R3D_D3D_nucleus_4_substack_frame_1_middleslice_ROI_1_raw_profile.csv,310.263,368.934,108.0,0.3180226061069174
13,220608_VariousMitosisMovies2_01_32_R3D_D3D_nucleus_4_substack_frame_2_middleslice_ROI_1_raw_profile.csv,363.862,280.092,88.0,0.2733114477121037
14,220608_VariousMitosisMovies2_01_32_R3D_D3D_nucleus_4_substack_frame_3_middleslice_ROI_1_raw_profile.csv,360.91,232.618,85.0,0.2864228814815813
15,220608_VariousMitosisMovies2_01_33_R3D_D3D_nucleus_1_substack_frame_1_middleslice_ROI_1_raw_profile.csv,387.514,366.472,94.0,0.24934149970954367
16,220608_VariousMitosisMovies2_01_33_R3D_D3D_nucleus_1_substack_frame_2_middleslice_ROI_1_raw_profile.csv,283.016,259.795,94.0,0.34634522881813373
17,220608_VariousMitosisMovies2_01_33_R3D_D3D_nucleus_1_substack_frame_3_middleslice_ROI_1_raw_profile.csv,281.015,245.573,102.0,0.38739963690779133
18,220608_VariousMitosisMovies2_01_33_R3D_D3D_nucleus_2_substack_frame_1_middleslice_ROI_1_raw_profile.csv,438.884,620.233,130.0,0.24548751459942575
19,220608_VariousMitosisMovies2_01_33_R3D_D3D_nucleus_2_substack_frame_2_middleslice_ROI_1_raw_profile.csv,403.643,297.778,133.0,0.3792301627695777
