,Image,NE1_int,NE2_int,Nuc_int,Nuc_Ratio
0,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_1_substack_frame_1_middleslice_ROI_1_raw_profile.csv,253.36399999999998,283.021,75.0,0.2796498783523029
1,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_1_substack_frame_2_middleslice_ROI_1_raw_profile.csv,216.071,176.595,124.0,0.6315800196604748
2,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_1_substack_frame_3_middleslice_ROI_1_raw_profile.csv,238.977,224.498,76.0,0.3279572792491504
3,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_2_substack_frame_1_middleslice_ROI_1_raw_profile.csv,307.967,254.01799999999997,93.0,0.3309696878030553
4,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_2_substack_frame_2_middleslice_ROI_1_raw_profile.csv,139.064,156.368,96.942875,0.6562787714262504
5,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_2_substack_frame_3_middleslice_ROI_1_raw_profile.csv,308.105,306.025,112.0,0.36474362105743086
6,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_3_substack_frame_1_middleslice_ROI_1_raw_profile.csv,292.522,358.835,76.0,0.2333589721151381
7,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_3_substack_frame_2_middleslice_ROI_1_raw_profile.csv,150.821,186.916,122.62116666666667,0.7261340431558679
8,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_3_substack_frame_3_middleslice_ROI_1_raw_profile.csv,303.714,257.19,96.0,0.34230456548714217
9,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_4_substack_frame_1_middleslice_ROI_1_raw_profile.csv,211.823,234.161,69.0,0.3094281409198536
10,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_4_substack_frame_2_middleslice_ROI_1_raw_profile.csv,207.808,192.916,139.0,0.6937443227757759
11,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_4_substack_frame_3_middleslice_ROI_1_raw_profile.csv,176.65,193.232,83.0,0.44879177683693716
12,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_5_substack_frame_1_middleslice_ROI_1_raw_profile.csv,291.073,409.487,76.0,0.21696928171748317
13,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_5_substack_frame_2_middleslice_ROI_1_raw_profile.csv,198.968,185.978,120.0,0.6234640702851828
14,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_5_substack_frame_3_middleslice_ROI_1_raw_profile.csv,286.98,347.298,86.0,0.27117446923904026
15,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_6_substack_frame_1_middleslice_ROI_1_raw_profile.csv,319.239,298.676,80.0,0.25893529045257035
16,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_6_substack_frame_2_middleslice_ROI_1_raw_profile.csv,231.917,204.957,121.0,0.553935459651982
17,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_6_substack_frame_3_middleslice_ROI_1_raw_profile.csv,217.664,221.799,86.0,0.39138676066016936
18,201211_HighTimeResolution_Nup60GFP_01_22_R3D_D3D_nucleus_1_substack_frame_1_middleslice_ROI_1_raw_profile.csv,264.142,307.473,78.0,0.272910962798387
19,201211_HighTimeResolution_Nup60GFP_01_22_R3D_D3D_nucleus_1_substack_frame_2_middleslice_ROI_1_raw_profile.csv,186.99,172.356,124.0,0.6901426480328151
20,201211_HighTimeResolution_Nup60GFP_01_22_R3D_D3D_nucleus_1_substack_frame_3_middleslice_ROI_1_raw_profile.csv,269.644,220.646,66.0,0.2692284158355259
21,201211_HighTimeResolution_Nup60GFP_01_22_R3D_D3D_nucleus_2_substack_frame_1_middleslice_ROI_1_raw_profile.csv,285.646,232.429,70.0,0.27023114413936206
22,201211_HighTimeResolution_Nup60GFP_01_22_R3D_D3D_nucleus_2_substack_frame_2_middleslice_ROI_1_raw_profile.csv,173.87,132.726,146.12283333333335,0.9531946492017727
23,201211_HighTimeResolution_Nup60GFP_01_22_R3D_D3D_nucleus_2_substack_frame_3_middleslice_ROI_1_raw_profile.csv,222.996,275.325,101.0,0.4053612029194033
