 ,Image,Nuclear.Envelope,Nucleoplasm,NE.Nuc.Ratio,Nuc.NE.Ratio,Nucleoplasmic.Area,WholeNuc.Area,Nuc.Area,BAD
1,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_21_R3D_D3D_nucleus_10_substack_frame_1_middleslice,603.2,183.17,3.29,0.3,2.11,6.03,2.98,
2,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_21_R3D_D3D_nucleus_10_substack_frame_2_middleslice,871.07,548.07,1.59,0.63,4.48,11.57,6.11,
3,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_21_R3D_D3D_nucleus_10_substack_frame_3_middleslice,457.98,157.71,2.9,0.34,2.09,6.1,2.98,
4,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_21_R3D_D3D_nucleus_11_substack_frame_1_middleslice,730.05,217.84,3.35,0.3,2.41,6.73,3.42,
5,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_21_R3D_D3D_nucleus_11_substack_frame_2_middleslice,885.42,573.44,1.54,0.65,4.83,10.98,6.3,
6,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_21_R3D_D3D_nucleus_11_substack_frame_3_middleslice,512.66,203.61,2.52,0.4,1.73,5.27,2.52,
7,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_21_R3D_D3D_nucleus_12_substack_frame_1_middleslice,793.09,265.75,2.98,0.34,3.49,8.52,4.65,
8,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_21_R3D_D3D_nucleus_12_substack_frame_2_middleslice,1023.96,632.39,1.62,0.62,5.41,13.9,7.4,
9,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_21_R3D_D3D_nucleus_12_substack_frame_3_middleslice,557.96,236.86,2.36,0.42,2.33,6.53,3.25,
10,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_21_R3D_D3D_nucleus_13_substack_frame_1_middleslice,645.42,226.57,2.85,0.35,2.95,7.33,3.92,
11,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_21_R3D_D3D_nucleus_13_substack_frame_2_middleslice,426.69,258.46,1.65,0.61,2.49,6.41,3.37,
12,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_21_R3D_D3D_nucleus_13_substack_frame_3_middleslice,404.29,152.73,2.65,0.38,1.69,5.14,2.42,
13,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_21_R3D_D3D_nucleus_14_substack_frame_1_middleslice,866.46,266.53,3.25,0.31,3.26,8.02,4.37,
14,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_21_R3D_D3D_nucleus_14_substack_frame_2_middleslice,1026.1,755.98,1.36,0.74,5.85,13.41,7.62,
15,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_21_R3D_D3D_nucleus_14_substack_frame_3_middleslice,540.81,251.69,2.15,0.47,2.39,6.49,3.32,
16,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_21_R3D_D3D_nucleus_15_substack_frame_1_middleslice,1004.62,273,3.68,0.27,3.18,7.38,4.12,
17,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_21_R3D_D3D_nucleus_15_substack_frame_2_middleslice,1044.44,486.49,2.15,0.47,3.92,8.95,5.04,
18,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_21_R3D_D3D_nucleus_15_substack_frame_3_middleslice,625.71,243.52,2.57,0.39,2.27,6,3.1,
19,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_21_R3D_D3D_nucleus_16_substack_frame_1_middleslice,755.42,314.9,2.4,0.42,2.9,7.19,3.86,
20,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_21_R3D_D3D_nucleus_16_substack_frame_2_middleslice,1027.6,637.7,1.61,0.62,4.84,13.14,6.79,
21,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_21_R3D_D3D_nucleus_16_substack_frame_3_middleslice,637.24,209.73,3.04,0.33,1.98,5.9,2.84,
