 ,Image,Nuclear.Envelope,Nucleoplasm,NE.Nuc.Ratio,Nuc.NE.Ratio,Nucleoplasmic.Area,WholeNuc.Area,Nuc.Area,BAD
1,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_11_R3D_D3D_nucleus_10_substack_frame_1_middleslice,839.68,217.06,3.87,0.26,2.36,6.37,3.23,
2,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_11_R3D_D3D_nucleus_10_substack_frame_2_middleslice,834.84,716.32,1.17,0.86,4.91,12.65,6.73,
3,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_11_R3D_D3D_nucleus_10_substack_frame_3_middleslice,470.89,229.17,2.05,0.49,2.01,5.64,2.8,
4,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_11_R3D_D3D_nucleus_11_substack_frame_1_middleslice,672.89,249.13,2.7,0.37,2.56,7,3.54,
5,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_11_R3D_D3D_nucleus_11_substack_frame_2_middleslice,642.76,528.06,1.22,0.82,4.02,9.62,5.3,
6,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_11_R3D_D3D_nucleus_11_substack_frame_3_middleslice,444.17,189.16,2.35,0.43,2.29,6.67,3.28,
7,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_11_R3D_D3D_nucleus_12_substack_frame_1_middleslice,524.99,192.5,2.73,0.37,2.97,7.26,3.91,
8,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_11_R3D_D3D_nucleus_12_substack_frame_2_middleslice,597.31,514.55,1.16,0.86,5.84,13.73,7.75,
9,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_11_R3D_D3D_nucleus_12_substack_frame_3_middleslice,291.5,104.45,2.79,0.36,1.54,4.8,2.26,
10,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_11_R3D_D3D_nucleus_13_substack_frame_1_middleslice,563.87,263.97,2.14,0.47,2.69,6.95,3.64,
11,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_11_R3D_D3D_nucleus_13_substack_frame_2_middleslice,404.09,437.56,0.92,1.08,3.56,8.22,4.63,
12,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_11_R3D_D3D_nucleus_13_substack_frame_3_middleslice,378.22,164.86,2.29,0.44,1.83,5.37,2.6,
13,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_11_R3D_D3D_nucleus_14_substack_frame_1_middleslice,739.19,273.65,2.7,0.37,2.63,6.9,3.6,
14,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_11_R3D_D3D_nucleus_14_substack_frame_2_middleslice,459.14,321.35,1.43,0.7,2.69,7.08,3.67,
15,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_11_R3D_D3D_nucleus_14_substack_frame_3_middleslice,420.08,219.93,1.91,0.52,2.19,6.2,3.09,
16,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_11_R3D_D3D_nucleus_15_substack_frame_1_middleslice,847.21,413.8,2.05,0.49,3.89,8.9,5.02,
17,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_11_R3D_D3D_nucleus_15_substack_frame_2_middleslice,594.08,623.7,0.95,1.05,4.35,10.32,5.77,
18,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_11_R3D_D3D_nucleus_15_substack_frame_3_middleslice,527.09,268.21,1.97,0.51,2.51,6.42,3.37,
19,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_11_R3D_D3D_nucleus_16_substack_frame_1_middleslice,781.06,271.82,2.87,0.35,2.74,7.37,3.81,
20,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_11_R3D_D3D_nucleus_16_substack_frame_2_middleslice,532.83,373.7,1.43,0.7,2.66,7.23,3.72,
21,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_11_R3D_D3D_nucleus_16_substack_frame_3_middleslice,435.02,149.7,2.91,0.34,1.62,5.07,2.36,
22,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_11_R3D_D3D_nucleus_17_substack_frame_1_middleslice,820.31,393.43,2.09,0.48,3.77,8.34,4.92,
23,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_11_R3D_D3D_nucleus_17_substack_frame_2_middleslice,971.28,673.73,1.44,0.69,5,13.21,6.98,
24,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_11_R3D_D3D_nucleus_17_substack_frame_3_middleslice,515.89,275.27,1.87,0.53,2.62,6.63,3.51,
25,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_11_R3D_D3D_nucleus_18_substack_frame_1_middleslice,792.76,291.31,2.72,0.37,2.97,7.54,4.05,
