 ,Image,Nuclear.Envelope,Nucleoplasm,NE.Nuc.Ratio,Nuc.NE.Ratio,Nucleoplasmic.Area,WholeNuc.Area,Nuc.Area,BAD
1,210525_pCUPCdc5_Nup60Phosphomutants_01_01_R3D_D3D_nucleus_1_substack_frame_1_middleslice,797.42,258.25,3.09,0.32,2.75,7.04,3.7,
2,210525_pCUPCdc5_Nup60Phosphomutants_01_01_R3D_D3D_nucleus_1_substack_frame_2_middleslice,447.17,419.79,1.07,0.94,3.45,7.83,4.47,
3,210525_pCUPCdc5_Nup60Phosphomutants_01_01_R3D_D3D_nucleus_2_substack_frame_1_middleslice,916.72,355.24,2.58,0.39,3.12,7.69,4.17,
4,210525_pCUPCdc5_Nup60Phosphomutants_01_01_R3D_D3D_nucleus_2_substack_frame_2_middleslice,769.49,360.16,2.14,0.47,2.86,8.03,4.07,
5,210525_pCUPCdc5_Nup60Phosphomutants_01_01_R3D_D3D_nucleus_3_substack_frame_1_middleslice,846.32,306.49,2.76,0.36,3.03,7.41,4.02,
6,210525_pCUPCdc5_Nup60Phosphomutants_01_01_R3D_D3D_nucleus_3_substack_frame_2_middleslice,587.52,494.31,1.19,0.84,3.11,7.59,4.1,
7,210525_pCUPCdc5_Nup60Phosphomutants_01_01_R3D_D3D_nucleus_4_substack_frame_1_middleslice,807.23,256.77,3.14,0.32,1.92,5.47,2.69,
8,210525_pCUPCdc5_Nup60Phosphomutants_01_01_R3D_D3D_nucleus_4_substack_frame_2_middleslice,701.47,424.37,1.65,0.6,2.53,6.73,3.47,
9,210525_pCUPCdc5_Nup60Phosphomutants_01_01_R3D_D3D_nucleus_5_substack_frame_1_middleslice,864.95,304.84,2.84,0.35,4.01,8.92,5.13,
10,210525_pCUPCdc5_Nup60Phosphomutants_01_01_R3D_D3D_nucleus_5_substack_frame_2_middleslice,773.2,477.72,1.62,0.62,3.02,7.4,3.98,
11,210525_pCUPCdc5_Nup60Phosphomutants_01_01_R3D_D3D_nucleus_6_substack_frame_1_middleslice,760.99,194.15,3.92,0.26,2.53,6.63,3.5,
12,210525_pCUPCdc5_Nup60Phosphomutants_01_01_R3D_D3D_nucleus_6_substack_frame_2_middleslice,728.21,401.37,1.81,0.55,2.7,7.25,3.73,
13,210525_pCUPCdc5_Nup60Phosphomutants_01_01_R3D_D3D_nucleus_7_substack_frame_1_middleslice,693.43,259.28,2.67,0.37,1.59,4.85,2.3,
14,210525_pCUPCdc5_Nup60Phosphomutants_01_01_R3D_D3D_nucleus_7_substack_frame_2_middleslice,717.44,274.5,2.61,0.38,1.64,5,2.34,
15,210525_pCUPCdc5_Nup60Phosphomutants_01_01_R3D_D3D_nucleus_8_substack_frame_1_middleslice,487.53,184.5,2.64,0.38,1.35,4.52,2.01,
16,210525_pCUPCdc5_Nup60Phosphomutants_01_01_R3D_D3D_nucleus_8_substack_frame_2_middleslice,570.01,192.79,2.96,0.34,1.35,4.43,2.01,
17,210525_pCUPCdc5_Nup60Phosphomutants_01_02_R3D_D3D_nucleus_10_substack_frame_1_middleslice,882.35,324.83,2.72,0.37,3.17,8.02,4.33,
18,210525_pCUPCdc5_Nup60Phosphomutants_01_02_R3D_D3D_nucleus_10_substack_frame_2_middleslice,808.23,475.25,1.7,0.59,3.26,8.11,4.34,
19,210525_pCUPCdc5_Nup60Phosphomutants_01_02_R3D_D3D_nucleus_11_substack_frame_1_middleslice,686.18,213.06,3.22,0.31,1.84,5.39,2.63,
20,210525_pCUPCdc5_Nup60Phosphomutants_01_02_R3D_D3D_nucleus_11_substack_frame_2_middleslice,479.09,305.49,1.57,0.64,2.36,6.27,3.21,
21,210525_pCUPCdc5_Nup60Phosphomutants_01_02_R3D_D3D_nucleus_12_substack_frame_1_middleslice,1202.4,493.79,2.44,0.41,4.07,9.01,5.23,
22,210525_pCUPCdc5_Nup60Phosphomutants_01_02_R3D_D3D_nucleus_12_substack_frame_2_middleslice,733.33,589.87,1.24,0.8,3.74,8.31,4.78,
23,210525_pCUPCdc5_Nup60Phosphomutants_01_02_R3D_D3D_nucleus_1_substack_frame_1_middleslice,864,281.17,3.07,0.33,2.77,6.97,3.71,
24,210525_pCUPCdc5_Nup60Phosphomutants_01_02_R3D_D3D_nucleus_1_substack_frame_2_middleslice,636.33,362.71,1.75,0.57,2.68,6.88,3.64,
25,210525_pCUPCdc5_Nup60Phosphomutants_01_02_R3D_D3D_nucleus_2_substack_frame_1_middleslice,1010.01,315.27,3.2,0.31,3.09,7.57,4.12,
26,210525_pCUPCdc5_Nup60Phosphomutants_01_02_R3D_D3D_nucleus_2_substack_frame_2_middleslice,609.69,504.82,1.21,0.83,3.5,7.97,4.49,
27,210525_pCUPCdc5_Nup60Phosphomutants_01_02_R3D_D3D_nucleus_3_substack_frame_1_middleslice,960.07,313.08,3.07,0.33,2.82,7.45,3.88,
28,210525_pCUPCdc5_Nup60Phosphomutants_01_02_R3D_D3D_nucleus_3_substack_frame_2_middleslice,896.99,587.19,1.53,0.65,3.85,8.88,5.01,
29,210525_pCUPCdc5_Nup60Phosphomutants_01_02_R3D_D3D_nucleus_4_substack_frame_1_middleslice,1284.43,530.52,2.42,0.41,3.57,8.14,4.59,
30,210525_pCUPCdc5_Nup60Phosphomutants_01_02_R3D_D3D_nucleus_4_substack_frame_2_middleslice,1076.36,646.19,1.67,0.6,3.12,7.69,4.24,
31,210525_pCUPCdc5_Nup60Phosphomutants_01_02_R3D_D3D_nucleus_5_substack_frame_1_middleslice,812.83,461.81,1.76,0.57,3.45,8.21,4.52,
32,210525_pCUPCdc5_Nup60Phosphomutants_01_02_R3D_D3D_nucleus_5_substack_frame_2_middleslice,627.14,355.66,1.76,0.57,2.49,6.79,3.45,
33,210525_pCUPCdc5_Nup60Phosphomutants_01_02_R3D_D3D_nucleus_6_substack_frame_1_middleslice,724.06,314.93,2.3,0.43,3.28,7.66,4.27,
34,210525_pCUPCdc5_Nup60Phosphomutants_01_02_R3D_D3D_nucleus_6_substack_frame_2_middleslice,534.26,408.59,1.31,0.76,3.24,7.53,4.17,
35,210525_pCUPCdc5_Nup60Phosphomutants_01_02_R3D_D3D_nucleus_7_substack_frame_1_middleslice,1169.96,331.16,3.53,0.28,3.59,8.63,4.83,
36,210525_pCUPCdc5_Nup60Phosphomutants_01_02_R3D_D3D_nucleus_7_substack_frame_2_middleslice,935.09,655.74,1.43,0.7,3.58,8.34,4.66,
37,210525_pCUPCdc5_Nup60Phosphomutants_01_02_R3D_D3D_nucleus_8_substack_frame_1_middleslice,589.09,199.62,2.95,0.34,2.51,6.42,3.38,
38,210525_pCUPCdc5_Nup60Phosphomutants_01_02_R3D_D3D_nucleus_8_substack_frame_2_middleslice,424.5,274.3,1.55,0.65,2.38,6.3,3.25,
39,210525_pCUPCdc5_Nup60Phosphomutants_01_02_R3D_D3D_nucleus_9_substack_frame_1_middleslice,531,193.53,2.74,0.36,1.48,4.75,2.16,
40,210525_pCUPCdc5_Nup60Phosphomutants_01_02_R3D_D3D_nucleus_9_substack_frame_2_middleslice,499.54,252.77,1.98,0.51,1.74,5.19,2.46,
41,210525_pCUPCdc5_Nup60Phosphomutants_01_03_R3D_D3D_nucleus_1_substack_frame_1_middleslice,741.78,273.98,2.71,0.37,2.33,6.25,3.18,
42,210525_pCUPCdc5_Nup60Phosphomutants_01_03_R3D_D3D_nucleus_1_substack_frame_2_middleslice,498.82,333.16,1.5,0.67,2.38,6.48,3.32,
43,210525_pCUPCdc5_Nup60Phosphomutants_01_03_R3D_D3D_nucleus_2_substack_frame_1_middleslice,566.51,212.62,2.66,0.38,2.38,6.3,3.29,
44,210525_pCUPCdc5_Nup60Phosphomutants_01_03_R3D_D3D_nucleus_2_substack_frame_2_middleslice,506.03,209.51,2.42,0.41,1.81,5.26,2.56,
45,210525_pCUPCdc5_Nup60Phosphomutants_01_03_R3D_D3D_nucleus_3_substack_frame_1_middleslice,777.86,380.25,2.05,0.49,2.73,6.83,3.64,
46,210525_pCUPCdc5_Nup60Phosphomutants_01_03_R3D_D3D_nucleus_3_substack_frame_2_middleslice,483.58,408.82,1.18,0.85,3.29,7.86,4.31,
47,210525_pCUPCdc5_Nup60Phosphomutants_01_03_R3D_D3D_nucleus_4_substack_frame_1_middleslice,896.21,391.22,2.29,0.44,3.78,8.72,4.92,
48,210525_pCUPCdc5_Nup60Phosphomutants_01_03_R3D_D3D_nucleus_4_substack_frame_2_middleslice,730.98,359.07,2.04,0.49,2.79,7.26,3.77,
49,210525_pCUPCdc5_Nup60Phosphomutants_01_03_R3D_D3D_nucleus_5_substack_frame_1_middleslice,900.34,453.47,1.99,0.5,3.91,9.04,5.05,
50,210525_pCUPCdc5_Nup60Phosphomutants_01_03_R3D_D3D_nucleus_5_substack_frame_2_middleslice,622.14,513.32,1.21,0.83,3.4,8.07,4.43,
51,210525_pCUPCdc5_Nup60Phosphomutants_01_03_R3D_D3D_nucleus_6_substack_frame_1_middleslice,713.24,203.24,3.51,0.28,1.9,5.44,2.69,
52,210525_pCUPCdc5_Nup60Phosphomutants_01_03_R3D_D3D_nucleus_6_substack_frame_2_middleslice,518.5,347.08,1.49,0.67,2.29,6.2,3.12,
53,210525_pCUPCdc5_Nup60Phosphomutants_01_03_R3D_D3D_nucleus_7_substack_frame_1_middleslice,814.28,403.48,2.02,0.5,3.51,7.89,4.52,
54,210525_pCUPCdc5_Nup60Phosphomutants_01_03_R3D_D3D_nucleus_7_substack_frame_2_middleslice,838.45,619.55,1.35,0.74,3.91,8.66,4.98,
55,210525_pCUPCdc5_Nup60Phosphomutants_01_03_R3D_D3D_nucleus_8_substack_frame_1_middleslice,801.48,460.82,1.74,0.57,3.85,8.6,4.95,
56,210525_pCUPCdc5_Nup60Phosphomutants_01_03_R3D_D3D_nucleus_8_substack_frame_2_middleslice,540.56,351.33,1.54,0.65,2.84,7.5,4.14,
57,210525_pCUPCdc5_Nup60Phosphomutants_01_04_R3D_D3D_nucleus_10_substack_frame_1_middleslice,776.84,293.58,2.65,0.38,2.7,6.9,3.64,
58,210525_pCUPCdc5_Nup60Phosphomutants_01_04_R3D_D3D_nucleus_10_substack_frame_2_middleslice,511.36,314.89,1.62,0.62,2.1,6.3,3.02,
59,210525_pCUPCdc5_Nup60Phosphomutants_01_04_R3D_D3D_nucleus_11_substack_frame_1_middleslice,830.23,474.02,1.75,0.57,4.3,9.71,5.54,
60,210525_pCUPCdc5_Nup60Phosphomutants_01_04_R3D_D3D_nucleus_11_substack_frame_2_middleslice,691.73,501.21,1.38,0.72,2.95,7.52,4.01,
61,210525_pCUPCdc5_Nup60Phosphomutants_01_04_R3D_D3D_nucleus_12_substack_frame_1_middleslice,741.52,324.52,2.29,0.44,2.86,7.24,3.81,
,210525_pCUPCdc5_Nup60Phosphomutants_01_04_R3D_D3D_nucleus_12_substack_frame_2_middleslice,0,0,0,0,0,0,0,
62,210525_pCUPCdc5_Nup60Phosphomutants_01_04_R3D_D3D_nucleus_13_substack_frame_1_middleslice,553.75,269.64,2.05,0.49,2.4,6.32,3.24,1
63,210525_pCUPCdc5_Nup60Phosphomutants_01_04_R3D_D3D_nucleus_13_substack_frame_2_middleslice,462.1,179.96,2.57,0.39,1.38,4.55,2.03,
64,210525_pCUPCdc5_Nup60Phosphomutants_01_04_R3D_D3D_nucleus_1_substack_frame_1_middleslice,873.71,299.85,2.91,0.34,3.03,7.57,4.08,
65,210525_pCUPCdc5_Nup60Phosphomutants_01_04_R3D_D3D_nucleus_1_substack_frame_2_middleslice,565.41,416.17,1.36,0.74,3.36,7.83,4.36,
66,210525_pCUPCdc5_Nup60Phosphomutants_01_04_R3D_D3D_nucleus_2_substack_frame_1_middleslice,630.03,224.66,2.8,0.36,1.74,5.19,2.48,
67,210525_pCUPCdc5_Nup60Phosphomutants_01_04_R3D_D3D_nucleus_2_substack_frame_2_middleslice,494.18,288.2,1.71,0.58,1.84,5.39,2.61,
