"","Data.Set","Image","Nuclear.Envelope","Nucleoplasm","NE.Nuc.Ratio","Nuc.NE.Ratio","Nucleoplasmic.Area","WholeNuc.Area","Nuc.Area","BAD","Time.point","Nucleus.ID","NE.mean","Nuc.mean","Norm.Nuc.NE.Ratio","Norm.NE.Nuc.Ratio","n","Sample","Subcomplex"
"818","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_10_R3D_D3D_nucleus_4_substack_frame_2_middleslice",742.05,254.78,2.91,0.34,3.39,8.43,4.52,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_10_R3D_D3D_nucleus_4",147.232142857143,75.1563421828909,0.510461511490829,1.95901155618853,3,"Nup170-GFP","Inner ring"
"819","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_10_R3D_D3D_nucleus_5_substack_frame_2_middleslice",698.51,230.04,3.04,0.33,2.24,6.9,3.32,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_10_R3D_D3D_nucleus_5",149.894849785408,102.696428571429,0.68512312943674,1.45959165153588,3,"Nup170-GFP","Inner ring"
"820","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_10_R3D_D3D_nucleus_6_substack_frame_2_middleslice",407.19,133.06,3.06,0.33,1.91,5.46,2.68,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_10_R3D_D3D_nucleus_6",114.701408450704,69.6649214659686,0.607358901751488,1.64647294559481,3,"Nup170-GFP","Inner ring"
"821","210422_13499_measurements.csv","210422_CoreNups_HighTimeResolution_01_11_R3D_D3D_nucleus_1_substack_frame_2_middleslice",641.57,227.27,2.82,0.35,2.12,6.41,3.09,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_11_R3D_D3D_nucleus_1",149.550116550117,107.202830188679,0.716835484061652,1.39502022742222,3,"Nup120-GFP","Y-complex"
"822","210422_13499_measurements.csv","210422_CoreNups_HighTimeResolution_01_11_R3D_D3D_nucleus_2_substack_frame_2_middleslice",1006.59,519.11,1.94,0.52,5.05,12.23,6.8,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_11_R3D_D3D_nucleus_2",140.193593314763,102.794059405941,0.733229365019177,1.36382972055933,3,"Nup120-GFP","Y-complex"
"823","210422_13499_measurements.csv","210422_CoreNups_HighTimeResolution_01_11_R3D_D3D_nucleus_3_substack_frame_2_middleslice",407.76,149.77,2.72,0.37,1.73,5.18,2.48,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_11_R3D_D3D_nucleus_3",118.191304347826,86.5722543352601,0.732475665726524,1.36523306751512,3,"Nup120-GFP","Y-complex"
"824","210422_13499_measurements.csv","210422_CoreNups_HighTimeResolution_01_11_R3D_D3D_nucleus_4_substack_frame_2_middleslice",775.39,401.6,1.93,0.52,3.89,10.42,5.42,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_11_R3D_D3D_nucleus_4",118.742725880551,103.239074550129,0.869434938305033,1.15017231990873,3,"Nup120-GFP","Y-complex"
"825","210422_13499_measurements.csv","210422_CoreNups_HighTimeResolution_01_12_R3D_D3D_nucleus_1_substack_frame_2_middleslice",535.36,115.25,4.65,0.22,1.59,4.94,2.33,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_12_R3D_D3D_nucleus_1",159.808955223881,72.4842767295597,0.453568303653663,2.20473959918412,3,"Nup120-GFP","Y-complex"
"826","210422_13499_measurements.csv","210422_CoreNups_HighTimeResolution_01_12_R3D_D3D_nucleus_2_substack_frame_2_middleslice",465.94,202.27,2.3,0.43,3.08,7.83,4.21,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_12_R3D_D3D_nucleus_2",98.0926315789474,65.6720779220779,0.669490428230824,1.49367333397517,3,"Nup120-GFP","Y-complex"
"827","210422_13499_measurements.csv","210422_CoreNups_HighTimeResolution_01_13_R3D_D3D_nucleus_1_substack_frame_2_middleslice",671.55,346.47,1.94,0.52,3.29,8.79,4.54,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_13_R3D_D3D_nucleus_1",122.1,105.310030395137,0.862490011426182,1.15943371720495,3,"Nup120-GFP","Y-complex"
"828","210422_13499_measurements.csv","210422_CoreNups_HighTimeResolution_01_13_R3D_D3D_nucleus_2_substack_frame_2_middleslice",730.12,367.32,1.99,0.5,4.8,10.83,6.18,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_13_R3D_D3D_nucleus_2",121.081260364842,76.525,0.632013573111269,1.58224450003061,3,"Nup120-GFP","Y-complex"
"829","210422_13499_measurements.csv","210422_CoreNups_HighTimeResolution_01_14_R3D_D3D_nucleus_1_substack_frame_2_middleslice",660.81,252.12,2.62,0.38,3.23,7.71,4.23,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_14_R3D_D3D_nucleus_1",147.502232142857,78.0557275541796,0.529183365025839,1.88970414810974,3,"Nup120-GFP","Y-complex"
"830","210422_13499_measurements.csv","210422_CoreNups_HighTimeResolution_01_14_R3D_D3D_nucleus_2_substack_frame_2_middleslice",595.78,205.6,2.9,0.35,1.99,5.63,2.81,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_14_R3D_D3D_nucleus_2",163.675824175824,103.316582914573,0.631226898870464,1.58421639158507,3,"Nup120-GFP","Y-complex"
"831","210422_13499_measurements.csv","210422_CoreNups_HighTimeResolution_01_14_R3D_D3D_nucleus_3_substack_frame_2_middleslice",655.19,253.62,2.58,0.39,2.53,7.1,3.53,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_14_R3D_D3D_nucleus_3",143.36761487965,100.245059288538,0.699216900362668,1.43017138098539,3,"Nup120-GFP","Y-complex"
"832","210422_13499_measurements.csv","210422_CoreNups_HighTimeResolution_01_15_R3D_D3D_nucleus_1_substack_frame_2_middleslice",821.07,234.61,3.5,0.29,2.34,6.73,3.37,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_15_R3D_D3D_nucleus_1",187.031890660592,100.260683760684,0.536061970001829,1.86545596584027,3,"Nup120-GFP","Y-complex"
"833","210422_13499_measurements.csv","210422_CoreNups_HighTimeResolution_01_15_R3D_D3D_nucleus_2_substack_frame_2_middleslice",732.14,253.19,2.89,0.35,2.67,6.87,3.65,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_15_R3D_D3D_nucleus_2",174.319047619048,94.8277153558052,0.54398940707294,1.83827108946979,3,"Nup120-GFP","Y-complex"
"834","210422_13499_measurements.csv","210422_CoreNups_HighTimeResolution_01_15_R3D_D3D_nucleus_3_substack_frame_2_middleslice",611.4,172.3,3.55,0.28,1.87,5.6,2.66,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_15_R3D_D3D_nucleus_3",163.914209115282,92.1390374331551,0.562117451137829,1.77898764390932,3,"Nup120-GFP","Y-complex"
"835","210422_13499_measurements.csv","210422_CoreNups_HighTimeResolution_01_16_R3D_D3D_nucleus_1_substack_frame_2_middleslice",623.55,202.44,3.08,0.32,1.89,5.81,2.73,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_16_R3D_D3D_nucleus_1",159.06887755102,107.111111111111,0.673363091260614,1.4850828817004,3,"Nup120-GFP","Y-complex"
"836","210422_13499_measurements.csv","210422_CoreNups_HighTimeResolution_01_16_R3D_D3D_nucleus_3_substack_frame_2_middleslice",875.08,316.93,2.76,0.36,4.12,10.08,5.48,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_16_R3D_D3D_nucleus_3",146.825503355705,76.9247572815534,0.523919588378272,1.908689848943,3,"Nup120-GFP","Y-complex"
"837","210422_13499_measurements.csv","210422_CoreNups_HighTimeResolution_01_16_R3D_D3D_nucleus_4_substack_frame_2_middleslice",774.85,355.42,2.18,0.46,3.18,8.22,4.31,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_16_R3D_D3D_nucleus_4",153.740079365079,111.767295597484,0.726988668531097,1.37553725840119,3,"Nup120-GFP","Y-complex"
"838","210422_13499_measurements.csv","210422_CoreNups_HighTimeResolution_01_16_R3D_D3D_nucleus_5_substack_frame_2_middleslice",473.92,125.69,3.77,0.27,1.97,5.79,2.86,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_16_R3D_D3D_nucleus_5",124.062827225131,63.8020304568528,0.514271936920108,1.9444965361883,3,"Nup120-GFP","Y-complex"
"839","210422_13499_measurements.csv","210422_CoreNups_HighTimeResolution_01_16_R3D_D3D_nucleus_6_substack_frame_2_middleslice",657,183.16,3.59,0.28,2.41,6.7,3.39,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_16_R3D_D3D_nucleus_6",153.146853146853,76,0.496255707762557,2.01509017298491,3,"Nup120-GFP","Y-complex"
"840","210422_13499_measurements.csv","210422_CoreNups_HighTimeResolution_01_17_R3D_D3D_nucleus_1_substack_frame_2_middleslice",1108.35,548.43,2.02,0.49,5.49,12.44,7.14,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_17_R3D_D3D_nucleus_1",159.474820143885,99.896174863388,0.626407195651686,1.59640567180849,3,"Nup120-GFP","Y-complex"
"841","210422_13499_measurements.csv","210422_CoreNups_HighTimeResolution_01_17_R3D_D3D_nucleus_2_substack_frame_2_middleslice",554.83,211.22,2.63,0.38,2.44,6.73,3.44,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_17_R3D_D3D_nucleus_2",129.331002331002,86.5655737704918,0.669333510220085,1.49402350955234,3,"Nup120-GFP","Y-complex"
"842","210422_13499_measurements.csv","210422_CoreNups_HighTimeResolution_01_17_R3D_D3D_nucleus_3_substack_frame_2_middleslice",1063.14,544.62,1.95,0.51,6.11,13.76,7.9,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_17_R3D_D3D_nucleus_3",138.972549019608,89.1358428805237,0.641391724548043,1.55910960763432,3,"Nup120-GFP","Y-complex"
"843","210422_13499_measurements.csv","210422_CoreNups_HighTimeResolution_01_17_R3D_D3D_nucleus_5_substack_frame_2_middleslice",393.45,80.57,4.88,0.2,1.01,3.91,1.61,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_17_R3D_D3D_nucleus_5",135.672413793103,79.7722772277228,0.587977135494716,1.70074640599522,3,"Nup120-GFP","Y-complex"
"844","210422_13499_measurements.csv","210422_CoreNups_HighTimeResolution_01_18_R3D_D3D_nucleus_1_substack_frame_2_middleslice",786.96,206.23,3.82,0.26,1.97,5.7,2.77,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_18_R3D_D3D_nucleus_1",210.981233243968,104.685279187817,0.496182895408354,2.01538587737292,3,"Nup120-GFP","Y-complex"
"845","210422_13499_measurements.csv","210422_CoreNups_HighTimeResolution_01_18_R3D_D3D_nucleus_2_substack_frame_2_middleslice",1159.26,505.3,2.29,0.44,5.85,14.71,7.97,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_18_R3D_D3D_nucleus_2",130.841986455982,86.3760683760684,0.660155587022727,1.51479442067582,3,"Nup120-GFP","Y-complex"
"846","210422_13499_measurements.csv","210422_CoreNups_HighTimeResolution_01_18_R3D_D3D_nucleus_3_substack_frame_2_middleslice",1221.17,535.56,2.28,0.44,5.82,13.82,7.74,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_18_R3D_D3D_nucleus_3",152.64625,92.020618556701,0.602835762796014,1.65882660206139,3,"Nup120-GFP","Y-complex"
"847","210422_13499_measurements.csv","210422_CoreNups_HighTimeResolution_01_19_R3D_D3D_nucleus_1_substack_frame_2_middleslice",513.47,128.03,4.01,0.25,1.92,5.56,2.69,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_19_R3D_D3D_nucleus_1",141.063186813187,66.6822916666667,0.472712216228147,2.11545199313691,3,"Nup120-GFP","Y-complex"
"848","210422_13499_measurements.csv","210422_CoreNups_HighTimeResolution_01_19_R3D_D3D_nucleus_2_substack_frame_2_middleslice",633.68,223.57,2.83,0.35,2.7,7.83,3.87,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_19_R3D_D3D_nucleus_2",123.524366471735,82.8037037037037,0.670343075369272,1.49177344667748,3,"Nup120-GFP","Y-complex"
"849","210422_13499_measurements.csv","210422_CoreNups_HighTimeResolution_01_19_R3D_D3D_nucleus_3_substack_frame_2_middleslice",499.05,146.88,3.4,0.29,1.84,5.2,2.58,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_19_R3D_D3D_nucleus_3",148.526785714286,79.8260869565217,0.537452464029482,1.86062966853408,3,"Nup120-GFP","Y-complex"
"850","210422_13499_measurements.csv","210422_CoreNups_HighTimeResolution_01_19_R3D_D3D_nucleus_4_substack_frame_2_middleslice",865.24,364.91,2.37,0.42,3.8,10.14,5.3,0,"Anaphase","210422_CoreNups_HighTimeResolution_01_19_R3D_D3D_nucleus_4",136.473186119874,96.0289473684211,0.703646995418369,1.42116715698534,3,"Nup120-GFP","Y-complex"
"851","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_01_R3D_D3D_nucleus_1_substack_frame_2_middleslice",822.3,285.65,2.88,0.35,3.49,8.71,4.68,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_01_R3D_D3D_nucleus_1",157.528735632184,81.8481375358166,0.519575918687782,1.92464655122115,3,"Nup120-GFP","Y-complex"
"852","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_01_R3D_D3D_nucleus_2_substack_frame_2_middleslice",568.18,196.66,2.89,0.35,2.16,5.79,2.97,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_01_R3D_D3D_nucleus_2",156.523415977961,91.0462962962963,0.581678439148783,1.71916291321263,3,"Nup120-GFP","Y-complex"
"853","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_02_R3D_D3D_nucleus_1_substack_frame_2_middleslice",1029.9,458.65,2.25,0.45,4.83,12.82,6.74,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_02_R3D_D3D_nucleus_1",128.898623279099,94.9585921325052,0.736692058586966,1.35741927491126,3,"Nup120-GFP","Y-complex"
"854","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_02_R3D_D3D_nucleus_3_substack_frame_2_middleslice",526.7,187.34,2.81,0.36,1.98,5.62,2.76,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_02_R3D_D3D_nucleus_3",144.697802197802,94.6161616161616,0.653888035471479,1.52931380565628,3,"Nup120-GFP","Y-complex"
"855","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_02_R3D_D3D_nucleus_4_substack_frame_2_middleslice",564.52,207.71,2.72,0.37,2.06,5.7,2.84,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_02_R3D_D3D_nucleus_4",155.087912087912,100.830097087379,0.650148007861649,1.53811130374608,3,"Nup120-GFP","Y-complex"
"856","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_02_R3D_D3D_nucleus_5_substack_frame_2_middleslice",1239.3,522.26,2.37,0.42,4.93,11.18,6.37,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_02_R3D_D3D_nucleus_5",198.288,105.93509127789,0.534248624616167,1.8717876919542,3,"Nup120-GFP","Y-complex"
"857","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_03_R3D_D3D_nucleus_1_substack_frame_2_middleslice",599.52,267.81,2.24,0.45,2.62,7.01,3.58,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_03_R3D_D3D_nucleus_1",136.564920273349,102.217557251908,0.748490586362219,1.33602214673154,3,"Nup120-GFP","Y-complex"
"858","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_03_R3D_D3D_nucleus_2_substack_frame_2_middleslice",532.86,261.05,2.04,0.49,2.29,6.2,3.14,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_03_R3D_D3D_nucleus_2",136.281329923274,113.995633187773,0.836472855467087,1.19549605640412,3,"Nup120-GFP","Y-complex"
"859","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_04_R3D_D3D_nucleus_1_substack_frame_2_middleslice",751.54,295.29,2.55,0.39,2.41,6.67,3.42,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_04_R3D_D3D_nucleus_1",176.417840375587,122.526970954357,0.694527099376693,1.43982862712982,3,"Nup120-GFP","Y-complex"
"860","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_04_R3D_D3D_nucleus_2_substack_frame_2_middleslice",803.23,425.77,1.89,0.53,4.59,10.47,5.92,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_04_R3D_D3D_nucleus_2",136.603741496599,92.760348583878,0.679046910191605,1.47265230868635,3,"Nup120-GFP","Y-complex"
"861","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_04_R3D_D3D_nucleus_3_substack_frame_2_middleslice",559.64,174.81,3.2,0.31,2.67,6.96,3.61,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_04_R3D_D3D_nucleus_3",130.452214452214,65.4719101123596,0.501884236977383,1.99249134824903,3,"Nup120-GFP","Y-complex"
"862","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_05_R3D_D3D_nucleus_1_substack_frame_2_middleslice",528.66,112.69,4.69,0.21,1.03,3.92,1.61,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_05_R3D_D3D_nucleus_1",182.927335640138,109.407766990291,0.59809413725635,1.67197759969245,3,"Nup120-GFP","Y-complex"
"863","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_05_R3D_D3D_nucleus_2_substack_frame_2_middleslice",457.5,91.49,5,0.2,1.06,3.95,1.64,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_05_R3D_D3D_nucleus_2",158.304498269896,86.311320754717,0.545223425095371,1.83411048383528,3,"Nup120-GFP","Y-complex"
"864","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_05_R3D_D3D_nucleus_3_substack_frame_2_middleslice",606.63,248.21,2.44,0.41,2.6,6.52,3.47,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_05_R3D_D3D_nucleus_3",154.752551020408,95.4653846153846,0.616890539030888,1.62103312780735,3,"Nup120-GFP","Y-complex"
"865","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_05_R3D_D3D_nucleus_4_substack_frame_2_middleslice",600.97,174.49,3.44,0.29,2.68,6.97,3.65,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_05_R3D_D3D_nucleus_4",140.086247086247,65.1082089552239,0.464772312125248,2.15159116391279,3,"Nup120-GFP","Y-complex"
"866","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_06_R3D_D3D_nucleus_1_substack_frame_2_middleslice",876.3,446.16,1.96,0.51,5.85,12.73,7.46,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_06_R3D_D3D_nucleus_1",127.369186046512,76.2666666666667,0.598784282399483,1.67005051634412,3,"Nup120-GFP","Y-complex"
"867","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_06_R3D_D3D_nucleus_2_substack_frame_2_middleslice",527.46,239.3,2.2,0.45,2.54,6.55,3.4,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_06_R3D_D3D_nucleus_2",131.536159600998,94.2125984251969,0.716248662808629,1.3961631650085,3,"Nup120-GFP","Y-complex"
"868","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_06_R3D_D3D_nucleus_3_substack_frame_2_middleslice",662.78,147.52,4.49,0.22,1.64,5,2.37,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_06_R3D_D3D_nucleus_3",197.255952380952,89.9512195121951,0.456012700384706,2.19292137950625,3,"Nup120-GFP","Y-complex"
"869","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_06_R3D_D3D_nucleus_4_substack_frame_2_middleslice",559.73,192.93,2.9,0.34,1.89,5.62,2.7,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_06_R3D_D3D_nucleus_4",150.061662198391,102.079365079365,0.680249462680278,1.47004893772332,3,"Nup120-GFP","Y-complex"
"870","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_06_R3D_D3D_nucleus_5_substack_frame_2_middleslice",529.92,173.7,3.05,0.33,1.96,5.6,2.73,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_06_R3D_D3D_nucleus_5",145.582417582418,88.6224489795918,0.608744177018634,1.64272618573137,3,"Nup120-GFP","Y-complex"
"871","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_06_R3D_D3D_nucleus_6_substack_frame_2_middleslice",666.77,234.91,2.84,0.35,2.3,6.03,3.1,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_06_R3D_D3D_nucleus_6",178.758713136729,102.134782608696,0.571355548585622,1.75022366103817,3,"Nup120-GFP","Y-complex"
"872","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_06_R3D_D3D_nucleus_7_substack_frame_2_middleslice",674.24,210.86,3.2,0.31,2.18,6.66,3.17,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_06_R3D_D3D_nucleus_7",150.5,96.7247706422018,0.642689505928251,1.55596130133738,3,"Nup120-GFP","Y-complex"
"873","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_06_R3D_D3D_nucleus_8_substack_frame_2_middleslice",819.35,305.22,2.68,0.37,2.89,7.74,4.13,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_06_R3D_D3D_nucleus_8",168.938144329897,105.612456747405,0.62515459232918,1.59960434150253,3,"Nup120-GFP","Y-complex"
"874","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_07_R3D_D3D_nucleus_1_substack_frame_2_middleslice",477.98,182.97,2.61,0.38,2.02,5.65,2.79,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_07_R3D_D3D_nucleus_1",131.674931129477,90.5792079207921,0.687900173129577,1.45369929978435,3,"Nup120-GFP","Y-complex"
"875","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_07_R3D_D3D_nucleus_2_substack_frame_2_middleslice",792.39,341.6,2.32,0.43,3.84,9.15,5.06,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_07_R3D_D3D_nucleus_2",149.225988700565,88.9583333333333,0.596131639722864,1.6774818401937,3,"Nup120-GFP","Y-complex"
"876","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_07_R3D_D3D_nucleus_3_substack_frame_2_middleslice",736.28,208.63,3.53,0.28,2.24,7.27,3.39,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_07_R3D_D3D_nucleus_3",146.37773359841,93.1383928571428,0.636287982929631,1.5716154113044,3,"Nup120-GFP","Y-complex"
"877","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_08_R3D_D3D_nucleus_1_substack_frame_2_middleslice",568.12,170.1,3.34,0.3,1.82,5.18,2.54,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_08_R3D_D3D_nucleus_1",169.083333333333,93.4615384615385,0.552754293513288,1.80912208504801,3,"Nup120-GFP","Y-complex"
"878","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_08_R3D_D3D_nucleus_2_substack_frame_2_middleslice",466.08,127.24,3.66,0.27,1.67,5.02,2.45,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_08_R3D_D3D_nucleus_2",139.128358208955,76.1916167664671,0.547635419171955,1.82603236567868,3,"Nup120-GFP","Y-complex"
"879","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_08_R3D_D3D_nucleus_3_substack_frame_2_middleslice",712.91,362.37,1.97,0.51,4.88,11.13,6.35,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_08_R3D_D3D_nucleus_3",114.0656,74.2561475409836,0.650995107560769,1.53610985456853,3,"Nup120-GFP","Y-complex"
"880","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_08_R3D_D3D_nucleus_6_substack_frame_2_middleslice",1133.68,606.56,1.87,0.54,6.18,14.11,8.04,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_08_R3D_D3D_nucleus_6",142.960907944515,98.1488673139159,0.68654339654872,1.45657216284803,3,"Nup120-GFP","Y-complex"
"881","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_08_R3D_D3D_nucleus_7_substack_frame_2_middleslice",1094.68,448.08,2.44,0.41,4.61,12.63,6.47,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_08_R3D_D3D_nucleus_7",136.493765586035,97.1973969631236,0.712101366284441,1.40429445490006,3,"Nup120-GFP","Y-complex"
"882","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_08_R3D_D3D_nucleus_8_substack_frame_2_middleslice",523.8,134.16,3.9,0.26,2.15,5.97,2.97,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_08_R3D_D3D_nucleus_8",137.120418848168,62.4,0.455074455899198,2.19744260974627,3,"Nup120-GFP","Y-complex"
"883","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_09_R3D_D3D_nucleus_1_substack_frame_2_middleslice",651.26,255.27,2.55,0.39,2.72,7.19,3.7,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_09_R3D_D3D_nucleus_1",145.695749440716,93.8492647058823,0.644145522886856,1.55244422955595,3,"Nup120-GFP","Y-complex"
"884","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_09_R3D_D3D_nucleus_2_substack_frame_2_middleslice",1071.08,590.53,1.81,0.55,4.79,11.51,6.37,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_09_R3D_D3D_nucleus_2",159.386904761905,123.283924843424,0.773488418183336,1.29284418032873,3,"Nup120-GFP","Y-complex"
"885","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_09_R3D_D3D_nucleus_3_substack_frame_2_middleslice",739.38,332.21,2.23,0.45,4.63,10.97,6.09,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_09_R3D_D3D_nucleus_3",116.621451104101,71.7516198704104,0.615252333006575,1.62534938325754,3,"Nup120-GFP","Y-complex"
"886","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_09_R3D_D3D_nucleus_4_substack_frame_2_middleslice",676.77,344.13,1.97,0.51,3.3,8.9,4.59,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_09_R3D_D3D_nucleus_4",120.851785714286,104.281818181818,0.862890172168066,1.15889603596647,3,"Nup120-GFP","Y-complex"
"887","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_10_R3D_D3D_nucleus_2_substack_frame_2_middleslice",971.66,439.58,2.21,0.45,5.21,12.58,6.91,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_10_R3D_D3D_nucleus_2",131.839891451832,84.3723608445298,0.639960788160657,1.56259573789536,3,"Nup120-GFP","Y-complex"
"888","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_10_R3D_D3D_nucleus_3_substack_frame_2_middleslice",946.14,404.87,2.34,0.43,4.19,10.06,5.54,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_10_R3D_D3D_nucleus_3",161.182282793867,96.6276849642005,0.599493215316821,1.66807559193396,3,"Nup120-GFP","Y-complex"
"889","210821_13499_measurements.csv","210821_VariousHighTimeResolutionMovies_01_10_R3D_D3D_nucleus_4_substack_frame_2_middleslice",460.27,154.83,2.97,0.34,1.82,5.36,2.56,0,"Anaphase","210821_VariousHighTimeResolutionMovies_01_10_R3D_D3D_nucleus_4",130.019774011299,85.0714285714286,0.654296080871786,1.52836006394475,3,"Nup120-GFP","Y-complex"
