"","Data.Set","Image","Nuclear.Envelope","Nucleoplasm","NE.Nuc.Ratio","Nuc.NE.Ratio","Nucleoplasmic.Area","WholeNuc.Area","Nuc.Area","BAD","Time.point","Nucleus.ID","NE.mean","Nuc.mean","Norm.Nuc.NE.Ratio","Norm.NE.Nuc.Ratio","n","Sample","Subcomplex"
"241","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_17_R3D_D3D_nucleus_8_substack_frame_1_middleslice",209.8,75.61,2.77,0.36,2.42,6.53,3.32,0,"Pre","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_17_R3D_D3D_nucleus_8",51.0462287104623,31.2438016528926,0.612068754973253,1.63380337890912,3,"Mlp1-GFP","Basket"
"242","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_17_R3D_D3D_nucleus_9_substack_frame_1_middleslice",358.07,129.57,2.76,0.36,3.44,8.1,4.51,0,"Pre","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_17_R3D_D3D_nucleus_9",76.8390557939914,37.6656976744186,0.490189491336305,2.0400274132232,3,"Mlp1-GFP","Basket"
"243","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_1_substack_frame_1_middleslice",247.03,118.88,2.08,0.48,3.03,7.23,4.02,0,"Pre","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_1",58.8166666666666,39.2343234323432,0.667061322170755,1.49911255047106,3,"Mlp1-GFP","Basket"
"244","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_2_substack_frame_1_middleslice",430.13,161.68,2.66,0.38,3.32,8.6,4.52,0,"Pre","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_2",81.4640151515152,48.6987951807229,0.597795174840669,1.67281376981092,3,"Mlp1-GFP","Basket"
"245","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_3_substack_frame_1_middleslice",318.85,125.07,2.55,0.39,2.7,7.26,3.73,0,"Pre","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_3",69.9232456140351,46.3222222222222,0.662472426951022,1.5094967870624,3,"Mlp1-GFP","Basket"
"246","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_4_substack_frame_1_middleslice",275.91,112.42,2.45,0.41,3.01,7.55,4.09,0,"Pre","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_4",60.773127753304,37.3488372093023,0.61456170827528,1.62717589874973,3,"Mlp1-GFP","Basket"
"247","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_5_substack_frame_1_middleslice",247.03,125.57,1.97,0.51,3.32,8.17,4.4,0,"Pre","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_5",50.9340206185567,37.8222891566265,0.742574191027966,1.34666678707978,3,"Mlp1-GFP","Basket"
"248","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_6_substack_frame_1_middleslice",313.74,102.36,3.07,0.33,2.98,7.65,4.03,0,"Pre","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_6",67.1820128479657,34.3489932885906,0.511282586401855,1.95586555575359,3,"Mlp1-GFP","Basket"
"249","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_7_substack_frame_1_middleslice",244.46,131.32,1.86,0.54,3.21,7.5,4.19,0,"Pre","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_7",56.983682983683,40.9096573208723,0.717918800239475,1.39291518715826,3,"Mlp1-GFP","Basket"
"250","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_8_substack_frame_1_middleslice",299.59,121.98,2.46,0.41,3.18,7.74,4.21,0,"Pre","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_8",65.6995614035088,38.3584905660377,0.583846980810882,1.71277754765665,3,"Mlp1-GFP","Basket"
"251","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_9_substack_frame_1_middleslice",376.72,113.37,3.32,0.3,3.5,8.16,4.54,0,"Pre","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_9",80.8412017167382,32.3914285714286,0.400679701483481,2.49575907214063,3,"Mlp1-GFP","Basket"
"252","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_10_substack_frame_1_middleslice",276.86,106.01,2.61,0.38,2.75,6.95,3.66,0,"Pre","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_10",65.9190476190476,38.5490909090909,0.584794415293585,1.71000265024414,3,"Mlp1-GFP","Basket"
"253","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_11_substack_frame_1_middleslice",282.63,111.02,2.55,0.39,3.01,7.46,4,0,"Pre","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_11",63.5123595505618,36.8837209302326,0.580732965854774,1.72196182892444,3,"Mlp1-GFP","Basket"
"254","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_2_substack_frame_1_middleslice",276.99,113.34,2.44,0.41,2.36,6.18,3.3,0,"Pre","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_2",72.5104712041885,48.0254237288136,0.662323977920025,1.50983511595099,3,"Mlp1-GFP","Basket"
"255","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_3_substack_frame_1_middleslice",369.82,146.33,2.53,0.4,3.66,8.42,4.76,0,"Pre","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_3",77.6932773109244,39.9808743169399,0.514598890672851,1.94326108766475,3,"Mlp1-GFP","Basket"
"256","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_4_substack_frame_1_middleslice",228.35,105.72,2.16,0.46,3.18,7.66,4.22,0,"Pre","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_4",50.9709821428571,33.2452830188679,0.652239404092526,1.53317937206097,3,"Mlp1-GFP","Basket"
"257","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_6_substack_frame_1_middleslice",316.3,150.79,2.1,0.48,3.46,8.22,4.51,0,"Pre","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_6",66.4495798319328,43.5809248554913,0.655849517268855,1.52474001073339,3,"Mlp1-GFP","Basket"
"258","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_7_substack_frame_1_middleslice",271.44,82.41,3.29,0.3,2.72,7.01,3.67,0,"Pre","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_7",63.2727272727273,30.2977941176471,0.478844447261663,2.08836085647152,3,"Mlp1-GFP","Basket"
"259","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_8_substack_frame_1_middleslice",296.85,118.75,2.5,0.4,3.71,8.74,4.85,0,"Pre","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_8",59.0159045725646,32.0080862533693,0.542363732034521,1.84378110285655,3,"Mlp1-GFP","Basket"
"260","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_9_substack_frame_1_middleslice",346.88,128.55,2.7,0.37,2.42,6.69,3.45,0,"Pre","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_9",81.2365339578454,53.1198347107438,0.653890954263365,1.5293069792142,3,"Mlp1-GFP","Basket"
"261","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_20_R3D_D3D_nucleus_10_substack_frame_1_middleslice",224.35,92.25,2.43,0.41,2.08,5.9,2.91,0,"Pre","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_20_R3D_D3D_nucleus_10",58.7303664921466,44.3509615384615,0.755162349351117,1.32421856155734,3,"Mlp1-GFP","Basket"
"262","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_20_R3D_D3D_nucleus_11_substack_frame_1_middleslice",282.56,141.14,2,0.5,3.58,8.34,4.66,0,"Pre","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_20_R3D_D3D_nucleus_11",59.3613445378151,39.4245810055866,0.664145687948019,1.50569373278573,3,"Mlp1-GFP","Basket"
"263","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_20_R3D_D3D_nucleus_1_substack_frame_1_middleslice",370.63,157.82,2.35,0.43,3.77,8.62,4.85,0,"Pre","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_20_R3D_D3D_nucleus_1",76.4185567010309,41.8620689655172,0.547799785453845,1.82548446814654,3,"Mlp1-GFP","Basket"
"264","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_20_R3D_D3D_nucleus_2_substack_frame_1_middleslice",358.26,145.99,2.45,0.41,4.03,8.98,5.14,0,"Pre","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_20_R3D_D3D_nucleus_2",72.3757575757576,36.2258064516129,0.500524038227778,1.99790604171726,3,"Mlp1-GFP","Basket"
"265","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_20_R3D_D3D_nucleus_3_substack_frame_1_middleslice",277.44,127.38,2.18,0.46,3.31,7.97,4.35,0,"Pre","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_20_R3D_D3D_nucleus_3",59.5364806866953,38.4833836858006,0.646383246741028,1.54706979959932,3,"Mlp1-GFP","Basket"
"266","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_20_R3D_D3D_nucleus_4_substack_frame_1_middleslice",259.96,130.55,1.99,0.5,4.01,8.95,5.16,0,"Pre","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_20_R3D_D3D_nucleus_4",52.6234817813765,32.5561097256858,0.618661263443945,1.61639342737127,3,"Mlp1-GFP","Basket"
"267","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_20_R3D_D3D_nucleus_5_substack_frame_1_middleslice",299.88,144.83,2.07,0.48,2.97,7.45,4,0,"Pre","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_20_R3D_D3D_nucleus_5",66.9375,48.7643097643098,0.728505094518167,1.37267399710005,3,"Mlp1-GFP","Basket"
"268","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_20_R3D_D3D_nucleus_6_substack_frame_1_middleslice",291.08,145.04,2.01,0.5,3.18,7.57,4.19,0,"Pre","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_20_R3D_D3D_nucleus_6",66.3052391799544,45.6100628930818,0.687880225713305,1.4537414547177,3,"Mlp1-GFP","Basket"
"269","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_20_R3D_D3D_nucleus_7_substack_frame_1_middleslice",247.61,111.2,2.23,0.45,3.14,7.68,4.17,0,"Pre","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_20_R3D_D3D_nucleus_7",54.5396475770925,35.4140127388535,0.649326028166855,1.54005839381358,3,"Mlp1-GFP","Basket"
"270","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_20_R3D_D3D_nucleus_8_substack_frame_1_middleslice",311.89,151.45,2.06,0.49,3.37,7.94,4.37,0,"Pre","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_20_R3D_D3D_nucleus_8",68.2472647702407,44.9406528189911,0.658497493933083,1.51860866474553,3,"Mlp1-GFP","Basket"
"271","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_01_R3D_D3D_nucleus_1_substack_frame_1_middleslice",862.22,325.97,2.65,0.38,3.93,8.69,4.98,0,"Pre","210422_CoreNups_HighTimeResolution_01_01_R3D_D3D_nucleus_1",181.138655462185,82.9440203562341,0.457903478109617,2.1838663556965,3,"Nup170-GFP","Inner ring"
"272","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_01_R3D_D3D_nucleus_2_substack_frame_1_middleslice",674.66,142.21,4.74,0.21,3.21,7.68,4.21,0,"Pre","210422_CoreNups_HighTimeResolution_01_01_R3D_D3D_nucleus_2",150.930648769575,44.3021806853583,0.293526735931508,3.4068446842721,3,"Nup170-GFP","Inner ring"
"273","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_02_R3D_D3D_nucleus_1_substack_frame_1_middleslice",636.71,226.22,2.81,0.36,2.79,7.07,3.77,0,"Pre","210422_CoreNups_HighTimeResolution_01_02_R3D_D3D_nucleus_1",148.764018691589,81.0824372759857,0.545040648868745,1.83472554216927,3,"Nup170-GFP","Inner ring"
"274","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_02_R3D_D3D_nucleus_3_substack_frame_1_middleslice",597.01,167.18,3.57,0.28,2.3,6.21,3.15,0,"Pre","210422_CoreNups_HighTimeResolution_01_02_R3D_D3D_nucleus_3",152.687979539642,72.6869565217391,0.476048977404064,2.10062419512607,3,"Nup170-GFP","Inner ring"
"275","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_02_R3D_D3D_nucleus_4_substack_frame_1_middleslice",676.53,202.22,3.35,0.3,3.63,8.52,4.75,0,"Pre","210422_CoreNups_HighTimeResolution_01_02_R3D_D3D_nucleus_4",138.349693251534,55.7079889807163,0.402660733619651,2.48348030117232,3,"Nup170-GFP","Inner ring"
"276","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_02_R3D_D3D_nucleus_5_substack_frame_1_middleslice",522.54,190.2,2.75,0.36,3.19,7.39,4.17,0,"Pre","210422_CoreNups_HighTimeResolution_01_02_R3D_D3D_nucleus_5",124.414285714286,59.6238244514107,0.479236159329285,2.08665389815232,3,"Nup170-GFP","Inner ring"
"277","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_02_R3D_D3D_nucleus_6_substack_frame_1_middleslice",730.1,299.33,2.44,0.41,3.65,8.31,4.68,0,"Pre","210422_CoreNups_HighTimeResolution_01_02_R3D_D3D_nucleus_6",156.673819742489,82.0082191780822,0.523432819298539,1.91046484502083,3,"Nup170-GFP","Inner ring"
"278","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_03_R3D_D3D_nucleus_1_substack_frame_1_middleslice",739,181.66,4.07,0.25,3.18,7.85,4.23,0,"Pre","210422_CoreNups_HighTimeResolution_01_03_R3D_D3D_nucleus_1",158.244111349036,57.125786163522,0.360997863847967,2.77009949405447,3,"Nup170-GFP","Inner ring"
"279","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_03_R3D_D3D_nucleus_3_substack_frame_1_middleslice",786.69,218.81,3.6,0.28,4.27,9.68,5.49,0,"Pre","210422_CoreNups_HighTimeResolution_01_03_R3D_D3D_nucleus_3",145.41404805915,51.2435597189696,0.352397587460913,2.83770387647991,3,"Nup170-GFP","Inner ring"
"280","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_03_R3D_D3D_nucleus_4_substack_frame_1_middleslice",650.13,215.36,3.02,0.33,3.24,7.62,4.22,0,"Pre","210422_CoreNups_HighTimeResolution_01_03_R3D_D3D_nucleus_4",148.431506849315,66.4691358024691,0.447810153069101,2.23308916322335,3,"Nup170-GFP","Inner ring"
"281","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_04_R3D_D3D_nucleus_1_substack_frame_1_middleslice",760.83,230.25,3.3,0.3,2.72,7.1,3.7,0,"Pre","210422_CoreNups_HighTimeResolution_01_04_R3D_D3D_nucleus_1",173.705479452055,84.6507352941176,0.487323345015621,2.05202564216977,3,"Nup170-GFP","Inner ring"
"282","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_04_R3D_D3D_nucleus_2_substack_frame_1_middleslice",762.81,182.59,4.18,0.24,2.75,7.29,3.8,0,"Pre","210422_CoreNups_HighTimeResolution_01_04_R3D_D3D_nucleus_2",168.019823788546,66.3963636363636,0.395169820674992,2.53055761771456,3,"Nup170-GFP","Inner ring"
"283","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_04_R3D_D3D_nucleus_3_substack_frame_1_middleslice",539.58,179.24,3.01,0.33,2.94,7.32,3.89,0,"Pre","210422_CoreNups_HighTimeResolution_01_04_R3D_D3D_nucleus_3",123.191780821918,60.9659863945578,0.494886801601548,2.02066411301293,3,"Nup170-GFP","Inner ring"
"284","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_04_R3D_D3D_nucleus_4_substack_frame_1_middleslice",806.95,211.15,3.82,0.26,3.02,7.59,4.05,0,"Pre","210422_CoreNups_HighTimeResolution_01_04_R3D_D3D_nucleus_4",176.575492341357,69.9172185430464,0.395962189406682,2.52549366266113,3,"Nup170-GFP","Inner ring"
"285","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_04_R3D_D3D_nucleus_5_substack_frame_1_middleslice",586.02,166.02,3.53,0.28,2.84,7.23,3.85,0,"Pre","210422_CoreNups_HighTimeResolution_01_04_R3D_D3D_nucleus_5",133.489749430524,58.4577464788732,0.437919366305337,2.28352540888259,3,"Nup170-GFP","Inner ring"
"286","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_05_R3D_D3D_nucleus_1_substack_frame_1_middleslice",559.46,178.16,3.14,0.32,2.87,7.25,3.85,0,"Pre","210422_CoreNups_HighTimeResolution_01_05_R3D_D3D_nucleus_1",127.730593607306,62.0766550522648,0.485996763180424,2.05762687277149,3,"Nup170-GFP","Inner ring"
"287","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_05_R3D_D3D_nucleus_2_substack_frame_1_middleslice",767.17,199.04,3.85,0.26,3.09,7.66,4.12,0,"Pre","210422_CoreNups_HighTimeResolution_01_05_R3D_D3D_nucleus_2",167.870897155361,64.4142394822006,0.383712963793758,2.60611471166633,3,"Nup170-GFP","Inner ring"
"288","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_05_R3D_D3D_nucleus_3_substack_frame_1_middleslice",611.62,161.97,3.78,0.26,2.8,7.27,3.79,0,"Pre","210422_CoreNups_HighTimeResolution_01_05_R3D_D3D_nucleus_3",136.82774049217,57.8464285714286,0.422768280491622,2.36536193973005,3,"Nup170-GFP","Inner ring"
"289","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_05_R3D_D3D_nucleus_4_substack_frame_1_middleslice",919.84,295.25,3.12,0.32,3.68,8.44,4.77,0,"Pre","210422_CoreNups_HighTimeResolution_01_05_R3D_D3D_nucleus_4",193.243697478992,80.2309782608696,0.415180310186271,2.408592063413,3,"Nup170-GFP","Inner ring"
"290","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_05_R3D_D3D_nucleus_5_substack_frame_1_middleslice",828.01,298.5,2.77,0.36,4.13,9.57,5.43,0,"Pre","210422_CoreNups_HighTimeResolution_01_05_R3D_D3D_nucleus_5",152.207720588235,72.2760290556901,0.4748512675728,2.10592256626269,3,"Nup170-GFP","Inner ring"
"291","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_05_R3D_D3D_nucleus_6_substack_frame_1_middleslice",504.43,213.45,2.36,0.42,2.97,7.17,3.91,0,"Pre","210422_CoreNups_HighTimeResolution_01_05_R3D_D3D_nucleus_6",120.102380952381,71.8686868686869,0.59839518832838,1.67113643208513,3,"Nup170-GFP","Inner ring"
"292","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_05_R3D_D3D_nucleus_7_substack_frame_1_middleslice",718.74,197.89,3.63,0.28,4.14,9.27,5.3,0,"Pre","210422_CoreNups_HighTimeResolution_01_05_R3D_D3D_nucleus_7",140.105263157895,47.7995169082126,0.341168603026311,2.93110207425178,3,"Nup170-GFP","Inner ring"
"293","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_05_R3D_D3D_nucleus_8_substack_frame_1_middleslice",765.14,286.78,2.67,0.37,3.74,8.69,4.87,0,"Pre","210422_CoreNups_HighTimeResolution_01_05_R3D_D3D_nucleus_8",154.573737373737,76.6791443850267,0.496068385793296,2.01585109762807,3,"Nup170-GFP","Inner ring"
"294","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_06_R3D_D3D_nucleus_1_substack_frame_1_middleslice",772.85,222.34,3.48,0.29,3.49,8.43,4.63,0,"Pre","210422_CoreNups_HighTimeResolution_01_06_R3D_D3D_nucleus_1",156.447368421053,63.7077363896848,0.407215135880239,2.45570439772184,3,"Nup170-GFP","Inner ring"
"295","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_06_R3D_D3D_nucleus_3_substack_frame_1_middleslice",615.48,166.79,3.69,0.27,2.2,6.49,3.16,0,"Pre","210422_CoreNups_HighTimeResolution_01_06_R3D_D3D_nucleus_3",143.468531468531,75.8136363636363,0.528433905244687,1.89238425103885,3,"Nup170-GFP","Inner ring"
"296","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_06_R3D_D3D_nucleus_4_substack_frame_1_middleslice",713.95,229.1,3.12,0.32,3.07,7.64,4.14,0,"Pre","210422_CoreNups_HighTimeResolution_01_06_R3D_D3D_nucleus_4",156.225382932166,74.6254071661238,0.477677863644773,2.09346104583916,3,"Nup170-GFP","Inner ring"
"297","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_06_R3D_D3D_nucleus_5_substack_frame_1_middleslice",743.83,278.57,2.67,0.37,3.23,7.8,4.27,0,"Pre","210422_CoreNups_HighTimeResolution_01_06_R3D_D3D_nucleus_5",162.763676148796,86.2445820433437,0.529876100638695,1.88723363592854,3,"Nup170-GFP","Inner ring"
"298","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_06_R3D_D3D_nucleus_6_substack_frame_1_middleslice",636.64,126.46,5.03,0.2,2.55,6.94,3.52,0,"Pre","210422_CoreNups_HighTimeResolution_01_06_R3D_D3D_nucleus_6",145.020501138952,49.5921568627451,0.341966525237891,2.9242628333412,3,"Nup170-GFP","Inner ring"
"299","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_06_R3D_D3D_nucleus_7_substack_frame_1_middleslice",527.88,138.07,3.82,0.26,2.81,7.08,3.79,0,"Pre","210422_CoreNups_HighTimeResolution_01_06_R3D_D3D_nucleus_7",123.625292740047,49.135231316726,0.397452901648897,2.51602138480142,3,"Nup170-GFP","Inner ring"
"300","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_07_R3D_D3D_nucleus_1_substack_frame_1_middleslice",599.56,176.65,3.39,0.29,2.58,6.77,3.49,0,"Pre","210422_CoreNups_HighTimeResolution_01_07_R3D_D3D_nucleus_1",143.09307875895,68.468992248062,0.478492690505337,2.08989608377068,3,"Nup170-GFP","Inner ring"
"301","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_07_R3D_D3D_nucleus_2_substack_frame_1_middleslice",667.48,227.05,2.94,0.34,2.51,6.7,3.42,0,"Pre","210422_CoreNups_HighTimeResolution_01_07_R3D_D3D_nucleus_2",159.303102625298,90.4581673306773,0.567836820751989,1.76106931332085,3,"Nup170-GFP","Inner ring"
"302","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_07_R3D_D3D_nucleus_3_substack_frame_1_middleslice",604.58,232.72,2.6,0.38,2.59,6.51,3.52,0,"Pre","210422_CoreNups_HighTimeResolution_01_07_R3D_D3D_nucleus_3",154.229591836735,89.8532818532819,0.582594304913932,1.71646030791141,3,"Nup170-GFP","Inner ring"
"303","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_07_R3D_D3D_nucleus_4_substack_frame_1_middleslice",625.41,211.45,2.96,0.34,3.21,7.59,4.19,0,"Pre","210422_CoreNups_HighTimeResolution_01_07_R3D_D3D_nucleus_4",142.787671232877,65.8722741433022,0.461330264542722,2.16764447698054,3,"Nup170-GFP","Inner ring"
"304","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_08_R3D_D3D_nucleus_1_substack_frame_1_middleslice",658.89,190.45,3.46,0.29,2.42,6.44,3.33,0,"Pre","210422_CoreNups_HighTimeResolution_01_08_R3D_D3D_nucleus_1",163.902985074627,78.698347107438,0.480152006210294,2.08267379301967,3,"Nup170-GFP","Inner ring"
"305","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_08_R3D_D3D_nucleus_2_substack_frame_1_middleslice",612.24,196.14,3.12,0.32,2.76,6.68,3.63,0,"Pre","210422_CoreNups_HighTimeResolution_01_08_R3D_D3D_nucleus_2",156.183673469388,71.0652173913043,0.455010538635034,2.19775129384883,3,"Nup170-GFP","Inner ring"
"306","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_08_R3D_D3D_nucleus_3_substack_frame_1_middleslice",612.3,179.32,3.41,0.29,3.12,7.51,4.12,0,"Pre","210422_CoreNups_HighTimeResolution_01_08_R3D_D3D_nucleus_3",139.476082004556,57.474358974359,0.412073225375528,2.42675315555551,3,"Nup170-GFP","Inner ring"
"307","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_09_R3D_D3D_nucleus_1_substack_frame_1_middleslice",598.87,218.68,2.74,0.37,3.26,7.93,4.34,0,"Pre","210422_CoreNups_HighTimeResolution_01_09_R3D_D3D_nucleus_1",128.237687366167,67.079754601227,0.523089241384157,1.91171968544771,3,"Nup170-GFP","Inner ring"
"308","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_09_R3D_D3D_nucleus_2_substack_frame_1_middleslice",674.28,201.37,3.35,0.3,3.09,7.66,4.1,0,"Pre","210422_CoreNups_HighTimeResolution_01_09_R3D_D3D_nucleus_2",147.544857768053,65.168284789644,0.441684554619258,2.26405924667668,3,"Nup170-GFP","Inner ring"
"309","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_09_R3D_D3D_nucleus_3_substack_frame_1_middleslice",693.55,201.19,3.45,0.29,3.33,8,4.36,0,"Pre","210422_CoreNups_HighTimeResolution_01_09_R3D_D3D_nucleus_3",148.511777301927,60.4174174174174,0.4068190315613,2.45809542430249,3,"Nup170-GFP","Inner ring"
"310","210422_11513_measurements.csv","210422_CoreNups_HighTimeResolution_01_09_R3D_D3D_nucleus_4_substack_frame_1_middleslice",678.41,211.02,3.21,0.31,2.96,7.25,3.92,0,"Pre","210422_CoreNups_HighTimeResolution_01_09_R3D_D3D_nucleus_4",158.137529137529,71.2905405405405,0.450813547735026,2.21821195264471,3,"Nup170-GFP","Inner ring"
