"","Data.Set","Image","Nuclear.Envelope","Nucleoplasm","NE.Nuc.Ratio","Nuc.NE.Ratio","Nucleoplasmic.Area","WholeNuc.Area","Nuc.Area","BAD","Nucleus.ID","NE.mean","Nuc.mean","Norm.Nuc.NE.Ratio","Norm.NE.Nuc.Ratio","Group"
"32","210814_15303_Measurements.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_06_R3D_D3D_nucleus_3_substack_frame_1",586.94,190.52,3.08,0.32,2.6,7.05,3.63,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_06_R3D_D3D_nucleus_3",131.896629213483,73.2769230769231,0.555563273404961,1.79997499451531,"WT"
"33","210814_15303_Measurements.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_06_R3D_D3D_nucleus_4_substack_frame_1",700.88,211.39,3.32,0.3,3.77,8.62,4.87,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_06_R3D_D3D_nucleus_4",144.511340206186,56.0716180371353,0.388008428661263,2.5772636008199,"WT"
"34","210814_15303_Measurements.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_07_R3D_D3D_nucleus_1_substack_frame_1",768.85,257.97,2.98,0.34,3.81,8.57,4.92,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_07_R3D_D3D_nucleus_1",161.523109243697,67.7086614173228,0.419188695254545,2.38556051563549,"WT"
"35","210814_15303_Measurements.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_07_R3D_D3D_nucleus_4_substack_frame_1",676.55,317.42,2.13,0.47,3.87,8.81,4.97,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_07_R3D_D3D_nucleus_4",136.953441295547,82.0206718346253,0.598894566348458,1.66974298347226,"WT"
"36","210814_15303_Measurements.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_08_R3D_D3D_nucleus_1_substack_frame_1",759.8,212.94,3.57,0.28,3.25,8.37,4.42,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_08_R3D_D3D_nucleus_1",148.3984375,65.52,0.44151408265333,2.26493341727717,"WT"
"37","210814_15303_Measurements.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_08_R3D_D3D_nucleus_2_substack_frame_1",725.25,224.65,3.23,0.31,3.7,8.73,4.84,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_08_R3D_D3D_nucleus_2",144.184890656064,60.7162162162162,0.421099713984926,2.37473445549715,"WT"
"38","210814_15303_Measurements.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_08_R3D_D3D_nucleus_3_substack_frame_1",697.66,253.71,2.75,0.36,3.53,8.1,4.62,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_08_R3D_D3D_nucleus_3",152.660831509847,71.8725212464589,0.470798701511219,2.12405003834992,"WT"
"39","210814_15303_Measurements.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_08_R3D_D3D_nucleus_4_substack_frame_1",652.35,196.27,3.32,0.3,3.14,7.8,4.2,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_08_R3D_D3D_nucleus_4",139.989270386266,62.5063694267516,0.446508287772917,2.23960008668098,"WT"
"40","210814_15303_Measurements.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_08_R3D_D3D_nucleus_5_substack_frame_1",752.11,240.12,3.13,0.32,3.37,8.56,4.62,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_08_R3D_D3D_nucleus_5",144.915221579961,71.2522255192878,0.491682134854082,2.03383431919236,"WT"
"41","210814_15303_Measurements.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_08_R3D_D3D_nucleus_6_substack_frame_1",653.97,224.63,2.91,0.34,3.44,8.1,4.48,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_08_R3D_D3D_nucleus_6",140.336909871245,65.2994186046512,0.465304663360207,2.14912954617407,"WT"
