"","Sample","Image","Nuclear.Envelope","Nucleoplasm","NE.Nuc.Ratio","Nuc.NE.Ratio","Nucleoplasmic.Area","WholeNuc.Area","Nuc.Area","BAD","Time.point","Nucleus.ID","NE.mean","Nuc.mean","Norm.Nuc.NE.Ratio","Norm.NE.Nuc.Ratio","n"
"169","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_17_R3D_D3D_nucleus_5_substack_frame_1",762.53,290.85,2.62,0.38,2.63,6.65,3.52,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_17_R3D_D3D_nucleus_5",189.68407960199,110.589353612167,0.583018637326941,1.7152110343931,2
"170","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_17_R3D_D3D_nucleus_5_substack_frame_2",766.37,371.16,2.06,0.48,4.37,9.69,5.57,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_17_R3D_D3D_nucleus_5",144.054511278196,84.9336384439359,0.589593742607016,1.69608312933968,2
"171","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_17_R3D_D3D_nucleus_8_substack_frame_1",703.1,250.45,2.81,0.36,2.13,5.86,2.94,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_17_R3D_D3D_nucleus_8",188.498659517426,117.582159624413,0.623782471055413,1.6031229577645,2
"172","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_17_R3D_D3D_nucleus_8_substack_frame_2",602.28,329.22,1.83,0.55,3.61,8.37,4.69,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_17_R3D_D3D_nucleus_8",126.529411764706,91.196675900277,0.720754760718135,1.3874344707812,2
"173","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_17_R3D_D3D_nucleus_9_substack_frame_1",683.91,265.02,2.58,0.39,3.01,7.48,4.02,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_17_R3D_D3D_nucleus_9",153,88.046511627907,0.57546739626083,1.73771790808241,2
"174","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_17_R3D_D3D_nucleus_9_substack_frame_2",479.36,206,2.33,0.43,2.18,6.1,3.03,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_17_R3D_D3D_nucleus_9",122.285714285714,94.4954128440367,0.772742862042356,1.29409153952843,2
"175","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_10_substack_frame_1",783.73,306.1,2.56,0.39,2.72,6.82,3.66,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_10",191.153658536585,112.536764705882,0.588724095408007,1.69858853714313,2
"176","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_10_substack_frame_2",492.83,225.3,2.19,0.46,2.34,6.63,3.29,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_10",114.878787878788,96.2820512820513,0.838118621025506,1.19314852923375,2
"177","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_11_substack_frame_1",795.21,302.05,2.63,0.38,2.18,5.91,2.98,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_11",213.193029490617,138.55504587156,0.649904202790354,1.53868831084107,2
"178","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_11_substack_frame_2",667.02,340.79,1.96,0.51,3.03,7.23,3.99,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_11",158.814285714286,112.471947194719,0.708197922427846,1.41203464219691,2
"179","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_12_substack_frame_1",699.94,293.76,2.38,0.42,2.23,6.05,3.05,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_12",183.230366492147,131.730941704036,0.71893619068694,1.3909440266799,2
"180","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_12_substack_frame_2",475.67,331.07,1.44,0.7,3.1,7.86,4.21,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_12",99.9306722689076,106.796774193548,1.06870865339687,0.935708714270739,2
"181","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_14_substack_frame_1",866.3,323.98,2.67,0.37,2.79,6.98,3.71,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_14",206.754176610978,116.121863799283,0.561642167054134,1.78049309446457,2
"182","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_14_substack_frame_2",617.31,277.71,2.22,0.45,2.77,7.22,3.81,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_14",138.721348314607,100.256317689531,0.722717295553954,1.38366690011689,2
"183","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_4_substack_frame_1",763.93,282.98,2.7,0.37,2.2,6.03,3.02,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_4",199.45953002611,128.627272727273,0.64487905245959,1.55067837323288,2
"184","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_4_substack_frame_2",567.89,238.47,2.38,0.42,2.02,5.93,2.89,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_4",145.240409207161,118.054455445545,0.812821005462465,1.23028316601025,2
"185","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_5_substack_frame_1",991.44,394.42,2.51,0.4,2.63,6.83,3.59,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_5",236.057142857143,149.969581749049,0.635310501236593,1.57403348135055,2
"186","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_5_substack_frame_2",654.06,267.11,2.45,0.41,2.33,5.97,3.14,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_5",179.686813186813,114.639484978541,0.637996094122693,1.56740771489377,2
"187","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_6_substack_frame_1",1079.61,403.96,2.67,0.37,3.1,7.48,4.06,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_6",246.486301369863,130.309677419355,0.528669044466774,1.89154256423056,2
"188","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_6_substack_frame_2",716.39,283.99,2.52,0.4,2.46,6.47,3.46,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_6",178.650872817955,115.443089430894,0.646193817079923,1.54752331818786,2
"189","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_7_substack_frame_1",747.61,298.01,2.51,0.4,2.58,6.68,3.46,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_7",182.343902439024,115.507751937984,0.633461006334501,1.57862913423269,2
"190","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_7_substack_frame_2",617.95,278.42,2.22,0.45,3.08,7.37,4.03,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_7",144.044289044289,90.3961038961039,0.627557708090114,1.59347895358239,2
"191","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_9_substack_frame_1",975.67,418.07,2.33,0.43,2.66,6.76,3.6,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_9",237.968292682927,157.169172932331,0.660462665678515,1.51409012494698,2
"192","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_9_substack_frame_2",916.98,422.62,2.17,0.46,2.95,7.24,3.93,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_18_R3D_D3D_nucleus_9",213.748251748252,143.261016949153,0.670232461680587,1.49201964568014,2
"193","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_12_substack_frame_1",787.4,367.68,2.14,0.47,2.49,6.6,3.39,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_12",191.581508515815,147.66265060241,0.770756278861955,1.29742699141748,2
"194","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_12_substack_frame_2",518.13,221.26,2.34,0.43,2.69,7.15,3.74,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_12",116.17264573991,82.2527881040892,0.708021992442511,1.41238550592226,2
"195","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_13_substack_frame_1",912.39,376.76,2.42,0.41,2.72,6.91,3.65,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_13",217.754176610979,138.514705882353,0.636105851277479,1.5720654007375,2
"196","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_13_substack_frame_2",501.05,212.31,2.36,0.42,2.33,6.59,3.37,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_13",117.617370892019,91.1201716738197,0.774716957051137,1.29079400018089,2
"197","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_14_substack_frame_1",852.68,261.79,3.26,0.31,2.09,5.72,2.86,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_14",234.898071625344,125.258373205742,0.533245642840036,1.87530833758726,2
"198","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_14_substack_frame_2",754.68,328.06,2.3,0.43,3.12,7.97,4.22,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_14",155.60412371134,105.147435897436,0.675736821040128,1.47986607931287,2
"199","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_15_substack_frame_1",1070.83,484.08,2.21,0.45,3.72,8.2,4.76,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_15",239.024553571429,130.129032258065,0.544417007850106,1.83682725848148,2
"200","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_15_substack_frame_2",566.9,270.6,2.1,0.48,2.42,6.25,3.25,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_15",148.015665796345,111.818181818182,0.755448291345275,1.32371733639007,2
"201","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_18_substack_frame_1",948.6,403.11,2.35,0.42,3.01,7.21,3.95,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_18",225.857142857143,133.923588039867,0.592957062795111,1.6864627521024,2
"202","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_18_substack_frame_2",973.76,390.21,2.5,0.4,4.23,9.55,5.46,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_18",183.037593984962,92.2482269503546,0.503985137380758,1.98418549641575,2
"203","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_19_substack_frame_1",673.91,236.25,2.85,0.35,1.92,5.53,2.7,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_19",186.678670360111,123.046875,0.659137301345877,1.51713459086312,2
"204","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_19_substack_frame_2",471.05,212.21,2.22,0.45,2.45,6.65,3.37,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_19",112.154761904762,86.6163265306122,0.772292901875749,1.29484551466315,2
"205","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_22_substack_frame_1",795.73,391.66,2.03,0.49,2.87,7.07,3.8,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_22",189.459523809524,136.466898954704,0.720295798335812,1.38831852457063,2
"206","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_22_substack_frame_2",406.16,186.76,2.17,0.46,2.12,5.76,2.9,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_22",111.582417582418,88.0943396226415,0.78950018767583,1.26662414475651,2
"207","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_23_substack_frame_1",380.63,146.62,2.6,0.39,1.8,5.34,2.59,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_23",107.522598870056,81.4555555555556,0.757566840939145,1.3200155365305,2
"208","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_23_substack_frame_2",440.39,141.91,3.1,0.32,3.01,7.58,4.03,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_23",96.3654266958424,47.1461794019934,0.489243715495605,2.04397106866666,2
"209","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_25_substack_frame_1",759.78,346.14,2.19,0.46,3.08,7.37,4.05,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_25",177.104895104895,112.383116883117,0.634556807797746,1.57590303612145,2
"210","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_25_substack_frame_2",416.13,200.68,2.07,0.48,2.41,6.8,3.39,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_25",94.7904328018223,83.2697095435685,0.878461117670597,1.1383543106059,2
"211","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_3_substack_frame_1",822.08,366.76,2.24,0.45,2.88,6.98,3.8,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_3",200.507317073171,127.347222222222,0.635125062172916,1.57449305586959,2
"212","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_3_substack_frame_2",623.39,271.33,2.3,0.44,3.49,8.99,4.8,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_3",113.343636363636,77.7449856733524,0.685922811086861,1.45788998971397,2
"213","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_5_substack_frame_1",1047.34,420.46,2.49,0.4,2.98,7.18,3.94,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_5",249.366666666667,141.093959731544,0.565809222289307,1.76738017092391,2
"214","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_5_substack_frame_2",481.35,280.38,1.72,0.58,2.54,6.74,3.46,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_5",114.607142857143,110.385826771654,0.963167076848332,1.03824146821151,2
"215","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_6_substack_frame_1",837.94,275.67,3.04,0.33,2.26,5.99,3.08,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_6",224.648793565684,121.977876106195,0.542971427400657,1.84171753712208,2
"216","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_6_substack_frame_2",734.08,318.77,2.3,0.43,3.01,7.58,4.05,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_19_R3D_D3D_nucleus_6",160.630196936543,105.90365448505,0.659301031218229,1.5167578278351,2
"217","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_13_substack_frame_1",872.51,260.09,3.35,0.3,2.36,6.46,3.29,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_13",212.807317073171,110.207627118644,0.517875177575547,1.93096723554417,2
"218","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_13_substack_frame_2",506.22,219.9,2.3,0.43,1.96,5.88,2.8,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_13",129.137755102041,112.19387755102,0.868792224724428,1.15102319236016,2
"219","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_14_substack_frame_1",758.74,240.6,3.15,0.32,1.87,5.32,2.61,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_14",219.924637681159,128.663101604278,0.58503268647331,1.70930620309131,2
"220","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_14_substack_frame_2",806.55,315.84,2.55,0.39,3.07,7.26,4.03,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_14",192.494033412888,102.879478827362,0.53445541663461,1.87106345800901,2
"221","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_15_substack_frame_1",806.38,345.06,2.34,0.43,2.96,7.07,3.87,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_15",196.199513381995,116.574324324324,0.594162148085236,1.68304225239293,2
"222","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_15_substack_frame_2",627.37,286.56,2.19,0.46,2.81,7.36,3.82,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_15",137.883516483516,101.978647686833,0.739599991990514,1.35208222124051,2
"223","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_19_substack_frame_1",859.19,319.34,2.69,0.37,1.95,5.58,2.74,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_19",236.691460055096,163.764102564103,0.691888513958138,1.4453195562956,2
"224","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_19_substack_frame_2",684.34,245.66,2.79,0.36,2.59,7.12,3.64,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_19",151.068432671082,94.8494208494209,0.627857317193028,1.59271855661525,2
"225","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_1_substack_frame_1",958.95,417.24,2.3,0.44,2.95,7.05,3.87,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_1",233.890243902439,141.437288135593,0.60471649341043,1.65366748037627,2
"226","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_1_substack_frame_2",963.87,471.36,2.04,0.49,4.13,9.26,5.32,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_1",187.888888888889,114.130750605327,0.607437466261349,1.64625999471977,2
"227","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_21_substack_frame_1",744.6,271.18,2.75,0.36,2.38,6.2,3.22,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_21",194.921465968586,113.941176470588,0.584549146008121,1.71072014531026,2
"228","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_21_substack_frame_2",429.33,205.77,2.09,0.48,2.17,6.19,3.08,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_21",106.798507462687,94.8248847926267,0.887885861380196,1.12627089077139,2
"229","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_23_substack_frame_1",804.34,421.46,1.91,0.52,2.96,7.25,3.94,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_23",187.491841491841,142.385135135135,0.759420431322239,1.31679364783337,2
"230","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_23_substack_frame_2",939.51,452.56,2.08,0.48,3.52,8.28,4.58,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_23",197.376050420168,128.568181818182,0.651386941548834,1.53518582614237,2
"231","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_24_substack_frame_1",789.87,303.96,2.6,0.38,2.2,6.03,3.04,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_24",206.232375979112,138.163636363636,0.669941543890421,1.49266754557852,2
"232","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_24_substack_frame_2",631.14,270.75,2.33,0.43,2.95,7.24,3.89,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_24",147.118881118881,91.7796610169491,0.623846921067769,1.60295733813739,2
"233","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_25_substack_frame_1",717.66,274.89,2.61,0.38,2.37,6.19,3.25,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_25",187.869109947644,115.987341772152,0.617383782807486,1.61973804276589,2
"234","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_25_substack_frame_2",500.59,279.13,1.79,0.56,2.17,6.18,3.15,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_25",124.835411471322,128.63133640553,1.03040743719646,0.97048988963124,2
"235","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_26_substack_frame_1",777.84,334.12,2.33,0.43,3.4,7.88,4.42,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_26",173.625,98.2705882352941,0.565993308770593,1.76680533939902,2
"236","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_26_substack_frame_2",509.43,233.7,2.18,0.46,2.18,6.28,3.08,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_26",124.251219512195,107.201834862385,0.862782959259917,1.15904004508595,2
"237","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_29_substack_frame_1",636.03,272.08,2.34,0.43,2.76,6.87,3.7,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_29",154.751824817518,98.5797101449275,0.637018078857369,1.56981415942499,2
"238","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_29_substack_frame_2",449.39,240.66,1.87,0.54,2.11,6.18,3.04,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_29",110.415233415233,114.056872037915,1.03298130620244,0.968071729851834,2
"239","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_2_substack_frame_1",940.56,351.1,2.68,0.37,3.21,7.59,4.16,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_2",214.739726027397,109.376947040498,0.509346589305715,1.9632996882596,2
"240","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_2_substack_frame_2",634.54,274.47,2.31,0.43,2.25,6.17,3.1,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_2",161.872448979592,121.986666666667,0.753597461678276,1.32696837615798,2
"241","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_3_substack_frame_1",797.33,372.22,2.14,0.47,2.58,6.77,3.49,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_3",190.293556085919,144.271317829457,0.758151357286727,1.31899783649903,2
"242","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_3_substack_frame_2",638.17,210.72,3.03,0.33,1.94,5.82,2.8,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_3",164.476804123711,108.618556701031,0.660388297788991,1.5142606302202,2
"243","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_4_substack_frame_1",762.22,344.12,2.22,0.45,3,7.19,3.99,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_4",181.914081145585,114.706666666667,0.630554083248056,1.58590678669288,2
"244","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_4_substack_frame_2",435.71,242.7,1.8,0.56,2.39,6.49,3.3,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_4",106.270731707317,101.548117154812,0.955560534150531,1.04650617544494,2
"245","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_6_substack_frame_1",717.16,290.37,2.47,0.4,2.26,5.99,3.09,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_6",192.268096514745,128.482300884956,0.668245555107487,1.49645589462866,2
"246","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_6_substack_frame_2",420.7,213.59,1.97,0.51,2.38,6.3,3.28,0,"Metaphase I","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_6",107.321428571429,89.7436974789916,0.836214152882451,1.19586591132544,2
"247","Cdc20mn","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_8_substack_frame_1",718.33,263.3,2.73,0.37,2.27,6,3.11,0,"Pre","210331_cdc5mncdc20mn_Nup60-GFP_01_20_R3D_D3D_nucleus_8",192.581769436997,115.991189427313,0.602295792412786,1.66031377372573,2
