 ,Image,Nuclear.Envelope,Nucleoplasm,NE.Nuc.Ratio,Nuc.NE.Ratio,Nucleoplasmic.Area,WholeNuc.Area,Nuc.Area,BAD
1,210331_cdc5mncdc20mn_Nup60-GFP_01_31_R3D_D3D_nucleus_10_substack_frame_1,632.69,323.93,1.95,0.51,2.83,7.03,3.78,
2,210331_cdc5mncdc20mn_Nup60-GFP_01_31_R3D_D3D_nucleus_10_substack_frame_2,531.8,222.28,2.39,0.42,2.16,5.88,2.95,
3,210331_cdc5mncdc20mn_Nup60-GFP_01_31_R3D_D3D_nucleus_11_substack_frame_1,417.73,153.4,2.72,0.37,1.13,4.12,1.75,
4,210331_cdc5mncdc20mn_Nup60-GFP_01_31_R3D_D3D_nucleus_11_substack_frame_2,442.79,131.04,3.38,0.3,1.11,4.09,1.73,
5,210331_cdc5mncdc20mn_Nup60-GFP_01_31_R3D_D3D_nucleus_12_substack_frame_1,637.98,285.06,2.24,0.45,2.26,5.99,3.09,
6,210331_cdc5mncdc20mn_Nup60-GFP_01_31_R3D_D3D_nucleus_12_substack_frame_2,567.27,252.3,2.25,0.44,2.72,6.82,3.6,
7,210331_cdc5mncdc20mn_Nup60-GFP_01_31_R3D_D3D_nucleus_13_substack_frame_1,935.07,440.3,2.12,0.47,3.51,8.08,4.55,
8,210331_cdc5mncdc20mn_Nup60-GFP_01_31_R3D_D3D_nucleus_13_substack_frame_2,899.9,265.89,3.38,0.3,3.18,7.75,4.23,
9,210331_cdc5mncdc20mn_Nup60-GFP_01_31_R3D_D3D_nucleus_14_substack_frame_1,682.81,267.33,2.55,0.39,2.63,6.65,3.51,
10,210331_cdc5mncdc20mn_Nup60-GFP_01_31_R3D_D3D_nucleus_14_substack_frame_2,0,0,0,0,0,0,0,
11,210331_cdc5mncdc20mn_Nup60-GFP_01_31_R3D_D3D_nucleus_15_substack_frame_1,821.58,264.49,3.11,0.32,3.22,7.88,4.24,
12,210331_cdc5mncdc20mn_Nup60-GFP_01_31_R3D_D3D_nucleus_15_substack_frame_2,0,0,0,0,0,0,0,
