"","Data.Set","Image","Nuclear.Envelope","Nucleoplasm","NE.Nuc.Ratio","Nuc.NE.Ratio","Nucleoplasmic.Area","WholeNuc.Area","Nuc.Area","BAD","Time.point","Nucleus.ID","NE.mean","Nuc.mean","Norm.Nuc.NE.Ratio","Norm.NE.Nuc.Ratio","Sample"
"26","210401_28213_measurements.csv","210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_11_R3D_D3D_nucleus_26_substack_frame_2",315.35,269.59,1.17,0.85,2.33,6.25,3.22,0,"Metaphase I","210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_11_R3D_D3D_nucleus_26",80.4464285714286,115.703862660944,1.43827221065769,0.695278677144659,"Cdc20mn"
"27","210401_28213_measurements.csv","210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_11_R3D_D3D_nucleus_6_substack_frame_1",443.07,250.92,1.77,0.57,1.84,5.39,2.61,0,"Pre","210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_11_R3D_D3D_nucleus_6",124.808450704225,136.369565217391,1.09263086311811,0.915222179562309,"Cdc20mn"
"28","210401_28213_measurements.csv","210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_11_R3D_D3D_nucleus_6_substack_frame_2",386.06,248.22,1.56,0.64,2.59,6.6,3.47,0,"Metaphase I","210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_11_R3D_D3D_nucleus_6",96.2743142144638,95.8378378378378,0.995466325777676,1.00455432203473,"Cdc20mn"
"29","210401_28213_measurements.csv","210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_11_R3D_D3D_nucleus_8_substack_frame_1",429.57,170.88,2.51,0.4,2.01,5.64,2.82,0,"Pre","210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_11_R3D_D3D_nucleus_8",118.338842975207,85.0149253731343,0.718402539992266,1.39197726111988,"Cdc20mn"
"30","210401_28213_measurements.csv","210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_11_R3D_D3D_nucleus_8_substack_frame_2",288.59,263.59,1.09,0.91,2.42,6.75,3.51,0,"Metaphase I","210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_11_R3D_D3D_nucleus_8",66.64896073903,108.921487603306,1.63425635442085,0.611899104626324,"Cdc20mn"
"31","210401_28213_measurements.csv","210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_11_R3D_D3D_nucleus_9_substack_frame_1",500.13,218.31,2.29,0.44,2.25,5.98,3.04,0,"Pre","210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_11_R3D_D3D_nucleus_9",134.083109919571,97.0266666666667,0.723630789328108,1.38192019293223,"Cdc20mn"
"32","210401_28213_measurements.csv","210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_11_R3D_D3D_nucleus_9_substack_frame_2",458.14,208.72,2.19,0.46,2.6,6.89,3.56,0,"Metaphase I","210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_11_R3D_D3D_nucleus_9",106.792540792541,80.2769230769231,0.751709084559305,1.33030186882238,"Cdc20mn"
"33","210401_28213_measurements.csv","210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_12_R3D_D3D_nucleus_10_substack_frame_1",329.5,256.8,1.28,0.78,2.76,6.87,3.67,0,"Pre","210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_12_R3D_D3D_nucleus_10",80.1703163017032,93.0434782608696,1.16057267269249,0.861643586420174,"Cdc20mn"
"34","210401_28213_measurements.csv","210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_12_R3D_D3D_nucleus_10_substack_frame_2",294.66,201.66,1.46,0.68,1.78,5.23,2.53,0,"Metaphase I","210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_12_R3D_D3D_nucleus_10",85.4086956521739,113.292134831461,1.32647072954775,0.753880185762519,"Cdc20mn"
"35","210401_28213_measurements.csv","210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_12_R3D_D3D_nucleus_11_substack_frame_1",309.83,176.72,1.75,0.57,2.61,6.68,3.53,0,"Pre","210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_12_R3D_D3D_nucleus_11",76.1253071253071,67.7088122605364,0.889438937160324,1.12430427567367,"Cdc20mn"
"36","210401_28213_measurements.csv","210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_12_R3D_D3D_nucleus_11_substack_frame_2",306.35,161.52,1.9,0.53,1.63,5.51,2.52,0,"Metaphase I","210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_12_R3D_D3D_nucleus_11",78.9561855670103,99.0920245398773,1.25502547809605,0.796796573020225,"Cdc20mn"
"37","210401_28213_measurements.csv","210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_12_R3D_D3D_nucleus_13_substack_frame_1",443.97,301.23,1.47,0.68,3.29,7.83,4.3,0,"Pre","210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_12_R3D_D3D_nucleus_13",97.7907488986784,91.5592705167173,0.936277424478899,1.06805950229609,"Cdc20mn"
"38","210401_28213_measurements.csv","210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_12_R3D_D3D_nucleus_13_substack_frame_2",277.99,225.38,1.23,0.81,1.97,5.79,2.81,0,"Metaphase I","210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_12_R3D_D3D_nucleus_13",72.7722513089005,114.406091370558,1.57211147536074,0.636087208618928,"Cdc20mn"
"39","210401_28213_measurements.csv","210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_12_R3D_D3D_nucleus_14_substack_frame_1",617.15,335.43,1.84,0.54,3.33,7.81,4.35,0,"Pre","210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_12_R3D_D3D_nucleus_14",137.756696428571,100.72972972973,0.731214760089426,1.36758727337192,"Cdc20mn"
"40","210401_28213_measurements.csv","210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_12_R3D_D3D_nucleus_14_substack_frame_2",392.29,362.29,1.08,0.92,2.63,6.93,3.57,0,"Metaphase I","210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_12_R3D_D3D_nucleus_14",91.2302325581395,137.752851711027,1.50994739187187,0.662274729161464,"Cdc20mn"
"41","210401_28213_measurements.csv","210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_12_R3D_D3D_nucleus_15_substack_frame_1",527.9,246.61,2.14,0.47,2.97,7.69,4.02,0,"Pre","210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_12_R3D_D3D_nucleus_15",111.843220338983,83.03367003367,0.742411294864411,1.34696226595345,"Cdc20mn"
