 ,Image,Nuclear.Envelope,Nucleoplasm,NE.Nuc.Ratio,Nuc.NE.Ratio,Nucleoplasmic.Area,WholeNuc.Area,Nuc.Area,BAD
1,210824_pCUPCdc5_Nup60Phosphomutants2_01_21_R3D_D3D_nucleus_10_substack_frame_1_middleslice,797.26,335.92,2.37,0.42,2.48,6.46,3.38,
2,210824_pCUPCdc5_Nup60Phosphomutants2_01_21_R3D_D3D_nucleus_10_substack_frame_2_middleslice,487.88,341.01,1.43,0.7,2.74,6.94,3.67,
3,210824_pCUPCdc5_Nup60Phosphomutants2_01_21_R3D_D3D_nucleus_11_substack_frame_1_middleslice,409.61,151.98,2.7,0.37,1.26,4.24,1.88,
4,210824_pCUPCdc5_Nup60Phosphomutants2_01_21_R3D_D3D_nucleus_11_substack_frame_2_middleslice,407.16,206.46,1.97,0.51,1.42,4.59,2.09,
5,210824_pCUPCdc5_Nup60Phosphomutants2_01_21_R3D_D3D_nucleus_12_substack_frame_1_middleslice,700.33,244.42,2.87,0.35,3.12,7.79,4.24,
6,210824_pCUPCdc5_Nup60Phosphomutants2_01_21_R3D_D3D_nucleus_12_substack_frame_2_middleslice,0,0,0,0,0,0,0,
7,210824_pCUPCdc5_Nup60Phosphomutants2_01_21_R3D_D3D_nucleus_13_substack_frame_1_middleslice,898.18,383.09,2.34,0.43,3.09,7.57,4.13,
8,210824_pCUPCdc5_Nup60Phosphomutants2_01_21_R3D_D3D_nucleus_13_substack_frame_2_middleslice,587.85,317.56,1.85,0.54,2.26,6.37,3.21,
9,210824_pCUPCdc5_Nup60Phosphomutants2_01_21_R3D_D3D_nucleus_14_substack_frame_1_middleslice,711.26,297.35,2.39,0.42,2.84,7.19,3.81,
10,210824_pCUPCdc5_Nup60Phosphomutants2_01_21_R3D_D3D_nucleus_14_substack_frame_2_middleslice,528.99,393.34,1.34,0.74,2.59,6.79,3.54,
11,210824_pCUPCdc5_Nup60Phosphomutants2_01_21_R3D_D3D_nucleus_15_substack_frame_1_middleslice,662.3,431.51,1.53,0.65,2.76,6.87,3.65,
