 ,Image,Nuclear.Envelope,Nucleoplasm,NE.Nuc.Ratio,Nuc.NE.Ratio,Nucleoplasmic.Area,WholeNuc.Area,Nuc.Area,BAD
1,210525_pCUPCdc5_Nup60Phosphomutants_01_31_R3D_D3D_nucleus_10_substack_frame_1_middleslice,831.76,412.5,2.02,0.5,3.94,8.88,5.06,
2,210525_pCUPCdc5_Nup60Phosphomutants_01_31_R3D_D3D_nucleus_10_substack_frame_2_middleslice,950.12,388.57,2.45,0.41,3.07,7.36,4.05,
3,210525_pCUPCdc5_Nup60Phosphomutants_01_31_R3D_D3D_nucleus_11_substack_frame_1_middleslice,1028.94,409.86,2.51,0.4,3.72,8.53,4.83,
4,210525_pCUPCdc5_Nup60Phosphomutants_01_31_R3D_D3D_nucleus_11_substack_frame_2_middleslice,894.42,380.2,2.35,0.43,2.9,7.1,3.81,
5,210525_pCUPCdc5_Nup60Phosphomutants_01_31_R3D_D3D_nucleus_12_substack_frame_1_middleslice,1032.11,406.55,2.54,0.39,3.84,9.12,5.09,
6,210525_pCUPCdc5_Nup60Phosphomutants_01_31_R3D_D3D_nucleus_12_substack_frame_2_middleslice,924.96,397.59,2.33,0.43,3.22,7.79,4.24,
7,210525_pCUPCdc5_Nup60Phosphomutants_01_31_R3D_D3D_nucleus_13_substack_frame_1_middleslice,910.7,286.24,3.18,0.31,2.73,7.11,3.81,
8,210525_pCUPCdc5_Nup60Phosphomutants_01_31_R3D_D3D_nucleus_13_substack_frame_2_middleslice,1129.57,399.26,2.83,0.35,2.95,7.31,3.93,
9,210525_pCUPCdc5_Nup60Phosphomutants_01_31_R3D_D3D_nucleus_1_substack_frame_1_middleslice,966.22,489.75,1.97,0.51,3.74,8.41,4.79,
10,210525_pCUPCdc5_Nup60Phosphomutants_01_31_R3D_D3D_nucleus_1_substack_frame_2_middleslice,974.61,531.06,1.84,0.54,4.63,10.13,5.9,
11,210525_pCUPCdc5_Nup60Phosphomutants_01_31_R3D_D3D_nucleus_2_substack_frame_1_middleslice,943.01,389.22,2.42,0.41,3.29,7.93,4.33,
12,210525_pCUPCdc5_Nup60Phosphomutants_01_31_R3D_D3D_nucleus_2_substack_frame_2_middleslice,740.01,233.65,3.17,0.32,2.02,6.35,3,
13,210525_pCUPCdc5_Nup60Phosphomutants_01_31_R3D_D3D_nucleus_3_substack_frame_1_middleslice,726.17,245.46,2.96,0.34,1.36,4.54,2.04,
14,210525_pCUPCdc5_Nup60Phosphomutants_01_31_R3D_D3D_nucleus_3_substack_frame_2_middleslice,632.32,365.15,1.73,0.58,1.69,4.95,2.37,
15,210525_pCUPCdc5_Nup60Phosphomutants_01_31_R3D_D3D_nucleus_4_substack_frame_1_middleslice,1221.79,539.27,2.27,0.44,3.59,8.16,4.66,
16,210525_pCUPCdc5_Nup60Phosphomutants_01_31_R3D_D3D_nucleus_4_substack_frame_2_middleslice,1079.17,630.4,1.71,0.58,3.75,8.98,4.98,
17,210525_pCUPCdc5_Nup60Phosphomutants_01_31_R3D_D3D_nucleus_5_substack_frame_1_middleslice,698.82,335.21,2.08,0.48,2.15,5.88,2.96,
18,210525_pCUPCdc5_Nup60Phosphomutants_01_31_R3D_D3D_nucleus_5_substack_frame_2_middleslice,747.91,357.81,2.09,0.48,2.48,6.4,3.35,
19,210525_pCUPCdc5_Nup60Phosphomutants_01_31_R3D_D3D_nucleus_6_substack_frame_1_middleslice,805.22,263.65,3.05,0.33,3.46,8.58,4.68,
20,210525_pCUPCdc5_Nup60Phosphomutants_01_31_R3D_D3D_nucleus_6_substack_frame_2_middleslice,942.78,337.23,2.8,0.36,3.19,7.67,4.17,
21,210525_pCUPCdc5_Nup60Phosphomutants_01_31_R3D_D3D_nucleus_7_substack_frame_1_middleslice,1056.26,401.49,2.63,0.38,3.31,8.16,4.41,
22,210525_pCUPCdc5_Nup60Phosphomutants_01_31_R3D_D3D_nucleus_7_substack_frame_2_middleslice,968.63,479.09,2.02,0.49,3.33,7.9,4.37,
23,210525_pCUPCdc5_Nup60Phosphomutants_01_31_R3D_D3D_nucleus_8_substack_frame_1_middleslice,723.71,287.66,2.52,0.4,2.86,7.05,3.79,
