 ,Image,Nuclear.Envelope,Nucleoplasm,NE.Nuc.Ratio,Nuc.NE.Ratio,Nucleoplasmic.Area,WholeNuc.Area,Nuc.Area,BAD
1,210824_pCUPCdc5_Nup60Phosphomutants2_01_01_R3D_D3D_nucleus_10_substack_frame_1_middleslice,856.38,325.87,2.63,0.38,3.15,7.9,4.22,
2,210824_pCUPCdc5_Nup60Phosphomutants2_01_01_R3D_D3D_nucleus_10_substack_frame_2_middleslice,623.48,432.35,1.44,0.69,3.44,8.01,4.47,
3,210824_pCUPCdc5_Nup60Phosphomutants2_01_01_R3D_D3D_nucleus_11_substack_frame_1_middleslice,1039.4,404.41,2.57,0.39,3.88,8.73,4.98,
4,210824_pCUPCdc5_Nup60Phosphomutants2_01_01_R3D_D3D_nucleus_11_substack_frame_2_middleslice,758.46,395.11,1.92,0.52,3.24,7.68,4.24,
5,210824_pCUPCdc5_Nup60Phosphomutants2_01_01_R3D_D3D_nucleus_12_substack_frame_1_middleslice,985.92,394.78,2.5,0.4,3.63,8.38,4.7,
6,210824_pCUPCdc5_Nup60Phosphomutants2_01_01_R3D_D3D_nucleus_12_substack_frame_2_middleslice,759.44,429.19,1.77,0.57,3.09,8.03,4.24,
7,210824_pCUPCdc5_Nup60Phosphomutants2_01_01_R3D_D3D_nucleus_1_substack_frame_1_middleslice,985.01,386.72,2.55,0.39,3.64,8.36,4.69,
8,210824_pCUPCdc5_Nup60Phosphomutants2_01_01_R3D_D3D_nucleus_1_substack_frame_2_middleslice,775.09,485.44,1.6,0.63,3.65,8.5,4.73,
9,210824_pCUPCdc5_Nup60Phosphomutants2_01_01_R3D_D3D_nucleus_2_substack_frame_1_middleslice,631.57,388.79,1.62,0.62,3.45,7.83,4.45,
10,210824_pCUPCdc5_Nup60Phosphomutants2_01_01_R3D_D3D_nucleus_2_substack_frame_2_middleslice,533.21,412.56,1.29,0.77,3.29,8.39,4.51,
11,210824_pCUPCdc5_Nup60Phosphomutants2_01_01_R3D_D3D_nucleus_3_substack_frame_1_middleslice,665.82,377.54,1.76,0.57,3.38,7.86,4.4,
12,210824_pCUPCdc5_Nup60Phosphomutants2_01_01_R3D_D3D_nucleus_3_substack_frame_2_middleslice,580.46,399.37,1.45,0.69,3.74,8.77,4.88,
13,210824_pCUPCdc5_Nup60Phosphomutants2_01_01_R3D_D3D_nucleus_4_substack_frame_1_middleslice,507.28,217.39,2.33,0.43,1.8,5.25,2.52,
14,210824_pCUPCdc5_Nup60Phosphomutants2_01_01_R3D_D3D_nucleus_4_substack_frame_2_middleslice,531.94,255.25,2.08,0.48,2.3,6.03,3.09,
15,210824_pCUPCdc5_Nup60Phosphomutants2_01_01_R3D_D3D_nucleus_5_substack_frame_1_middleslice,519.53,186.28,2.79,0.36,1.52,4.78,2.19,
16,210824_pCUPCdc5_Nup60Phosphomutants2_01_01_R3D_D3D_nucleus_5_substack_frame_2_middleslice,564.65,266.45,2.12,0.47,2.45,6.46,3.31,
17,210824_pCUPCdc5_Nup60Phosphomutants2_01_01_R3D_D3D_nucleus_6_substack_frame_1_middleslice,798.91,314.64,2.54,0.39,3.04,7.33,4,
18,210824_pCUPCdc5_Nup60Phosphomutants2_01_01_R3D_D3D_nucleus_6_substack_frame_2_middleslice,581.82,317.03,1.84,0.54,3.07,7.45,4.02,
19,210824_pCUPCdc5_Nup60Phosphomutants2_01_01_R3D_D3D_nucleus_7_substack_frame_1_middleslice,1015.78,437.87,2.32,0.43,3.99,8.84,5.07,
20,210824_pCUPCdc5_Nup60Phosphomutants2_01_01_R3D_D3D_nucleus_7_substack_frame_2_middleslice,670.26,462.76,1.45,0.69,3.15,7.72,4.15,
21,210824_pCUPCdc5_Nup60Phosphomutants2_01_01_R3D_D3D_nucleus_8_substack_frame_1_middleslice,819.06,348.64,2.35,0.43,3.3,7.94,4.34,
22,210824_pCUPCdc5_Nup60Phosphomutants2_01_01_R3D_D3D_nucleus_8_substack_frame_2_middleslice,621.4,432,1.44,0.7,3.04,7.24,4,
