"","Data.Set","Image","Nuclear.Envelope","Nucleoplasm","NE.Nuc.Ratio","Nuc.NE.Ratio","Nucleoplasmic.Area","WholeNuc.Area","Nuc.Area","BAD","Time.point","Nucleus.ID","NE.mean","Nuc.mean","Norm.Nuc.NE.Ratio","Norm.NE.Nuc.Ratio","n","Sample","Experiment"
"538","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_25_R3D_D3D_nucleus_1_substack_frame_2_middleslice",1069.47,482.77,2.22,0.45,3.8,8.52,4.91,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_25_R3D_D3D_nucleus_1",226.582627118644,127.044736842105,0.560699372487996,1.78348692555637,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"539","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_25_R3D_D3D_nucleus_2_substack_frame_1_middleslice",902.82,429.93,2.1,0.48,4.4,9.77,5.65,0,"Pre","210525_pCUPCdc5_Nup60Phosphomutants_01_25_R3D_D3D_nucleus_2",168.122905027933,97.7113636363636,0.581190074131358,1.72060749918104,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"540","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_25_R3D_D3D_nucleus_2_substack_frame_2_middleslice",822.43,384.52,2.14,0.47,3.6,9.26,4.98,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_25_R3D_D3D_nucleus_2",145.305653710247,106.811111111111,0.735078838185486,1.3603982975057,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"541","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_25_R3D_D3D_nucleus_4_substack_frame_1_middleslice",960.86,388.41,2.47,0.4,4.2,9.33,5.35,0,"Pre","210525_pCUPCdc5_Nup60Phosphomutants_01_25_R3D_D3D_nucleus_4",187.302144249513,92.4785714285714,0.493740057270124,2.02535724066825,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"542","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_25_R3D_D3D_nucleus_4_substack_frame_2_middleslice",836.31,342.21,2.44,0.41,3.01,7.21,3.94,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_25_R3D_D3D_nucleus_4",199.121428571429,113.691029900332,0.570963309755229,1.75142602495544,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"543","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_25_R3D_D3D_nucleus_5_substack_frame_1_middleslice",880.57,389.27,2.26,0.44,3.88,9.48,5.16,0,"Pre","210525_pCUPCdc5_Nup60Phosphomutants_01_25_R3D_D3D_nucleus_5",157.244642857143,100.327319587629,0.638033307619748,1.56731629533669,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"544","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_25_R3D_D3D_nucleus_5_substack_frame_2_middleslice",861.77,346.27,2.49,0.4,3.28,7.75,4.3,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_25_R3D_D3D_nucleus_5",192.789709172259,105.57012195122,0.547592101282188,1.8261768160251,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"545","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_25_R3D_D3D_nucleus_6_substack_frame_1_middleslice",919.48,282.74,3.25,0.31,3.44,8.44,4.58,0,"Pre","210525_pCUPCdc5_Nup60Phosphomutants_01_25_R3D_D3D_nucleus_6",183.896,82.1918604651163,0.44694751634139,2.23739916531089,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"546","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_25_R3D_D3D_nucleus_6_substack_frame_2_middleslice",1036.99,614.41,1.69,0.59,3.5,8.22,4.58,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_25_R3D_D3D_nucleus_6",219.701271186441,175.545714285714,0.799020020857068,1.25153309541274,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"547","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_25_R3D_D3D_nucleus_7_substack_frame_1_middleslice",713.42,246.44,2.89,0.35,1.94,5.39,2.7,0,"Pre","210525_pCUPCdc5_Nup60Phosphomutants_01_25_R3D_D3D_nucleus_7",206.788405797101,127.030927835052,0.614303917791662,1.62785873740617,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"548","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_25_R3D_D3D_nucleus_7_substack_frame_2_middleslice",589.46,308.35,1.91,0.52,2.18,6.1,3.03,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_25_R3D_D3D_nucleus_7",150.372448979592,141.44495412844,0.940630781025831,1.06311638973734,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"549","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_25_R3D_D3D_nucleus_8_substack_frame_1_middleslice",858.59,348.74,2.46,0.41,3.53,8.48,4.66,0,"Pre","210525_pCUPCdc5_Nup60Phosphomutants_01_25_R3D_D3D_nucleus_8",173.452525252525,98.7932011331445,0.569569114023067,1.75571317927801,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"550","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_25_R3D_D3D_nucleus_8_substack_frame_2_middleslice",826.69,449.94,1.84,0.54,3.79,9,5.02,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_25_R3D_D3D_nucleus_8",158.673704414587,118.717678100264,0.748187474025783,1.33656340785724,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"551","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_25_R3D_D3D_nucleus_9_substack_frame_1_middleslice",1257.81,433.7,2.9,0.34,3.43,8.09,4.52,0,"Pre","210525_pCUPCdc5_Nup60Phosphomutants_01_25_R3D_D3D_nucleus_9",269.916309012876,126.443148688047,0.468453162946945,2.13468512777072,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"552","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_25_R3D_D3D_nucleus_9_substack_frame_2_middleslice",1194.14,571.48,2.09,0.48,3.84,8.69,4.98,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_25_R3D_D3D_nucleus_9",246.214432989691,148.822916666667,0.604444324646468,1.65441209260239,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"553","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_12_substack_frame_1_middleslice",722.24,289.47,2.5,0.4,3.24,7.72,4.22,0,"Pre","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_12",161.214285714286,89.3425925925926,0.554185332873857,1.80445049820115,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"554","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_12_substack_frame_2_middleslice",729.92,319.63,2.28,0.44,2.67,6.87,3.58,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_12",173.790476190476,119.711610486891,0.68882721948288,1.45174286340009,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"555","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_13_substack_frame_1_middleslice",915.04,369.26,2.48,0.4,4.05,9.27,5.26,0,"Pre","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_13",175.295019157088,91.1753086419753,0.520124924714888,1.92261503435576,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"556","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_13_substack_frame_2_middleslice",836.55,349.4,2.39,0.42,2.72,7.18,3.72,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_13",187.567264573991,128.455882352941,0.684852352273167,1.46016874539569,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"557","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_1_substack_frame_1_middleslice",567.09,162.74,3.48,0.29,2.74,7.03,3.68,0,"Pre","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_1",132.188811188811,59.3941605839416,0.449313070068436,2.22561965501624,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"558","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_1_substack_frame_2_middleslice",753.24,305.75,2.46,0.41,2.51,6.42,3.35,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_1",192.644501278772,121.812749003984,0.632318847386726,1.58148061556735,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"559","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_2_substack_frame_1_middleslice",712.36,316.18,2.25,0.44,3.29,7.76,4.34,0,"Pre","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_2",159.364653243848,96.1033434650456,0.603040520647922,1.65826336002359,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"560","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_2_substack_frame_2_middleslice",640.08,322.77,1.98,0.5,2.75,6.86,3.66,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_2",155.737226277372,117.370909090909,0.753647100930565,1.32688097488234,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"561","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_4_substack_frame_1_middleslice",816.87,330.18,2.47,0.4,2.56,6.48,3.43,0,"Pre","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_4",208.385204081633,128.9765625,0.618933398215138,1.61568272593428,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"562","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_4_substack_frame_2_middleslice",712.25,301.62,2.36,0.42,2.56,7.04,3.56,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_4",158.984375,117.8203125,0.741081081081081,1.34938001458789,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"563","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_5_substack_frame_1_middleslice",1127.85,457.96,2.46,0.41,4.22,9.44,5.4,0,"Pre","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_5",216.063218390805,108.521327014218,0.50226654875579,1.99097471746265,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"564","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_5_substack_frame_2_middleslice",1033.01,490.43,2.11,0.47,3.18,7.38,4.13,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_5",245.954761904762,154.223270440252,0.627039172756369,1.59479669444598,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"565","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_6_substack_frame_1_middleslice",781.63,202.45,3.86,0.26,2.89,7.18,3.91,0,"Pre","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_6",182.198135198135,70.0519031141868,0.384481998336632,2.60090200406328,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"566","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_6_substack_frame_2_middleslice",757.96,261.18,2.9,0.34,2.41,6.58,3.36,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_6",181.764988009592,108.373443983402,0.596228378028904,1.67720966805696,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"567","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_7_substack_frame_1_middleslice",929.9,315.63,2.95,0.34,3.42,7.86,4.47,0,"Pre","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_7",209.436936936937,92.2894736842105,0.440655192125922,2.26934804779116,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"568","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_7_substack_frame_2_middleslice",881.66,274.23,3.21,0.31,2.22,6.52,3.3,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_7",205.037209302326,123.527027027027,0.602461511485398,1.6598570712583,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"569","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_8_substack_frame_1_middleslice",1095.55,391.15,2.8,0.36,3.72,8.91,4.88,0,"Pre","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_8",211.088631984586,105.147849462366,0.49812180065691,2.00754112484382,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"570","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_8_substack_frame_2_middleslice",761.11,388.57,1.96,0.51,3.03,7.68,4.13,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_8",163.679569892473,128.240924092409,0.783487665422479,1.27634427972873,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"571","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_9_substack_frame_1_middleslice",691.9,224.74,3.08,0.32,2.53,6.69,3.51,0,"Pre","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_9",166.322115384615,88.8300395256917,0.5340843538472,1.87236340626091,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"572","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_9_substack_frame_2_middleslice",555.65,213.74,2.6,0.38,2.45,6.37,3.31,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_26_R3D_D3D_nucleus_9",141.747448979592,87.2408163265306,0.615466570682984,1.62478361560775,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"573","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_10_substack_frame_1_middleslice",763.53,278.56,2.74,0.36,2.44,6.66,3.42,0,"Pre","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_10",180.931279620853,114.16393442623,0.630979533585699,1.5848374579081,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"574","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_10_substack_frame_2_middleslice",631.94,337.12,1.87,0.53,3.17,7.74,4.2,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_10",138.280087527352,106.347003154574,0.769069538906231,1.30027253637193,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"575","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_11_substack_frame_1_middleslice",913.42,342.89,2.66,0.38,3.32,8.42,4.49,0,"Pre","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_11",179.101960784314,103.280120481928,0.576655442685546,1.73413779872239,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"576","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_11_substack_frame_2_middleslice",770.9,368.55,2.09,0.48,3.58,8.39,4.7,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_11",160.27027027027,102.946927374302,0.64233327366765,1.55682422349089,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"577","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_12_substack_frame_1_middleslice",913.05,424.15,2.15,0.46,4.87,10.82,6.26,0,"Pre","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_12",153.453781512605,87.094455852156,0.567561483292622,1.761923649573,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"578","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_12_substack_frame_2_middleslice",854.45,512.52,1.67,0.6,3.52,8.09,4.52,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_12",186.969365426696,145.602272727273,0.778749354981142,1.28411021287358,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"579","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_13_substack_frame_1_middleslice",866.97,295.98,2.93,0.34,2.34,6.26,3.19,0,"Pre","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_13",221.165816326531,126.48717948718,0.571911073727746,1.74852358336402,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"580","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_13_substack_frame_2_middleslice",775.3,312.58,2.48,0.4,2.34,6.35,3.21,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_13",193.341645885287,133.581196581197,0.690907517464979,1.44737171722942,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"581","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_14_substack_frame_1_middleslice",900.37,365,2.47,0.41,3.95,8.99,5.07,0,"Pre","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_14",178.644841269841,92.4050632911392,0.517255704862825,1.93327978908458,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"582","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_14_substack_frame_2_middleslice",685.97,409.3,1.68,0.6,3.63,8.38,4.68,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_14",144.414736842105,112.754820936639,0.780770878389778,1.28078547455862,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"583","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_15_substack_frame_1_middleslice",909.3,258.94,3.51,0.28,3.22,7.6,4.33,0,"Pre","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_15",207.602739726027,80.416149068323,0.387355914350879,2.58160508966482,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"584","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_15_substack_frame_2_middleslice",805.95,431.24,1.87,0.54,3.53,8.38,4.64,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_15",166.175257731959,122.164305949009,0.735153401393004,1.36026031860174,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"585","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_16_substack_frame_1_middleslice",816.86,315.17,2.59,0.39,3.28,7.85,4.28,0,"Pre","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_16",178.74398249453,96.0884146341463,0.537575661530799,1.86020326357857,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"586","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_16_substack_frame_2_middleslice",766.48,378.29,2.03,0.49,2.82,7.02,3.78,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_16",182.495238095238,134.145390070922,0.735062412976036,1.36042869604952,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"587","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_17_substack_frame_1_middleslice",1132.5,443.43,2.55,0.39,4.54,9.82,5.82,0,"Pre","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_17",214.488636363636,97.6718061674009,0.455370540012253,2.19601382200327,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"588","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_17_substack_frame_2_middleslice",1036.54,596.37,1.74,0.58,4.24,9.56,5.43,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_17",194.838345864662,140.653301886792,0.721897433806448,1.38523833604334,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"589","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_18_substack_frame_1_middleslice",904.39,288.97,3.13,0.32,3.1,7.73,4.19,0,"Pre","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_18",195.332613390929,93.2161290322581,0.477217436525564,2.09548085099449,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"590","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_18_substack_frame_2_middleslice",977.82,432.64,2.26,0.44,3.44,8.1,4.49,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_18",209.832618025751,125.767441860465,0.599370312603309,1.6684176359296,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"591","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_1_substack_frame_1_middleslice",617.49,299.58,2.06,0.49,2.61,6.81,3.53,0,"Pre","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_1",147.021428571429,114.781609195402,0.780713466810296,1.28087966009556,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"592","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_1_substack_frame_2_middleslice",619.43,362.57,1.71,0.59,2.77,6.97,3.71,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_1",147.483333333333,130.891696750903,0.887501616572963,1.12675851100017,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"593","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_20_substack_frame_1_middleslice",1087.09,409.83,2.65,0.38,3.78,8.97,4.97,0,"Pre","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_20",209.458574181117,108.420634920635,0.517623283479837,1.9319069136096,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"594","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_20_substack_frame_2_middleslice",1385.67,553.33,2.5,0.4,3.32,8.08,4.37,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_20",291.107142857143,166.665662650602,0.572523439359203,1.74665337915117,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"595","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_4_substack_frame_1_middleslice",1213.58,436.7,2.78,0.36,4.02,10.28,5.54,0,"Pre","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_4",193.862619808307,108.63184079602,0.560354754843591,1.78458376832927,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"596","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_4_substack_frame_2_middleslice",1070.85,495.75,2.16,0.46,4.68,9.99,5.92,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_4",201.666666666667,105.929487179487,0.525270184361094,1.90378214826021,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"597","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_5_substack_frame_1_middleslice",1026.2,392.94,2.61,0.38,4.13,9.42,5.35,0,"Pre","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_5",193.988657844991,95.1428571428571,0.490455773032269,2.0389198271996,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"598","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_5_substack_frame_2_middleslice",979.52,578.74,1.69,0.59,3.72,8.48,4.79,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_5",205.781512605042,155.575268817204,0.75602160197841,1.32271352747478,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"599","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_6_substack_frame_1_middleslice",983.09,456.49,2.15,0.46,4.24,9.9,5.61,0,"Pre","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_6",173.690812720848,107.662735849057,0.61985279568062,1.6132862624294,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"600","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_6_substack_frame_2_middleslice",871.15,509,1.71,0.58,3.22,7.6,4.21,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_6",198.892694063927,158.074534161491,0.794772954861194,1.25822097227082,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"601","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_7_substack_frame_1_middleslice",1230.39,413.26,2.98,0.34,3.92,9.14,5.12,0,"Pre","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_7",235.706896551724,105.423469387755,0.447265103100709,2.23581046915443,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
"602","210525_29636_measurements.csv","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_7_substack_frame_2_middleslice",1140.61,449.07,2.54,0.39,2.86,7.05,3.77,0,"Post","210525_pCUPCdc5_Nup60Phosphomutants_01_27_R3D_D3D_nucleus_7",272.221957040573,157.017482517483,0.576799477251867,1.73370476125334,2,"Nup60-Nterm3A","pCUP-Cdc5_induction"
