 ,Image,Nuclear.Envelope,Nucleoplasm,NE.Nuc.Ratio,Nuc.NE.Ratio,Nucleoplasmic.Area,WholeNuc.Area,Nuc.Area,BAD
12,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_15_substack_frame_2,402.56,214.84,1.87,0.53,2.91,7.39,3.93,
13,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_16_substack_frame_1,461.09,273.1,1.69,0.59,2.88,7.04,3.84,
14,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_16_substack_frame_2,370.57,237.56,1.56,0.64,2.83,7.12,3.79,
15,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_17_substack_frame_1,367.21,218.86,1.68,0.6,2.09,5.72,2.88,
16,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_17_substack_frame_2,297.19,237.89,1.25,0.8,3.26,7.74,4.27,
17,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_18_substack_frame_1,444.3,256.59,1.73,0.58,2.29,6.11,3.1,
18,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_18_substack_frame_2,430.83,220.5,1.95,0.51,2.81,7.1,3.79,
19,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_19_substack_frame_1,436.15,159.79,2.73,0.37,1.22,4.12,1.83,
20,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_19_substack_frame_2,383.17,177.9,2.15,0.46,1.43,4.51,2.1,
21,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_1_substack_frame_1,566.27,304.18,1.86,0.54,2.48,6.31,3.35,
22,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_1_substack_frame_2,594.27,332.84,1.79,0.56,3.12,7.51,4.1,
23,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_20_substack_frame_1,409.17,152.53,2.68,0.37,1.27,4.35,1.91,
24,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_20_substack_frame_2,295.21,119.85,2.46,0.41,1.12,4.01,1.7,
25,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_21_substack_frame_1,383.17,289.02,1.33,0.75,2.56,6.67,3.45,
26,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_21_substack_frame_2,389.76,257.64,1.51,0.66,3.21,7.68,4.22,
27,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_22_substack_frame_1,457.27,221.77,2.06,0.48,1.85,5.3,2.62,
28,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_22_substack_frame_2,387.17,296.3,1.31,0.77,3.46,8.13,4.5,
29,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_23_substack_frame_1,443.84,310.74,1.43,0.7,2.89,7,3.79,
30,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_23_substack_frame_2,539.96,300.91,1.79,0.56,3.28,8.03,4.33,
31,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_24_substack_frame_1,628.04,423.65,1.48,0.67,3.33,7.81,4.33,
32,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_24_substack_frame_2,509.66,344.34,1.48,0.68,3.61,8.37,4.72,
33,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_25_substack_frame_1,407.46,261.86,1.56,0.64,2.52,6.53,3.38,
34,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_25_substack_frame_2,453.29,322.29,1.41,0.71,3.51,8.32,4.61,
35,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_26_substack_frame_1,394.99,134.25,2.94,0.34,1.19,4.08,1.77,
36,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_26_substack_frame_2,384.94,168.55,2.28,0.44,1.66,5.01,2.38,
37,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_27_substack_frame_1,522.86,286.68,1.82,0.55,2.72,6.82,3.67,
38,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_27_substack_frame_2,412.52,271.32,1.52,0.66,2.95,7.15,3.89,
39,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_28_substack_frame_1,329.29,301.44,1.09,0.92,2.82,7.02,3.82,
40,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_28_substack_frame_2,243.45,289.61,0.84,1.19,4.05,8.95,5.18,
41,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_29_substack_frame_1,387.82,160.4,2.42,0.41,1.24,4.22,1.85,
42,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_29_substack_frame_2,378.9,130.96,2.89,0.35,1.19,4.27,1.82,
43,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_2_substack_frame_1,546.12,328.56,1.66,0.6,2.76,6.93,3.73,
44,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_2_substack_frame_2,415.8,309.52,1.34,0.74,3.38,7.92,4.41,
45,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_30_substack_frame_1,417.19,330.45,1.26,0.79,2.82,7.02,3.74,
46,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_30_substack_frame_2,324.13,236.47,1.37,0.73,3.14,7.52,4.14,
47,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_31_substack_frame_1,641.13,332.05,1.93,0.52,2.54,6.55,3.43,
48,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_31_substack_frame_2,501.24,410.48,1.22,0.82,3.3,7.59,4.23,
49,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_32_substack_frame_1,365.99,152.35,2.4,0.42,1.33,4.5,1.98,
50,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_32_substack_frame_2,358.42,166.62,2.15,0.46,1.92,5.47,2.68,
51,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_33_substack_frame_1,426.24,128.89,3.31,0.3,1.69,5.05,2.41,
52,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_33_substack_frame_2,417.47,207.74,2.01,0.5,3.31,7.88,4.36,
53,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_34_substack_frame_1,360.34,208.05,1.73,0.58,1.5,4.77,2.18,
54,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_34_substack_frame_2,376.7,142.69,2.64,0.38,1.13,4.02,1.76,
55,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_35_substack_frame_1,308.06,145.53,2.12,0.47,1.18,4.07,1.77,
56,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_35_substack_frame_2,281,132.64,2.12,0.47,1.32,4.49,1.97,
57,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_36_substack_frame_1,443.83,198.06,2.24,0.45,2.66,6.67,3.53,
58,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_36_substack_frame_2,412.57,219.83,1.88,0.53,2.36,6.89,3.39,
59,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_37_substack_frame_1,483.31,208.2,2.32,0.43,1.75,5.2,2.47,
60,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_37_substack_frame_2,363.46,213.29,1.7,0.59,2.24,6.06,3.05,
61,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_3_substack_frame_1,514.86,368.54,1.4,0.72,3.23,7.71,4.21,
62,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_3_substack_frame_2,403.82,265.2,1.52,0.66,3.25,7.73,4.26,
63,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_4_substack_frame_1,410.08,249.07,1.65,0.61,2.48,6.4,3.35,
64,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_4_substack_frame_2,444.95,368.81,1.21,0.83,4.37,9.5,5.51,
65,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_5_substack_frame_1,400.82,155.18,2.58,0.39,1.48,4.75,2.16,
66,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_5_substack_frame_2,278.99,137.86,2.02,0.49,1.24,4.22,1.91,
67,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_6_substack_frame_1,393.13,170.59,2.3,0.43,1.67,5.02,2.39,
68,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_6_substack_frame_2,382.52,187.1,2.04,0.49,1.95,5.49,2.73,
69,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_7_substack_frame_1,442.75,248.98,1.78,0.56,2.72,6.91,3.63,
70,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_7_substack_frame_2,313.83,180.2,1.74,0.57,2.12,5.95,2.97,
71,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_8_substack_frame_1,330.6,204.49,1.62,0.62,1.36,4.44,1.99,
72,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_8_substack_frame_2,304,149.65,2.03,0.49,1.15,4.14,1.81,
73,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_9_substack_frame_1,467.36,312.26,1.5,0.67,2.13,5.96,2.95,
74,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_31_R3D_D3D_nucleus_9_substack_frame_2,388.84,286.45,1.36,0.74,2.84,7.04,3.8,
75,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_10_substack_frame_1,589.89,345.23,1.71,0.59,3.23,7.61,4.21,
76,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_10_substack_frame_2,628.03,364.16,1.72,0.58,3.45,8.39,4.57,
77,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_11_substack_frame_1,564.59,442.05,1.28,0.78,3.28,7.66,4.23,
78,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_11_substack_frame_2,579.88,414.78,1.4,0.72,2.98,7.18,3.89,
79,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_12_substack_frame_1,424.36,241.41,1.76,0.57,2.98,7.27,3.95,
80,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_12_substack_frame_2,366.77,217.84,1.68,0.59,3.28,7.75,4.31,
81,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_13_substack_frame_1,423.06,226.41,1.87,0.54,1.98,5.43,2.73,
82,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_13_substack_frame_2,500.43,267.84,1.87,0.54,2.4,6.23,3.24,
83,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_14_substack_frame_1,345.82,170.03,2.03,0.49,1.33,4.31,1.94,
84,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_14_substack_frame_2,268.81,201.74,1.33,0.75,1.62,4.98,2.32,
85,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_15_substack_frame_1,354.44,169.14,2.1,0.48,1.34,4.42,1.98,
86,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_15_substack_frame_2,284.45,122.68,2.32,0.43,1.18,4.07,1.77,
87,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_16_substack_frame_1,451.02,157.48,2.86,0.35,1.53,4.88,2.24,
88,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_16_substack_frame_2,444.13,289.37,1.53,0.65,3.01,7.39,4.03,
89,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_17_substack_frame_1,470.63,285.78,1.65,0.61,2.6,6.61,3.51,
90,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_17_substack_frame_2,442.23,300.9,1.47,0.68,3.43,7.81,4.47,
91,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_18_substack_frame_1,640.72,293.84,2.18,0.46,2.9,7.29,3.88,
92,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_18_substack_frame_2,534.48,345.37,1.55,0.65,4.36,9.58,5.55,
93,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_19_substack_frame_1,436.58,153.63,2.84,0.35,1.28,4.45,2.01,
94,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_19_substack_frame_2,423.32,252.22,1.68,0.6,3,7.53,4.02,
95,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_1_substack_frame_1,541.26,290.58,1.86,0.54,3.75,9.14,4.99,
96,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_1_substack_frame_2,475.13,332.42,1.43,0.7,4.42,9.35,5.54,
97,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_20_substack_frame_1,498.85,275.2,1.81,0.55,2.76,6.96,3.71,
98,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_20_substack_frame_2,0,0,0,0,0,0,0,
99,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_21_substack_frame_1,455.36,250.07,1.82,0.55,2.82,6.93,3.79,
100,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_21_substack_frame_2,413.24,184.35,2.24,0.45,2.49,6.88,3.46,
101,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_22_substack_frame_1,432.22,277.51,1.56,0.64,2.41,6.24,3.23,
102,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_22_substack_frame_2,491.31,248.14,1.98,0.51,2.8,7,3.71,
103,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_23_substack_frame_1,578.99,342.51,1.69,0.59,3.26,7.93,4.33,
104,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_23_substack_frame_2,498.37,250.61,1.99,0.5,2.83,7.31,3.84,
105,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_24_substack_frame_1,354.9,155.7,2.28,0.44,1.27,4.35,1.9,
106,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_24_substack_frame_2,271.14,112.38,2.41,0.41,1.2,4.19,1.83,
107,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_25_substack_frame_1,588.71,376.57,1.56,0.64,3.01,7.3,3.95,
108,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_25_substack_frame_2,471.01,291.53,1.62,0.62,2.96,7.34,3.94,
109,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_26_substack_frame_1,516.5,387.65,1.33,0.75,3.04,7.39,4,
110,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_26_substack_frame_2,582.7,326.2,1.79,0.56,3,7.57,4.02,
111,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_27_substack_frame_1,593.55,356.87,1.66,0.6,3.37,7.94,4.38,
112,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_27_substack_frame_2,518.53,240.68,2.15,0.46,2.88,7.26,3.87,
113,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_28_substack_frame_1,510.87,327.68,1.56,0.64,3.11,7.5,4.09,
114,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_28_substack_frame_2,384.9,276.81,1.39,0.72,3.38,7.95,4.44,
115,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_29_substack_frame_1,524.57,299.81,1.75,0.57,2.61,6.81,3.52,
116,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_29_substack_frame_2,391.11,199.67,1.96,0.51,2.41,6.83,3.47,
117,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_2_substack_frame_1,653.67,386.77,1.69,0.59,3.35,7.92,4.38,
118,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_2_substack_frame_2,482.82,308.61,1.56,0.64,3.01,7.55,4.01,
119,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_30_substack_frame_1,492.24,189.06,2.6,0.38,1.99,5.72,2.8,
120,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_30_substack_frame_2,394.84,283.55,1.39,0.72,3.1,7.48,4.09,
121,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_31_substack_frame_1,486.77,320.24,1.52,0.66,2.6,6.7,3.51,
122,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_31_substack_frame_2,454.92,238.92,1.9,0.53,2.67,6.96,3.67,
123,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_32_substack_frame_1,584.12,356.16,1.64,0.61,3.3,7.59,4.24,
124,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_32_substack_frame_2,501.63,274.39,1.83,0.55,2.55,6.66,3.52,
125,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_33_substack_frame_1,487.6,289.51,1.68,0.59,2.25,6.07,3.11,
126,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_33_substack_frame_2,422.36,367.58,1.15,0.87,3.82,8.64,4.92,
127,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_3_substack_frame_1,440.5,315.78,1.39,0.72,3.01,7.3,3.94,
128,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_3_substack_frame_2,440.61,283.23,1.56,0.64,3.53,8.1,4.55,
129,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_4_substack_frame_1,0,0,0,0,0,0,0,
130,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_4_substack_frame_2,379.14,203.61,1.86,0.54,2.37,6.28,3.29,
131,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_5_substack_frame_1,418.42,153.51,2.73,0.37,1.04,4.02,1.64,
132,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_5_substack_frame_2,419.21,300.16,1.4,0.72,2.84,6.95,3.73,
133,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_6_substack_frame_1,0,0,0,0,0,0,0,
134,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_6_substack_frame_2,477.9,197.53,2.42,0.41,2.12,6.13,3.03,
135,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_7_substack_frame_1,265.98,139.16,1.91,0.52,1.27,4.26,1.89,
136,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_7_substack_frame_2,345.71,106.76,3.24,0.31,1.18,4.26,1.82,
137,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_8_substack_frame_1,447.64,343.36,1.3,0.77,3.18,7.66,4.19,
138,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_8_substack_frame_2,495.28,322.84,1.53,0.65,3.98,9.11,5.14,
139,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_9_substack_frame_1,443.19,192.74,2.3,0.43,1.9,5.44,2.65,
140,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_32_R3D_D3D_nucleus_9_substack_frame_2,391.1,236.88,1.65,0.61,2.75,6.86,3.71,
141,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_33_R3D_D3D_nucleus_10_substack_frame_1,514.11,357.53,1.44,0.7,2.76,6.96,3.72,
142,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_33_R3D_D3D_nucleus_10_substack_frame_2,455.22,293.05,1.55,0.64,3.49,8.29,4.62,
143,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_33_R3D_D3D_nucleus_11_substack_frame_1,343.31,156.49,2.19,0.46,1.14,4.03,1.77,
144,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_33_R3D_D3D_nucleus_11_substack_frame_2,254.12,158.74,1.6,0.62,1.48,4.75,2.16,
145,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_33_R3D_D3D_nucleus_12_substack_frame_1,385.53,194.44,1.98,0.5,2.18,6,3.01,
146,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_33_R3D_D3D_nucleus_12_substack_frame_2,351.34,209.55,1.68,0.6,2.45,6.65,3.39,
147,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_33_R3D_D3D_nucleus_13_substack_frame_1,611.25,305.7,2,0.5,2.83,7.03,3.74,
148,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_33_R3D_D3D_nucleus_13_substack_frame_2,493.52,221.4,2.23,0.45,2.39,6.49,3.3,
149,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_33_R3D_D3D_nucleus_14_substack_frame_1,548.07,416.41,1.32,0.76,3.54,8.11,4.57,
150,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_33_R3D_D3D_nucleus_14_substack_frame_2,460.88,260.81,1.77,0.57,2.72,7.1,3.68,
151,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_33_R3D_D3D_nucleus_15_substack_frame_1,546.22,291.08,1.88,0.53,2.9,7.19,3.85,
152,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_33_R3D_D3D_nucleus_15_substack_frame_2,363.03,230.97,1.57,0.64,2.47,6.58,3.37,
153,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_33_R3D_D3D_nucleus_16_substack_frame_1,368.83,150.49,2.45,0.41,1.11,4.09,1.73,
154,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_33_R3D_D3D_nucleus_16_substack_frame_2,321.36,149.86,2.14,0.47,1.27,4.26,1.88,
155,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_33_R3D_D3D_nucleus_17_substack_frame_1,466.34,293.91,1.59,0.63,2.72,6.82,3.66,
156,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_33_R3D_D3D_nucleus_17_substack_frame_2,410.11,285.24,1.44,0.7,3.33,7.9,4.35,
157,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_33_R3D_D3D_nucleus_18_substack_frame_1,413.5,215.81,1.92,0.52,3.02,7.55,4.05,
158,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_33_R3D_D3D_nucleus_18_substack_frame_2,357.2,171.29,2.09,0.48,2.46,6.68,3.45,
159,210401_cdc5mncdc20mn_Nup60delta2-47-GFP_01_33_R3D_D3D_nucleus_19_substack_frame_1,436.07,162.44,2.68,0.37,1.64,4.91,2.36,
