 ,Image,Nuclear.Envelope,Nucleoplasm,NE.Nuc.Ratio,Nuc.NE.Ratio,Nucleoplasmic.Area,WholeNuc.Area,Nuc.Area,BAD
1,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_1_substack_frame_1_middleslice,698.7,240.54,2.9,0.34,2.95,7.61,4.01,
2,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_1_substack_frame_2_middleslice,614.42,414.92,1.48,0.68,3.23,8.17,4.35,
3,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_1_substack_frame_3_middleslice,391.89,156.64,2.5,0.4,1.76,5.12,2.49,
4,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_2_substack_frame_1_middleslice,748.05,324.83,2.3,0.43,2.81,6.91,3.71,
5,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_2_substack_frame_2_middleslice,852.83,617.82,1.38,0.72,4.37,10.6,5.82,
6,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_2_substack_frame_3_middleslice,475.67,223.02,2.13,0.47,1.62,4.98,2.32,
7,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_3_substack_frame_1_middleslice,796.94,281.63,2.83,0.35,2.89,7.09,3.85,
8,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_3_substack_frame_2_middleslice,718.27,628.04,1.14,0.87,4.37,11.39,6.06,
9,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_3_substack_frame_3_middleslice,513.72,211.94,2.42,0.41,1.89,5.53,2.67,
10,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_4_substack_frame_1_middleslice,678.52,216.99,3.13,0.32,2.51,6.8,3.46,
11,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_4_substack_frame_2_middleslice,451.5,261.88,1.72,0.58,1.85,5.3,2.6,
12,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_4_substack_frame_3_middleslice,424.8,207.16,2.05,0.49,2.04,5.68,2.84,
13,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_5_substack_frame_1_middleslice,928.23,331.07,2.8,0.36,3.29,7.93,4.36,
14,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_5_substack_frame_2_middleslice,559.13,321.07,1.74,0.57,2.56,7.14,3.66,
15,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_5_substack_frame_3_middleslice,532.11,177.82,2.99,0.33,1.77,5.41,2.61,
16,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_6_substack_frame_1_middleslice,740.87,261.93,2.83,0.35,2.82,7.36,3.88,
17,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_6_substack_frame_2_middleslice,609.49,322.14,1.89,0.53,2.36,6.65,3.37,
18,201211_HighTimeResolution_Nup60GFP_01_21_R3D_D3D_nucleus_6_substack_frame_3_middleslice,498.62,249.62,2,0.5,2.52,6.81,3.49,
19,201211_HighTimeResolution_Nup60GFP_01_22_R3D_D3D_nucleus_1_substack_frame_1_middleslice,658.99,336.9,1.96,0.51,3.6,8.17,4.63,
20,201211_HighTimeResolution_Nup60GFP_01_22_R3D_D3D_nucleus_1_substack_frame_2_middleslice,603.32,579.07,1.04,0.96,4.63,10.57,6.02,
21,201211_HighTimeResolution_Nup60GFP_01_22_R3D_D3D_nucleus_1_substack_frame_3_middleslice,471.36,177.88,2.65,0.38,1.92,5.65,2.73,
