 ,Image,Nuclear.Envelope,Nucleoplasm,NE.Nuc.Ratio,Nuc.NE.Ratio,Nucleoplasmic.Area,WholeNuc.Area,Nuc.Area,BAD
139,210210_Nup1GFP_HighTimeResolution_01_26_R3D_D3D_nucleus_2_substack_frame_1_middleslice,621.86,200.63,3.1,0.32,3.14,7.52,4.09,
140,210210_Nup1GFP_HighTimeResolution_01_26_R3D_D3D_nucleus_2_substack_frame_2_middleslice,368.97,207.05,1.78,0.56,2.3,6.21,3.14,
141,210210_Nup1GFP_HighTimeResolution_01_26_R3D_D3D_nucleus_2_substack_frame_3_middleslice,377.34,105.45,3.58,0.28,1.76,5.21,2.51,
142,210210_Nup1GFP_HighTimeResolution_01_26_R3D_D3D_nucleus_3_substack_frame_1_middleslice,497.54,169,2.94,0.34,3.05,7.62,4.06,
143,210210_Nup1GFP_HighTimeResolution_01_26_R3D_D3D_nucleus_3_substack_frame_2_middleslice,227.48,76.59,2.97,0.34,0.99,4.07,1.64,
144,210210_Nup1GFP_HighTimeResolution_01_26_R3D_D3D_nucleus_3_substack_frame_3_middleslice,319.73,112.34,2.85,0.35,1.95,5.58,2.8,
145,210210_Nup1GFP_HighTimeResolution_01_26_R3D_D3D_nucleus_4_substack_frame_1_middleslice,433.41,142.19,3.05,0.33,1.96,5.78,2.83,
146,210210_Nup1GFP_HighTimeResolution_01_26_R3D_D3D_nucleus_4_substack_frame_2_middleslice,344.15,141.36,2.43,0.41,1.38,4.73,2.08,
147,210210_Nup1GFP_HighTimeResolution_01_26_R3D_D3D_nucleus_4_substack_frame_3_middleslice,275.75,104.51,2.64,0.38,1.45,4.8,2.19,
148,210210_Nup1GFP_HighTimeResolution_01_26_R3D_D3D_nucleus_5_substack_frame_1_middleslice,506.78,183.88,2.76,0.36,3.26,7.83,4.3,
149,210210_Nup1GFP_HighTimeResolution_01_26_R3D_D3D_nucleus_5_substack_frame_2_middleslice,321.84,184.28,1.75,0.57,2.4,6.69,3.36,
150,210210_Nup1GFP_HighTimeResolution_01_26_R3D_D3D_nucleus_5_substack_frame_3_middleslice,522.48,255.16,2.05,0.49,4.06,10.49,5.58,
151,210210_Nup1GFP_HighTimeResolution_01_26_R3D_D3D_nucleus_6_substack_frame_1_middleslice,541.96,191.94,2.82,0.35,3.33,8,4.4,
152,210210_Nup1GFP_HighTimeResolution_01_26_R3D_D3D_nucleus_6_substack_frame_2_middleslice,416.48,187.59,2.22,0.45,2.62,6.73,3.51,
153,210210_Nup1GFP_HighTimeResolution_01_26_R3D_D3D_nucleus_6_substack_frame_3_middleslice,323.96,93.14,3.48,0.29,1.35,4.43,2.01,
154,210210_Nup1GFP_HighTimeResolution_01_27_R3D_D3D_nucleus_1_substack_frame_1_middleslice,477.92,151.55,3.15,0.32,2.75,6.86,3.67,
155,210210_Nup1GFP_HighTimeResolution_01_27_R3D_D3D_nucleus_1_substack_frame_2_middleslice,435.23,252.43,1.72,0.58,2.69,6.98,3.65,
156,210210_Nup1GFP_HighTimeResolution_01_27_R3D_D3D_nucleus_1_substack_frame_3_middleslice,461.66,198.97,2.32,0.43,2.79,6.89,3.72,
157,210210_Nup1GFP_HighTimeResolution_01_27_R3D_D3D_nucleus_2_substack_frame_1_middleslice,586.53,123.23,4.76,0.21,1.88,5.85,2.75,
158,210210_Nup1GFP_HighTimeResolution_01_27_R3D_D3D_nucleus_2_substack_frame_2_middleslice,0,0,0,0,0,0,0,
159,210210_Nup1GFP_HighTimeResolution_01_27_R3D_D3D_nucleus_2_substack_frame_3_middleslice,0,0,0,0,0,0,0,
160,210210_Nup1GFP_HighTimeResolution_01_28_R3D_D3D_nucleus_1_substack_frame_1_middleslice,597.51,238.17,2.51,0.4,3.46,8.5,4.63,
161,210210_Nup1GFP_HighTimeResolution_01_28_R3D_D3D_nucleus_1_substack_frame_2_middleslice,585.97,332.38,1.76,0.57,3.79,8.88,4.94,
162,210210_Nup1GFP_HighTimeResolution_01_28_R3D_D3D_nucleus_1_substack_frame_3_middleslice,320.44,106.75,3,0.33,1.5,4.86,2.24,
163,210210_Nup1GFP_HighTimeResolution_01_28_R3D_D3D_nucleus_2_substack_frame_1_middleslice,581.97,146.34,3.98,0.25,2.83,7.22,3.82,
164,210210_Nup1GFP_HighTimeResolution_01_28_R3D_D3D_nucleus_2_substack_frame_2_middleslice,509.25,261.71,1.95,0.51,3,8.13,4.21,
165,210210_Nup1GFP_HighTimeResolution_01_28_R3D_D3D_nucleus_2_substack_frame_3_middleslice,328.38,80.58,4.07,0.25,1.38,4.64,2.09,
166,210210_Nup1GFP_HighTimeResolution_01_28_R3D_D3D_nucleus_3_substack_frame_1_middleslice,615.34,250.44,2.46,0.41,2.79,7.32,3.82,
