 ,Image,Nuclear.Envelope,Nucleoplasm,NE.Nuc.Ratio,Nuc.NE.Ratio,Nucleoplasmic.Area,WholeNuc.Area,Nuc.Area,BAD
1,210821_VariousHighTimeResolutionMovies_01_01_R3D_D3D_nucleus_1_substack_frame_1_middleslice,746.15,183.31,4.07,0.25,2.84,7.23,3.82,
2,210821_VariousHighTimeResolutionMovies_01_01_R3D_D3D_nucleus_1_substack_frame_2_middleslice,822.3,285.65,2.88,0.35,3.49,8.71,4.68,
3,210821_VariousHighTimeResolutionMovies_01_01_R3D_D3D_nucleus_1_substack_frame_3_middleslice,483.07,117.24,4.12,0.24,1.45,4.8,2.15,
4,210821_VariousHighTimeResolutionMovies_01_01_R3D_D3D_nucleus_2_substack_frame_1_middleslice,796.36,278.85,2.86,0.35,4.36,9.61,5.56,
5,210821_VariousHighTimeResolutionMovies_01_01_R3D_D3D_nucleus_2_substack_frame_2_middleslice,568.18,196.66,2.89,0.35,2.16,5.79,2.97,
6,210821_VariousHighTimeResolutionMovies_01_01_R3D_D3D_nucleus_2_substack_frame_3_middleslice,539.46,207.7,2.6,0.39,2.41,6.24,3.32,
7,210821_VariousHighTimeResolutionMovies_01_02_R3D_D3D_nucleus_1_substack_frame_1_middleslice,712.4,178.59,3.99,0.25,2.32,6.52,3.28,
8,210821_VariousHighTimeResolutionMovies_01_02_R3D_D3D_nucleus_1_substack_frame_2_middleslice,1029.9,458.65,2.25,0.45,4.83,12.82,6.74,
9,210821_VariousHighTimeResolutionMovies_01_02_R3D_D3D_nucleus_1_substack_frame_3_middleslice,597.11,144.28,4.14,0.24,1.81,5.54,2.65,
10,210821_VariousHighTimeResolutionMovies_01_02_R3D_D3D_nucleus_2_substack_frame_1_middleslice,705.61,183.31,3.85,0.26,2.82,7.11,3.75,1
11,210821_VariousHighTimeResolutionMovies_01_02_R3D_D3D_nucleus_2_substack_frame_2_middleslice,785.78,384.85,2.04,0.49,4.45,10.7,5.9,
12,210821_VariousHighTimeResolutionMovies_01_02_R3D_D3D_nucleus_2_substack_frame_3_middleslice,1083.82,429.42,2.52,0.4,5.07,11.75,6.63,
13,210821_VariousHighTimeResolutionMovies_01_02_R3D_D3D_nucleus_3_substack_frame_1_middleslice,881.01,304.8,2.89,0.35,2.76,7.41,3.8,
14,210821_VariousHighTimeResolutionMovies_01_02_R3D_D3D_nucleus_3_substack_frame_2_middleslice,526.7,187.34,2.81,0.36,1.98,5.62,2.76,
15,210821_VariousHighTimeResolutionMovies_01_02_R3D_D3D_nucleus_3_substack_frame_3_middleslice,377.41,107.24,3.52,0.28,0.98,3.78,1.55,
16,210821_VariousHighTimeResolutionMovies_01_02_R3D_D3D_nucleus_4_substack_frame_1_middleslice,816.85,217.18,3.76,0.27,3.49,8.59,4.69,
17,210821_VariousHighTimeResolutionMovies_01_02_R3D_D3D_nucleus_4_substack_frame_2_middleslice,564.52,207.71,2.72,0.37,2.06,5.7,2.84,
18,210821_VariousHighTimeResolutionMovies_01_02_R3D_D3D_nucleus_4_substack_frame_3_middleslice,521.21,110.27,4.73,0.21,1.56,5.11,2.36,
19,210821_VariousHighTimeResolutionMovies_01_02_R3D_D3D_nucleus_5_substack_frame_1_middleslice,1014.76,344.79,2.94,0.34,3.15,8.06,4.27,
20,210821_VariousHighTimeResolutionMovies_01_02_R3D_D3D_nucleus_5_substack_frame_2_middleslice,1239.3,522.26,2.37,0.42,4.93,11.18,6.37,
21,210821_VariousHighTimeResolutionMovies_01_02_R3D_D3D_nucleus_5_substack_frame_3_middleslice,1282.92,502.32,2.55,0.39,5.15,12.77,6.93,
22,210821_VariousHighTimeResolutionMovies_01_03_R3D_D3D_nucleus_1_substack_frame_1_middleslice,744.42,325.6,2.29,0.44,3.91,8.85,5.06,
23,210821_VariousHighTimeResolutionMovies_01_03_R3D_D3D_nucleus_1_substack_frame_2_middleslice,599.52,267.81,2.24,0.45,2.62,7.01,3.58,
24,210821_VariousHighTimeResolutionMovies_01_03_R3D_D3D_nucleus_1_substack_frame_3_middleslice,460.78,114.1,4.04,0.25,1.66,5.01,2.38,
25,210821_VariousHighTimeResolutionMovies_01_03_R3D_D3D_nucleus_2_substack_frame_1_middleslice,701.47,222.68,3.15,0.32,2.56,6.65,3.45,
26,210821_VariousHighTimeResolutionMovies_01_03_R3D_D3D_nucleus_2_substack_frame_2_middleslice,532.86,261.05,2.04,0.49,2.29,6.2,3.14,
27,210821_VariousHighTimeResolutionMovies_01_03_R3D_D3D_nucleus_2_substack_frame_3_middleslice,502.51,174.46,2.88,0.35,1.69,5.33,2.48,
28,210821_VariousHighTimeResolutionMovies_01_04_R3D_D3D_nucleus_1_substack_frame_1_middleslice,817.27,344.58,2.37,0.42,3.37,8.16,4.5,
29,210821_VariousHighTimeResolutionMovies_01_04_R3D_D3D_nucleus_1_substack_frame_2_middleslice,751.54,295.29,2.55,0.39,2.41,6.67,3.42,
30,210821_VariousHighTimeResolutionMovies_01_04_R3D_D3D_nucleus_1_substack_frame_3_middleslice,634.26,179.18,3.54,0.28,1.82,5.27,2.54,
31,210821_VariousHighTimeResolutionMovies_01_04_R3D_D3D_nucleus_2_substack_frame_1_middleslice,684.94,304.64,2.25,0.44,3.1,7.3,4.07,
32,210821_VariousHighTimeResolutionMovies_01_04_R3D_D3D_nucleus_2_substack_frame_2_middleslice,803.23,425.77,1.89,0.53,4.59,10.47,5.92,
33,210821_VariousHighTimeResolutionMovies_01_04_R3D_D3D_nucleus_2_substack_frame_3_middleslice,476.37,73.5,6.48,0.15,1,3.99,1.66,
34,210821_VariousHighTimeResolutionMovies_01_04_R3D_D3D_nucleus_3_substack_frame_1_middleslice,808.56,193.81,4.17,0.24,3.19,7.58,4.17,
35,210821_VariousHighTimeResolutionMovies_01_04_R3D_D3D_nucleus_3_substack_frame_2_middleslice,559.64,174.81,3.2,0.31,2.67,6.96,3.61,
36,210821_VariousHighTimeResolutionMovies_01_04_R3D_D3D_nucleus_3_substack_frame_3_middleslice,653.55,121.84,5.36,0.19,1.73,6.05,2.69,
37,210821_VariousHighTimeResolutionMovies_01_05_R3D_D3D_nucleus_1_substack_frame_1_middleslice,637.08,235.08,2.71,0.37,2.67,6.87,3.59,
38,210821_VariousHighTimeResolutionMovies_01_05_R3D_D3D_nucleus_1_substack_frame_2_middleslice,528.66,112.69,4.69,0.21,1.03,3.92,1.61,
39,210821_VariousHighTimeResolutionMovies_01_05_R3D_D3D_nucleus_1_substack_frame_3_middleslice,494.3,148.34,3.33,0.3,1.26,4.34,1.89,
40,210821_VariousHighTimeResolutionMovies_01_05_R3D_D3D_nucleus_2_substack_frame_1_middleslice,523.93,146.2,3.58,0.28,2.12,6.04,2.98,
41,210821_VariousHighTimeResolutionMovies_01_05_R3D_D3D_nucleus_2_substack_frame_2_middleslice,457.5,91.49,5,0.2,1.06,3.95,1.64,
42,210821_VariousHighTimeResolutionMovies_01_05_R3D_D3D_nucleus_2_substack_frame_3_middleslice,493.72,136.86,3.61,0.28,1.52,4.87,2.22,
43,210821_VariousHighTimeResolutionMovies_01_05_R3D_D3D_nucleus_3_substack_frame_1_middleslice,792.25,193.21,4.1,0.24,2.97,7.26,3.94,
44,210821_VariousHighTimeResolutionMovies_01_05_R3D_D3D_nucleus_3_substack_frame_2_middleslice,606.63,248.21,2.44,0.41,2.6,6.52,3.47,
45,210821_VariousHighTimeResolutionMovies_01_05_R3D_D3D_nucleus_3_substack_frame_3_middleslice,746.17,250.82,2.97,0.34,2.52,6.72,3.45,
46,210821_VariousHighTimeResolutionMovies_01_05_R3D_D3D_nucleus_4_substack_frame_1_middleslice,629.25,116.13,5.42,0.18,2.75,6.95,3.66,
47,210821_VariousHighTimeResolutionMovies_01_05_R3D_D3D_nucleus_4_substack_frame_2_middleslice,600.97,174.49,3.44,0.29,2.68,6.97,3.65,
48,210821_VariousHighTimeResolutionMovies_01_05_R3D_D3D_nucleus_4_substack_frame_3_middleslice,374.75,102.4,3.66,0.27,1.57,4.75,2.27,
49,210821_VariousHighTimeResolutionMovies_01_06_R3D_D3D_nucleus_1_substack_frame_1_middleslice,639.37,222.62,2.87,0.35,3.1,7.48,4.07,
50,210821_VariousHighTimeResolutionMovies_01_06_R3D_D3D_nucleus_1_substack_frame_2_middleslice,876.3,446.16,1.96,0.51,5.85,12.73,7.46,
51,210821_VariousHighTimeResolutionMovies_01_06_R3D_D3D_nucleus_1_substack_frame_3_middleslice,562.25,149.37,3.76,0.27,2.06,5.7,2.88,
