 ,Image,Nuclear.Envelope,Nucleoplasm,NE.Nuc.Ratio,Nuc.NE.Ratio,Nucleoplasmic.Area,WholeNuc.Area,Nuc.Area,BAD
1,210422_CoreNups_HighTimeResolution_01_31_R3D_D3D_nucleus_1_substack_frame_1_middleslice,1776.33,492.42,3.61,0.28,2.77,7.07,3.72,
2,210422_CoreNups_HighTimeResolution_01_31_R3D_D3D_nucleus_1_substack_frame_2_middleslice,1174.21,349.87,3.36,0.3,1.57,4.84,2.27,
3,210422_CoreNups_HighTimeResolution_01_31_R3D_D3D_nucleus_1_substack_frame_3_middleslice,1052.86,328.24,3.21,0.31,1.77,5.22,2.52,
4,210422_CoreNups_HighTimeResolution_01_32_R3D_D3D_nucleus_1_substack_frame_1_middleslice,1372.38,342.2,4.01,0.25,3.03,7.69,4.07,1
5,210422_CoreNups_HighTimeResolution_01_32_R3D_D3D_nucleus_1_substack_frame_2_middleslice,2002.62,940.46,2.13,0.47,5.69,12.96,7.38,
6,210422_CoreNups_HighTimeResolution_01_32_R3D_D3D_nucleus_1_substack_frame_3_middleslice,1905.3,622.51,3.06,0.33,3.66,9.26,4.95,
7,210422_CoreNups_HighTimeResolution_01_32_R3D_D3D_nucleus_2_substack_frame_1_middleslice,1581.41,471.57,3.35,0.3,2.91,7.39,3.92,
8,210422_CoreNups_HighTimeResolution_01_32_R3D_D3D_nucleus_2_substack_frame_2_middleslice,1630.08,839.63,1.94,0.52,4.69,11.03,6.16,
9,210422_CoreNups_HighTimeResolution_01_32_R3D_D3D_nucleus_2_substack_frame_3_middleslice,2022.59,752.54,2.69,0.37,4.77,13.26,6.76,
10,210422_CoreNups_HighTimeResolution_01_32_R3D_D3D_nucleus_3_substack_frame_1_middleslice,1680.73,523.84,3.21,0.31,3.52,8.28,4.61,
11,210422_CoreNups_HighTimeResolution_01_32_R3D_D3D_nucleus_3_substack_frame_2_middleslice,1688.46,674.73,2.5,0.4,4.58,11.02,6.06,
12,210422_CoreNups_HighTimeResolution_01_32_R3D_D3D_nucleus_3_substack_frame_3_middleslice,1414.08,450.92,3.14,0.32,2.98,7.74,4.1,
13,210422_CoreNups_HighTimeResolution_01_32_R3D_D3D_nucleus_4_substack_frame_1_middleslice,1727.5,538.38,3.21,0.31,3.24,7.72,4.22,
14,210422_CoreNups_HighTimeResolution_01_32_R3D_D3D_nucleus_4_substack_frame_2_middleslice,1132.1,491.81,2.3,0.43,2.89,7.46,3.94,
15,210422_CoreNups_HighTimeResolution_01_32_R3D_D3D_nucleus_4_substack_frame_3_middleslice,1735.45,811.12,2.14,0.47,4.02,10.64,5.58,
16,210422_CoreNups_HighTimeResolution_01_33_R3D_D3D_nucleus_2_substack_frame_1_middleslice,1711.63,641.34,2.67,0.37,3.61,8.28,4.68,
17,210422_CoreNups_HighTimeResolution_01_33_R3D_D3D_nucleus_2_substack_frame_2_middleslice,753.24,247.36,3.05,0.33,1.29,4.56,1.99,
18,210422_CoreNups_HighTimeResolution_01_33_R3D_D3D_nucleus_2_substack_frame_3_middleslice,939.52,284.9,3.3,0.3,1.68,5.04,2.38,
19,210422_CoreNups_HighTimeResolution_01_34_R3D_D3D_nucleus_1_substack_frame_1_middleslice,1675.84,486.43,3.45,0.29,3.18,7.64,4.17,
20,210422_CoreNups_HighTimeResolution_01_34_R3D_D3D_nucleus_1_substack_frame_2_middleslice,2059.36,807.98,2.55,0.39,4.72,10.39,6,
21,210422_CoreNups_HighTimeResolution_01_34_R3D_D3D_nucleus_1_substack_frame_3_middleslice,2232.28,838.43,2.66,0.38,4.57,12.94,6.56,
22,210422_CoreNups_HighTimeResolution_01_34_R3D_D3D_nucleus_2_substack_frame_1_middleslice,1533.12,449.44,3.41,0.29,3.11,7.5,4.09,
23,210422_CoreNups_HighTimeResolution_01_34_R3D_D3D_nucleus_2_substack_frame_2_middleslice,1096.92,647.57,1.69,0.59,3.51,8.45,4.68,
24,210422_CoreNups_HighTimeResolution_01_34_R3D_D3D_nucleus_2_substack_frame_3_middleslice,1085.63,742.64,1.46,0.68,3.7,8.64,4.79,
25,210422_CoreNups_HighTimeResolution_01_35_R3D_D3D_nucleus_1_substack_frame_1_middleslice,1598.8,556.6,2.87,0.35,3.09,7.47,4.06,
26,210422_CoreNups_HighTimeResolution_01_35_R3D_D3D_nucleus_1_substack_frame_2_middleslice,1029.01,332.21,3.1,0.32,1.68,5.13,2.46,
27,210422_CoreNups_HighTimeResolution_01_35_R3D_D3D_nucleus_1_substack_frame_3_middleslice,1203.1,605.38,1.99,0.5,2.95,7.43,3.96,
28,210422_CoreNups_HighTimeResolution_01_35_R3D_D3D_nucleus_2_substack_frame_1_middleslice,1475.72,423.35,3.49,0.29,2.52,6.53,3.42,
29,210422_CoreNups_HighTimeResolution_01_35_R3D_D3D_nucleus_2_substack_frame_2_middleslice,1815.09,683.1,2.66,0.38,4.1,11.38,5.78,
30,210422_CoreNups_HighTimeResolution_01_35_R3D_D3D_nucleus_2_substack_frame_3_middleslice,1688.32,549.16,3.07,0.33,3.5,9,4.77,
31,210422_CoreNups_HighTimeResolution_01_36_R3D_D3D_nucleus_1_substack_frame_1_middleslice,1610.03,640.99,2.51,0.4,3.61,8.28,4.66,
32,210422_CoreNups_HighTimeResolution_01_36_R3D_D3D_nucleus_1_substack_frame_2_middleslice,1054.57,374.43,2.82,0.36,2.19,6.11,3.11,
33,210422_CoreNups_HighTimeResolution_01_36_R3D_D3D_nucleus_1_substack_frame_3_middleslice,1478.39,454.07,3.26,0.31,3.15,7.72,4.21,
34,210422_CoreNups_HighTimeResolution_01_36_R3D_D3D_nucleus_3_substack_frame_1_middleslice,2002.49,620.04,3.23,0.31,3.64,8.39,4.69,
35,210422_CoreNups_HighTimeResolution_01_36_R3D_D3D_nucleus_3_substack_frame_2_middleslice,1313.98,612.46,2.15,0.47,2.81,7.19,3.88,
36,210422_CoreNups_HighTimeResolution_01_36_R3D_D3D_nucleus_3_substack_frame_3_middleslice,2312.46,1120.12,2.06,0.48,6.3,16.05,8.67,
37,210422_CoreNups_HighTimeResolution_01_36_R3D_D3D_nucleus_4_substack_frame_1_middleslice,1606.68,547.77,2.93,0.34,3.33,7.9,4.36,
38,210422_CoreNups_HighTimeResolution_01_36_R3D_D3D_nucleus_4_substack_frame_2_middleslice,1880.89,840.24,2.24,0.45,5.3,12.39,6.96,
39,210422_CoreNups_HighTimeResolution_01_36_R3D_D3D_nucleus_4_substack_frame_3_middleslice,1817.1,668.9,2.72,0.37,3.17,8.3,4.36,
40,210422_CoreNups_HighTimeResolution_01_37_R3D_D3D_nucleus_1_substack_frame_1_middleslice,1829.96,535.69,3.42,0.29,3.28,7.75,4.27,
41,210422_CoreNups_HighTimeResolution_01_37_R3D_D3D_nucleus_1_substack_frame_2_middleslice,1159.42,274.79,4.22,0.24,2.11,5.93,2.93,
42,210422_CoreNups_HighTimeResolution_01_37_R3D_D3D_nucleus_1_substack_frame_3_middleslice,1260.03,274.77,4.59,0.22,1.89,5.53,2.68,
43,210422_CoreNups_HighTimeResolution_01_38_R3D_D3D_nucleus_1_substack_frame_1_middleslice,1749.97,465.45,3.76,0.27,3.33,8,4.36,
44,210422_CoreNups_HighTimeResolution_01_38_R3D_D3D_nucleus_1_substack_frame_2_middleslice,1416.68,506.67,2.8,0.36,2.25,7.1,3.47,
45,210422_CoreNups_HighTimeResolution_01_38_R3D_D3D_nucleus_1_substack_frame_3_middleslice,1580.92,557.12,2.84,0.35,2.87,7.81,4.1,
46,210422_CoreNups_HighTimeResolution_01_38_R3D_D3D_nucleus_2_substack_frame_1_middleslice,1891.2,593.2,3.19,0.31,3.36,7.93,4.38,
47,210422_CoreNups_HighTimeResolution_01_38_R3D_D3D_nucleus_2_substack_frame_2_middleslice,2220.25,1123.81,1.98,0.51,5.55,12.26,7.11,
48,210422_CoreNups_HighTimeResolution_01_38_R3D_D3D_nucleus_2_substack_frame_3_middleslice,1844.13,818.63,2.25,0.44,4.13,9.35,5.33,
