 ,Image,Nuclear.Envelope,Nucleoplasm,NE.Nuc.Ratio,Nuc.NE.Ratio,Nucleoplasmic.Area,WholeNuc.Area,Nuc.Area,BAD
1,210428_NewpCUPCdc5_Nup60GFP_01_31_R3D_D3D_nucleus_10_substack_frame_1_middleslice,740.12,287.44,2.57,0.39,2.94,7.41,3.94,
2,210428_NewpCUPCdc5_Nup60GFP_01_31_R3D_D3D_nucleus_10_substack_frame_2_middleslice,645.05,328.12,1.97,0.51,2.49,6.6,3.39,
3,210428_NewpCUPCdc5_Nup60GFP_01_31_R3D_D3D_nucleus_11_substack_frame_1_middleslice,951.3,341.36,2.79,0.36,3.86,8.71,4.95,
4,210428_NewpCUPCdc5_Nup60GFP_01_31_R3D_D3D_nucleus_11_substack_frame_2_middleslice,745.44,474.19,1.57,0.64,3.22,7.6,4.2,
5,210428_NewpCUPCdc5_Nup60GFP_01_31_R3D_D3D_nucleus_12_substack_frame_1_middleslice,733.23,321.77,2.28,0.44,4.16,9.11,5.29,
6,210428_NewpCUPCdc5_Nup60GFP_01_31_R3D_D3D_nucleus_12_substack_frame_2_middleslice,551.66,337.82,1.63,0.61,2.84,7.04,3.78,
7,210428_NewpCUPCdc5_Nup60GFP_01_31_R3D_D3D_nucleus_13_substack_frame_1_middleslice,343.8,150.45,2.29,0.44,1.17,4.15,1.78,
8,210428_NewpCUPCdc5_Nup60GFP_01_31_R3D_D3D_nucleus_13_substack_frame_2_middleslice,333.16,158.04,2.11,0.47,1.21,4.29,1.84,
9,210428_NewpCUPCdc5_Nup60GFP_01_31_R3D_D3D_nucleus_1_substack_frame_1_middleslice,1093.71,532.62,2.05,0.49,4,8.85,5.13,
10,210428_NewpCUPCdc5_Nup60GFP_01_31_R3D_D3D_nucleus_1_substack_frame_2_middleslice,903.95,491.36,1.84,0.54,3.04,7.82,4.13,
11,210428_NewpCUPCdc5_Nup60GFP_01_31_R3D_D3D_nucleus_2_substack_frame_1_middleslice,883.91,382.82,2.31,0.43,3.87,8.81,4.98,
12,210428_NewpCUPCdc5_Nup60GFP_01_31_R3D_D3D_nucleus_2_substack_frame_2_middleslice,679.8,398.9,1.7,0.59,2.89,7.09,3.86,
13,210428_NewpCUPCdc5_Nup60GFP_01_31_R3D_D3D_nucleus_3_substack_frame_1_middleslice,791.44,411,1.93,0.52,3.73,8.49,4.8,
14,210428_NewpCUPCdc5_Nup60GFP_01_31_R3D_D3D_nucleus_3_substack_frame_2_middleslice,874.58,474.03,1.85,0.54,4.17,9.48,5.4,
15,210428_NewpCUPCdc5_Nup60GFP_01_31_R3D_D3D_nucleus_4_substack_frame_1_middleslice,810.34,335.48,2.42,0.41,3.77,8.34,4.8,
16,210428_NewpCUPCdc5_Nup60GFP_01_31_R3D_D3D_nucleus_4_substack_frame_2_middleslice,693.55,532.4,1.3,0.77,3.86,9.06,5.05,
17,210428_NewpCUPCdc5_Nup60GFP_01_31_R3D_D3D_nucleus_5_substack_frame_1_middleslice,913.36,316.46,2.89,0.35,3.46,8.22,4.54,
18,210428_NewpCUPCdc5_Nup60GFP_01_31_R3D_D3D_nucleus_5_substack_frame_2_middleslice,712.06,418.05,1.7,0.59,2.93,7.4,3.93,
19,210428_NewpCUPCdc5_Nup60GFP_01_31_R3D_D3D_nucleus_6_substack_frame_1_middleslice,630.61,206.47,3.05,0.33,1.38,4.55,2.03,
20,210428_NewpCUPCdc5_Nup60GFP_01_31_R3D_D3D_nucleus_6_substack_frame_2_middleslice,569.34,214.27,2.66,0.38,1.38,4.45,2.03,
21,210428_NewpCUPCdc5_Nup60GFP_01_31_R3D_D3D_nucleus_7_substack_frame_1_middleslice,686.91,293.27,2.34,0.43,2.73,6.93,3.65,
22,210428_NewpCUPCdc5_Nup60GFP_01_31_R3D_D3D_nucleus_7_substack_frame_2_middleslice,647.94,293.48,2.21,0.45,2.18,6.19,3.07,
23,210428_NewpCUPCdc5_Nup60GFP_01_31_R3D_D3D_nucleus_8_substack_frame_1_middleslice,481.69,142.82,3.37,0.3,1.17,4.06,1.77,
24,210428_NewpCUPCdc5_Nup60GFP_01_31_R3D_D3D_nucleus_8_substack_frame_2_middleslice,380.09,195.97,1.94,0.52,1.36,4.44,2.02,
25,210428_NewpCUPCdc5_Nup60GFP_01_31_R3D_D3D_nucleus_9_substack_frame_1_middleslice,656.51,222.87,2.95,0.34,1.64,5,2.37,
26,210428_NewpCUPCdc5_Nup60GFP_01_31_R3D_D3D_nucleus_9_substack_frame_2_middleslice,545.26,260.52,2.09,0.48,1.92,5.65,2.72,
27,210428_NewpCUPCdc5_Nup60GFP_01_32_R3D_D3D_nucleus_10_substack_frame_1_middleslice,503.65,226.28,2.23,0.45,1.54,4.8,2.24,
28,210428_NewpCUPCdc5_Nup60GFP_01_32_R3D_D3D_nucleus_10_substack_frame_2_middleslice,496.04,198.73,2.5,0.4,1.47,4.92,2.19,
29,210428_NewpCUPCdc5_Nup60GFP_01_32_R3D_D3D_nucleus_11_substack_frame_1_middleslice,1058.47,349.73,3.03,0.33,3.63,8.1,4.63,
30,210428_NewpCUPCdc5_Nup60GFP_01_32_R3D_D3D_nucleus_11_substack_frame_2_middleslice,793.93,443.39,1.79,0.56,2.9,7.19,3.85,
31,210428_NewpCUPCdc5_Nup60GFP_01_32_R3D_D3D_nucleus_12_substack_frame_1_middleslice,1268.6,341.04,3.72,0.27,3.15,7.62,4.14,
32,210428_NewpCUPCdc5_Nup60GFP_01_32_R3D_D3D_nucleus_12_substack_frame_2_middleslice,854.83,574.48,1.49,0.67,3.49,8.15,4.56,
33,210428_NewpCUPCdc5_Nup60GFP_01_32_R3D_D3D_nucleus_1_substack_frame_1_middleslice,826.92,309.22,2.67,0.37,2.65,6.66,3.54,
34,210428_NewpCUPCdc5_Nup60GFP_01_32_R3D_D3D_nucleus_1_substack_frame_2_middleslice,577.67,376.83,1.53,0.65,2.22,6,3.09,
35,210428_NewpCUPCdc5_Nup60GFP_01_32_R3D_D3D_nucleus_2_substack_frame_1_middleslice,1114.9,490.33,2.27,0.44,3.86,8.52,4.88,
36,210428_NewpCUPCdc5_Nup60GFP_01_32_R3D_D3D_nucleus_2_substack_frame_2_middleslice,736.56,463.45,1.59,0.63,2.76,7.05,3.74,
37,210428_NewpCUPCdc5_Nup60GFP_01_32_R3D_D3D_nucleus_3_substack_frame_1_middleslice,707.99,287.08,2.47,0.41,2.81,6.91,3.73,
38,210428_NewpCUPCdc5_Nup60GFP_01_32_R3D_D3D_nucleus_3_substack_frame_2_middleslice,527.9,451.02,1.17,0.85,3.25,7.73,4.27,
39,210428_NewpCUPCdc5_Nup60GFP_01_32_R3D_D3D_nucleus_4_substack_frame_1_middleslice,622.16,214.91,2.89,0.35,1.41,4.58,2.06,
40,210428_NewpCUPCdc5_Nup60GFP_01_32_R3D_D3D_nucleus_4_substack_frame_2_middleslice,473.9,221.78,2.14,0.47,1.52,4.69,2.18,
41,210428_NewpCUPCdc5_Nup60GFP_01_32_R3D_D3D_nucleus_5_substack_frame_1_middleslice,980.48,271.83,3.61,0.28,2.44,6.96,3.56,
42,210428_NewpCUPCdc5_Nup60GFP_01_32_R3D_D3D_nucleus_5_substack_frame_2_middleslice,833.62,465.67,1.79,0.56,3.16,7.93,4.29,
43,210428_NewpCUPCdc5_Nup60GFP_01_32_R3D_D3D_nucleus_6_substack_frame_1_middleslice,726.79,332.19,2.19,0.46,2.75,6.95,3.7,
44,210428_NewpCUPCdc5_Nup60GFP_01_32_R3D_D3D_nucleus_6_substack_frame_2_middleslice,625.53,383.52,1.63,0.61,2.77,7.25,3.84,
45,210428_NewpCUPCdc5_Nup60GFP_01_32_R3D_D3D_nucleus_7_substack_frame_1_middleslice,821.22,407.68,2.01,0.5,4.23,9.55,5.43,
46,210428_NewpCUPCdc5_Nup60GFP_01_32_R3D_D3D_nucleus_7_substack_frame_2_middleslice,576.61,366,1.58,0.63,3.52,8.53,4.69,
47,210428_NewpCUPCdc5_Nup60GFP_01_32_R3D_D3D_nucleus_8_substack_frame_1_middleslice,552.27,194.86,2.83,0.35,1.59,4.85,2.31,
